fault_id,case_id,family,arm,mutation_class,threat_axis,semantic_intent,proposal_sha256,canonical_proposal_sha256,proposal_changed,parser_accepted,native_materializer_accepted,native_representation_callback_calls,candidate_differs_oracle,representation_fail_open,common_validator_calls,common_validator_accepted,full_pipeline_rejected,end_to_end_fail_open,first_rejection_layer,exception_class,exception_message,caller_state_unchanged,uncaught_crash,pass
F03,no_op,no_op,compact_tx,structural,commission_or_structure,remove one required top-level field,50bbe308a307d9e960e71bf33b8b3c6614b0e26dd75bd0bb6c20b208e6f63902,21d97148fc10b8acccf79a269072d84bc9f1a9ce26f6f403bd6c7ff096fa6060,True,False,False,0,,False,0,False,True,False,schema_parser,CompactTransactionError,compact proposal fields are noncanonical,True,False,True
F03,no_op,no_op,fsr_pc,structural,commission_or_structure,remove one required top-level field,786f568ae35bd6dd9f4917d78bace272905db057db4c9d2dad8d39d56b7fae19,420b6333e82753831b0a7be1f9a77f50ee2ba768b0254dbfcbf03ccdf5bdc859,True,False,False,0,,False,0,False,True,False,schema_parser,NativeOutputError,full-state output fields are not canonical full-state-v2,True,False,True
F04,no_op,no_op,cope_exact,structural,commission_or_structure,add an unauthorized top-level field,0d43de7d09bb8d9831f623d0f53f2c5139b3ee4cfb725b27c3dcf1c1ac3f7468,9e1184845d8993c432fdad5f4849c98cf74f7bbf0f5ddd9c9d89a6d1ce49b805,True,False,False,0,,False,0,False,True,False,schema_parser,NativeOutputError,patch output has noncanonical fields or schema,True,False,True
F04,no_op,no_op,cope_generic,structural,commission_or_structure,add an unauthorized top-level field,0d43de7d09bb8d9831f623d0f53f2c5139b3ee4cfb725b27c3dcf1c1ac3f7468,9e1184845d8993c432fdad5f4849c98cf74f7bbf0f5ddd9c9d89a6d1ce49b805,True,False,False,0,,False,0,False,True,False,schema_parser,NativeOutputError,patch output has noncanonical fields or schema,True,False,True
F04,no_op,no_op,compact_tx,structural,commission_or_structure,add an unauthorized top-level field,ba6b5cbd053647cd0e7aabeaf12a9188ae88ba6f6b70c766e4720e558f911f16,21d97148fc10b8acccf79a269072d84bc9f1a9ce26f6f403bd6c7ff096fa6060,True,False,False,0,,False,0,False,True,False,schema_parser,CompactTransactionError,compact proposal fields are noncanonical,True,False,True
F04,no_op,no_op,fsr_pc,structural,commission_or_structure,add an unauthorized top-level field,e34c8650f0d52f7103df1df8be7518f53c16ea51cd5e0fcb67417154ace868b7,420b6333e82753831b0a7be1f9a77f50ee2ba768b0254dbfcbf03ccdf5bdc859,True,False,False,0,,False,0,False,True,False,schema_parser,NativeOutputError,full-state output fields are not canonical full-state-v2,True,False,True
F05,stale_version,version,cope_exact,binding,commission_or_structure,bind output to a different input state version,5a3a0ae5446b599723ac791d98b6e002346531bc3ab4f2a01942de16d59487c0,24a9763ca6a8086d43402c72bc8c9cb676a5d6f29b6b19f90e942b9f75d405ad,True,True,False,0,,False,0,False,True,False,native_representation_guard,NativeOutputError,typed patch is not the authorized minimum transition,True,False,True
F05,stale_version,version,cope_generic,binding,commission_or_structure,bind output to a different input state version,5a3a0ae5446b599723ac791d98b6e002346531bc3ab4f2a01942de16d59487c0,24a9763ca6a8086d43402c72bc8c9cb676a5d6f29b6b19f90e942b9f75d405ad,True,True,False,0,,False,0,False,True,False,native_representation_guard,GenericTypedInterpreterError,typed patch input version mismatch,True,False,True
F05,stale_version,version,compact_tx,binding,commission_or_structure,bind output to a different input state version,0d4a0ba31ecddd4c3e6c8ada9725fe72a719151870aaa0e4049635414ee67ae0,e810a52329321f8db28ce28a726c9051b150f21d789cb84efd4003e449e53a9e,True,False,False,0,,False,0,False,True,False,schema_parser,CompactTransactionError,compact proposal base version mismatch,True,False,True
F05,stale_version,version,fsr_pc,binding,commission_or_structure,bind output to a different input state version,4b7c88e7e34e90e788a1bd4660cd96586c12059f7fd8f0ab5a4c7d162008cf68,420b6333e82753831b0a7be1f9a77f50ee2ba768b0254dbfcbf03ccdf5bdc859,True,True,True,0,True,True,1,False,True,False,common_validator,NativeOutputError,candidate post-state is not event-bound canonical state,True,False,True
F06,activate_override,override,cope_exact,binding,commission_or_structure,bind output to a different event ID,71a6f2d9142058798d225012ec5abed9d933fe18ccfd76cb959d7d6bf07a2719,4403d7a989c5c0a91586b2ffcae293759394a265ab05e1471564ba7f7714e5b1,True,True,False,0,,False,0,False,True,False,native_representation_guard,NativeOutputError,typed patch is not the authorized minimum transition,True,False,True
F06,activate_override,override,cope_generic,binding,commission_or_structure,bind output to a different event ID,71a6f2d9142058798d225012ec5abed9d933fe18ccfd76cb959d7d6bf07a2719,4403d7a989c5c0a91586b2ffcae293759394a265ab05e1471564ba7f7714e5b1,True,True,False,0,,False,0,False,True,False,native_representation_guard,GenericTypedInterpreterError,typed patch event ID mismatch,True,False,True
F06,activate_override,override,compact_tx,binding,commission_or_structure,bind output to a different event ID,6b896a4ae06d91b514b2184e41b6bb41a1967a178269e6454a58a1d7f7be811b,743d7541b209fef338aaa155c3405b6af98b60b6bb298c61366a3110cef5af0e,True,False,False,0,,False,0,False,True,False,schema_parser,CompactTransactionError,compact proposal event ID mismatch,True,False,True
F06,activate_override,override,fsr_pc,binding,commission_or_structure,bind output to a different event ID,5566306de015e849decfc864905e77fc80d34e4a74198b1da6c7e2242c5c69b2,941fabeb7ea52631942e5f6f4e1233fadf200fbbb8ce48a56fba57eda30510a1,True,True,True,0,True,True,1,False,True,False,common_validator,NativeOutputError,candidate post-state is not event-bound canonical state,True,False,True
F07,wrong_source_revoke,authorization,cope_exact,authorization,commission_or_structure,apply the rejected cancellation anyway,2d0c712b5fbec1876673b83fa09c1fb355a765c2a960182a3f365251ee7b63ae,9cb3491c8cef70f33c796b95ff34f7b860e8ad57398b1c6ee0d40705e80b9680,True,True,False,0,,False,0,False,True,False,native_representation_guard,NativeOutputError,typed patch is not the authorized minimum transition,True,False,True
F07,wrong_source_revoke,authorization,cope_generic,authorization,commission_or_structure,apply the rejected cancellation anyway,2d0c712b5fbec1876673b83fa09c1fb355a765c2a960182a3f365251ee7b63ae,9cb3491c8cef70f33c796b95ff34f7b860e8ad57398b1c6ee0d40705e80b9680,True,True,False,0,,False,0,False,True,False,native_representation_guard,GenericTypedInterpreterError,"unauthorized, stale, or duplicate event cannot carry operations",True,False,True
F07,wrong_source_revoke,authorization,compact_tx,authorization,commission_or_structure,apply the rejected cancellation anyway,2af02fca3ad509e91bc45d34d83937503961395cda7fb54d1174483007ac953f,cfc3e76241500412429c30c4500b22e6fc92e2254e7e06ffb27b2c4d3eb317aa,True,True,True,1,True,True,1,False,True,False,common_validator,NativeOutputError,candidate post-state is not event-bound canonical state,True,False,True
F07,wrong_source_revoke,authorization,fsr_pc,authorization,commission_or_structure,apply the rejected cancellation anyway,1a5057d8963bee3c252351bed5484562a0fabfa47f649aef8bfe4cfc430e0774,420b6333e82753831b0a7be1f9a77f50ee2ba768b0254dbfcbf03ccdf5bdc859,True,True,True,0,True,True,1,False,True,False,common_validator,NativeOutputError,candidate post-state is not event-bound canonical state,True,False,True
F08,idempotence,idempotence,cope_exact,idempotence,commission_or_structure,reapply the duplicate cancellation effect,8c152165912f6fd8ffe88e678a34820d0d9881d42175126ae36c9dd0b56d9e4b,d2929c6f67d39af674038444a9e5bb2c4fd5bd5fcc0ff36b69028291b37c0186,True,True,False,0,,False,0,False,True,False,native_representation_guard,NativeOutputError,typed patch is not the authorized minimum transition,True,False,True
F08,idempotence,idempotence,cope_generic,idempotence,commission_or_structure,reapply the duplicate cancellation effect,8c152165912f6fd8ffe88e678a34820d0d9881d42175126ae36c9dd0b56d9e4b,d2929c6f67d39af674038444a9e5bb2c4fd5bd5fcc0ff36b69028291b37c0186,True,True,False,0,,False,0,False,True,False,native_representation_guard,GenericTypedInterpreterError,"unauthorized, stale, or duplicate event cannot carry operations",True,False,True
F08,idempotence,idempotence,compact_tx,idempotence,commission_or_structure,reapply the duplicate cancellation effect,69c8cb72af049883eec1bc2d80a3f37c928d20a52cb3c8ab6032ef34ea774eda,3c5ced3fe23f7c1cf0ef903d47e7c31aa539cc314067bde3fd45452314b9efa8,True,True,True,1,True,True,1,False,True,False,common_validator,NativeOutputError,candidate post-state is not event-bound canonical state,True,False,True
F08,idempotence,idempotence,fsr_pc,idempotence,commission_or_structure,reapply the duplicate cancellation effect,f9f8d506fb1a835a3f7bc121a39d8a9a9265a1ef531f60d75e09f92600d5191d,420b6333e82753831b0a7be1f9a77f50ee2ba768b0254dbfcbf03ccdf5bdc859,True,True,True,0,True,True,1,False,True,False,common_validator,NativeOutputError,candidate post-state is not event-bound canonical state,True,False,True
F09,world_change_release,release_world_change,cope_exact,progress,commission_or_structure,drop an achieved progress milestone,e43daec678b0fe061e55121aba29bae4c8b21c326278cf4cefbd1fdfd06ecffa,1126f80578ff0e99733038c4aa5abc919b3cd29eec145e0e0cdba5b4480225b5,True,True,False,0,,False,0,False,True,False,native_representation_guard,NativeOutputError,typed patch is not the authorized minimum transition,True,False,True
F09,world_change_release,release_world_change,cope_generic,progress,commission_or_structure,drop an achieved progress milestone,e43daec678b0fe061e55121aba29bae4c8b21c326278cf4cefbd1fdfd06ecffa,1126f80578ff0e99733038c4aa5abc919b3cd29eec145e0e0cdba5b4480225b5,True,True,False,0,,False,0,False,True,False,native_representation_guard,GenericTypedInterpreterError,typed operation fields are unsupported or noncanonical,True,False,True
F09,world_change_release,release_world_change,compact_tx,progress,commission_or_structure,drop an achieved progress milestone,69fa8bca03a2a820c1802c885fab4440d8c58e970c4656407991b72cad1038b8,9058bea88a5dc11a0eba012d6f6e53cfbc34dc732cfc1f2920f7560b66bbab32,True,False,False,0,,False,0,False,True,False,schema_parser,CompactTransactionError,compact write path is not allowlisted,True,False,True
F09,world_change_release,release_world_change,fsr_pc,progress,commission_or_structure,drop an achieved progress milestone,b9fc8be1b54dbe0e2bf0037c78ccc75c6547e8099a37f2d856aa9b8fd94088f5,616cf7ba9dcef7d0feb7e026c787bfc3aada81feaacddea9b1f9a9ac0441edf1,True,True,True,0,True,True,1,False,True,False,common_validator,NativeOutputError,candidate post-state is not event-bound canonical state,True,False,True
F10,continuity_invalid,continuity,cope_exact,continuity,omission,retain the now-conflicting executing action,2ef9808e001098593f9461a353783a347d64a4e187d3ad0e51cc41d40bc42ff1,c3150304086ad5d1bcc87931e9b5c89fa8ffaaa9678177ccdadd9610431db5af,True,True,False,0,,False,0,False,True,False,native_representation_guard,NativeOutputError,typed patch is not the authorized minimum transition,True,False,True
F10,continuity_invalid,continuity,cope_generic,continuity,omission,retain the now-conflicting executing action,2ef9808e001098593f9461a353783a347d64a4e187d3ad0e51cc41d40bc42ff1,c3150304086ad5d1bcc87931e9b5c89fa8ffaaa9678177ccdadd9610431db5af,True,True,True,0,True,True,1,False,True,False,common_validator,NativeOutputError,candidate post-state is not event-bound canonical state,True,False,True
F10,continuity_invalid,continuity,compact_tx,continuity,omission,retain the now-conflicting executing action,2bdbd756718a00e46db2fac09240b286ec0d900e5bcb1ac34723925dc09c311f,e0c66d889ce8aa3557ecdf05fe93a8120e1cde9c4731ac0b955864422e5b4cbd,True,True,True,1,True,True,1,False,True,False,common_validator,NativeOutputError,candidate post-state is not event-bound canonical state,True,False,True
F10,continuity_invalid,continuity,fsr_pc,continuity,omission,retain the now-conflicting executing action,21e00712a62e7f55c4e315733f06746a3f81131eddaa87ac4af4efb7c531c953,4fd057cd11539191dee93443c12f208bdc69166e334ce37148a24afc1e14eff1,True,True,True,0,True,True,1,False,True,False,common_validator,NativeOutputError,candidate post-state is not event-bound canonical state,True,False,True
F11,cancel_sibling,cancellation,cope_exact,stable_identity,commission_or_structure,redirect the transition to an unknown commitment ID,c8bb3147492f507fd224dc28b714dcafb36c78e80d8c2ba8fb139ba1a797745d,f7f873348a28dccfdf5282a76753fd52d9a43f53018e5035909cb3508167afde,True,True,False,0,,False,0,False,True,False,native_representation_guard,NativeOutputError,typed patch is not the authorized minimum transition,True,False,True
F11,cancel_sibling,cancellation,cope_generic,stable_identity,commission_or_structure,redirect the transition to an unknown commitment ID,c8bb3147492f507fd224dc28b714dcafb36c78e80d8c2ba8fb139ba1a797745d,f7f873348a28dccfdf5282a76753fd52d9a43f53018e5035909cb3508167afde,True,True,False,0,,False,0,False,True,False,native_representation_guard,GenericTypedInterpreterError,operation target does not match the event target,True,False,True
F11,cancel_sibling,cancellation,compact_tx,stable_identity,commission_or_structure,redirect the transition to an unknown commitment ID,f1d7b9f60589df4b52f58ec254d7b99f59238684f498a96e3cb56fcea3cb1526,d1deb95d97b26b1ece5039ddb368ddfb6771686bb6b11586be10dd787668b73e,True,True,False,0,,False,0,False,True,False,native_representation_guard,CompactTransactionRejected,unknown or duplicate stable record 'unknown:commitment',True,False,True
F11,cancel_sibling,cancellation,fsr_pc,stable_identity,commission_or_structure,redirect the transition to an unknown commitment ID,9b3544fab173967d761699b392cefce5521045c9f49b7909f0a3df06b9361ca3,0cddfcb0f709bc9915b78bb7816f95935d1217a0a72b253b05a8a64813129474,True,True,True,0,True,True,1,False,True,False,common_validator,NativeOutputError,candidate post-state is not event-bound canonical state,True,False,True
F12,replace_pending_target,replacement,cope_exact,duplication,commission_or_structure,duplicate a transition edit or stable record,6d1c98c2d44ca3c1b16be7d53386002e40dbf72a942fdfa3e8f3bd4d355db531,707c00e8ec49e1c00b3fd396d8e85e83b5ac0b512f1d9f271f4cc5dfdb48dd6c,True,True,False,0,,False,0,False,True,False,native_representation_guard,NativeOutputError,typed patch is not the authorized minimum transition,True,False,True
F12,replace_pending_target,replacement,cope_generic,duplication,commission_or_structure,duplicate a transition edit or stable record,6d1c98c2d44ca3c1b16be7d53386002e40dbf72a942fdfa3e8f3bd4d355db531,707c00e8ec49e1c00b3fd396d8e85e83b5ac0b512f1d9f271f4cc5dfdb48dd6c,True,True,False,0,,False,0,False,True,False,native_representation_guard,GenericTypedInterpreterError,typed patch contains a duplicate operation,True,False,True
F12,replace_pending_target,replacement,compact_tx,duplication,commission_or_structure,duplicate a transition edit or stable record,b511c66b0c26cb2ff8151f0dfe0febeab8bdf89461395950b3c9e44943d24007,f20d58bb43a0947139d64fac92be6de19e6dc2ffc2b54a7bcdb38ff3a3b76cbe,True,False,False,0,,False,0,False,True,False,schema_parser,CompactTransactionError,compact proposal contains duplicate paths,True,False,True
F12,replace_pending_target,replacement,fsr_pc,duplication,commission_or_structure,duplicate a transition edit or stable record,5bbe4e5570108eba2026faab405bc1acba557ac006c46b04d4090b71eaf2970a,8ce6796a03f773839754969ea72ccc274ca1d08081fd5956635fa43449dd1583,True,True,True,0,True,True,1,False,True,False,common_validator,NativeOutputError,candidate post-state is not event-bound canonical state,True,False,True
F13,replace_pending_target,replacement,cope_exact,grounding,commission_or_structure,substitute the replacement with an unobserved package,f522d65e85c72f3405cc839b8215e96f436ed8bcd2378ee0f3a393646453704a,707c00e8ec49e1c00b3fd396d8e85e83b5ac0b512f1d9f271f4cc5dfdb48dd6c,True,True,False,0,,False,0,False,True,False,native_representation_guard,NativeOutputError,typed patch is not the authorized minimum transition,True,False,True
F13,replace_pending_target,replacement,cope_generic,grounding,commission_or_structure,substitute the replacement with an unobserved package,f522d65e85c72f3405cc839b8215e96f436ed8bcd2378ee0f3a393646453704a,707c00e8ec49e1c00b3fd396d8e85e83b5ac0b512f1d9f271f4cc5dfdb48dd6c,True,True,False,0,,False,0,False,True,False,native_representation_guard,GenericTypedInterpreterError,replacement stable ID does not match the event,True,False,True
F13,replace_pending_target,replacement,compact_tx,grounding,commission_or_structure,substitute the replacement with an unobserved package,65eefb18c8fe386ecaf0f90d9cfd8b56eb8c911d1507358e8ecbe099158507b7,f20d58bb43a0947139d64fac92be6de19e6dc2ffc2b54a7bcdb38ff3a3b76cbe,True,True,True,1,True,True,1,False,True,False,common_validator,NativeOutputError,candidate post-state is not event-bound canonical state,True,False,True
F13,replace_pending_target,replacement,fsr_pc,grounding,commission_or_structure,substitute the replacement with an unobserved package,90deabd4732514fb7e740a41d09640a026786349c6c45d4ffee173f925d0e761,8ce6796a03f773839754969ea72ccc274ca1d08081fd5956635fa43449dd1583,True,True,True,0,True,True,1,False,True,False,common_validator,NativeOutputError,candidate post-state is not event-bound canonical state,True,False,True
F14,irrelevant_sibling_change,irrelevant_change,cope_exact,omission,omission,omit the required evidence and version transition,4054a8b3d18933166e1ff9d590714236cba3b38dd8297fda710966c5ed7ac93a,ee4718424793a17daff7e38f4196d5a3b1e0f935e8da2b2fbca9af68836029af,True,True,False,0,,False,0,False,True,False,native_representation_guard,NativeOutputError,typed patch is not the authorized minimum transition,True,False,True
F14,irrelevant_sibling_change,irrelevant_change,cope_generic,omission,omission,omit the required evidence and version transition,4054a8b3d18933166e1ff9d590714236cba3b38dd8297fda710966c5ed7ac93a,ee4718424793a17daff7e38f4196d5a3b1e0f935e8da2b2fbca9af68836029af,True,True,True,0,True,True,1,False,True,False,common_validator,NativeOutputError,candidate post-state is not event-bound canonical state,True,False,True
F14,irrelevant_sibling_change,irrelevant_change,compact_tx,omission,omission,omit the required evidence and version transition,7dcc209e60737f2d671fd671a585a0f1ef60ef9d7c2276ba3686f85e9d7d86db,1cc59e88583b29feaa4e1c6ecb84218c9e4eebe0b69d698b8c33db8741b97773,True,True,True,1,True,True,1,False,True,False,common_validator,NativeOutputError,candidate post-state is not event-bound canonical state,True,False,True
F14,irrelevant_sibling_change,irrelevant_change,fsr_pc,omission,omission,omit the required evidence and version transition,420b6333e82753831b0a7be1f9a77f50ee2ba768b0254dbfcbf03ccdf5bdc859,20bf8a638a077d75bfea3e7c84c7a6c481574d40c92b6f73eaaadafcdb2fa694,True,True,True,0,True,True,1,False,True,False,common_validator,NativeOutputError,candidate post-state is not event-bound canonical state,True,False,True
F15,continuity_valid,continuity,cope_exact,version,commission_or_structure,advance the output state version twice,71419c8b1694b5e5b52320c46e902b0a2e0485eda72647b28f0ead950ca9a03e,eb534a78ad451d2d7871c13f60d9d74a3e7aad112d26459ed3bca8c234210fff,True,True,False,0,,False,0,False,True,False,native_representation_guard,NativeOutputError,typed patch is not the authorized minimum transition,True,False,True
F15,continuity_valid,continuity,cope_generic,version,commission_or_structure,advance the output state version twice,71419c8b1694b5e5b52320c46e902b0a2e0485eda72647b28f0ead950ca9a03e,eb534a78ad451d2d7871c13f60d9d74a3e7aad112d26459ed3bca8c234210fff,True,True,False,0,,False,0,False,True,False,native_representation_guard,GenericTypedInterpreterError,typed patch contains a duplicate operation,True,False,True
F15,continuity_valid,continuity,compact_tx,version,commission_or_structure,advance the output state version twice,c1c867dde4170d6857caba949976d639f0d1883be1e9d3cad7cdab428353d72e,28e779ffa1c0fadd81bfeb69bcaf61c8ecabbb15fdfbd3efde03e8f10d58771d,True,True,True,1,True,True,1,False,True,False,common_validator,NativeOutputError,candidate post-state is not event-bound canonical state,True,False,True
F15,continuity_valid,continuity,fsr_pc,version,commission_or_structure,advance the output state version twice,6fffa473a14f7995e0680b3fca86b45c8f638c7017f13a3376bc8b672a9db3f3,bdb46b21046957666d098d6929236b51def9c6d5ba9968a5336f5e87bc25a944,True,True,True,0,True,True,1,False,True,False,common_validator,NativeOutputError,candidate post-state is not event-bound canonical state,True,False,True
F16,release_override,release,cope_exact,scope,commission_or_structure,corrupt an unrelated satisfied sibling commitment,87045b850a0118c1225bb220390bfbfcfbcd7e2c7dc75ca8e754c312d70dc228,da2ac34515478dbc0a36d6c38e78a9dae3f912382547eb73c0e6c0b68eb872c6,True,True,False,0,,False,0,False,True,False,native_representation_guard,NativeOutputError,typed patch is not the authorized minimum transition,True,False,True
F16,release_override,release,cope_generic,scope,commission_or_structure,corrupt an unrelated satisfied sibling commitment,87045b850a0118c1225bb220390bfbfcfbcd7e2c7dc75ca8e754c312d70dc228,da2ac34515478dbc0a36d6c38e78a9dae3f912382547eb73c0e6c0b68eb872c6,True,True,False,0,,False,0,False,True,False,native_representation_guard,GenericTypedInterpreterError,operation type is not licensed by this event type,True,False,True
F16,release_override,release,compact_tx,scope,commission_or_structure,corrupt an unrelated satisfied sibling commitment,c35f7d4fe52edce6de59c00f3b509593f2397b06543e87d7f6b2ccced419973d,085a7cd4f1debb8364381c8e14973f455ba6e4dde03735306fa9137181dc8b92,True,True,True,1,True,True,1,False,True,False,common_validator,NativeOutputError,candidate post-state is not event-bound canonical state,True,False,True
F16,release_override,release,fsr_pc,scope,commission_or_structure,corrupt an unrelated satisfied sibling commitment,caf11792ca90b1f118828a3ad2e8fae5bafa9070fabdc4e59f306ad54dccca83,c01c682f2a1e3efa67449f6a8a673aa9ee820107b7f7cfd8520fb1fcd1057c3a,True,True,True,0,True,True,1,False,True,False,common_validator,NativeOutputError,candidate post-state is not event-bound canonical state,True,False,True
O01,cancel_sibling,cancellation,cope_exact,omission,omission,omit the entire cancellation operation,e460c8d47deaf51417ecf458dc6656fbebcda9c85c1a77813d4b5ebba275f178,f7f873348a28dccfdf5282a76753fd52d9a43f53018e5035909cb3508167afde,True,True,False,0,,False,0,False,True,False,native_representation_guard,NativeOutputError,typed patch is not the authorized minimum transition,True,False,True
O01,cancel_sibling,cancellation,cope_generic,omission,omission,omit the entire cancellation operation,e460c8d47deaf51417ecf458dc6656fbebcda9c85c1a77813d4b5ebba275f178,f7f873348a28dccfdf5282a76753fd52d9a43f53018e5035909cb3508167afde,True,True,True,0,True,True,1,False,True,False,common_validator,NativeOutputError,candidate post-state is not event-bound canonical state,True,False,True
O01,cancel_sibling,cancellation,compact_tx,omission,omission,omit the entire cancellation operation,571cddad26e97eb15aa68e4b1cae2ed63c72ca3808f43105094344df534466cc,d1deb95d97b26b1ece5039ddb368ddfb6771686bb6b11586be10dd787668b73e,True,True,True,1,True,True,1,False,True,False,common_validator,NativeOutputError,candidate post-state is not event-bound canonical state,True,False,True
O01,cancel_sibling,cancellation,fsr_pc,omission,omission,omit the entire cancellation operation,420b6333e82753831b0a7be1f9a77f50ee2ba768b0254dbfcbf03ccdf5bdc859,0cddfcb0f709bc9915b78bb7816f95935d1217a0a72b253b05a8a64813129474,True,True,True,0,True,True,1,False,True,False,common_validator,NativeOutputError,candidate post-state is not event-bound canonical state,True,False,True
O02,replace_pending_target,replacement,cope_exact,omission,omission,omit the entire replacement operation,246203fe17bc3fa064154d2c1010f8a035ecd479f9b1f746d089d608c3cf807a,707c00e8ec49e1c00b3fd396d8e85e83b5ac0b512f1d9f271f4cc5dfdb48dd6c,True,True,False,0,,False,0,False,True,False,native_representation_guard,NativeOutputError,typed patch is not the authorized minimum transition,True,False,True
O02,replace_pending_target,replacement,cope_generic,omission,omission,omit the entire replacement operation,246203fe17bc3fa064154d2c1010f8a035ecd479f9b1f746d089d608c3cf807a,707c00e8ec49e1c00b3fd396d8e85e83b5ac0b512f1d9f271f4cc5dfdb48dd6c,True,True,True,0,True,True,1,False,True,False,common_validator,NativeOutputError,candidate post-state is not event-bound canonical state,True,False,True
O02,replace_pending_target,replacement,compact_tx,omission,omission,omit the entire replacement operation,5c677ecf768dd8532ce4e5bf8e7b9de1192519b80d5ded7fc9a8425e0ba9f62b,f20d58bb43a0947139d64fac92be6de19e6dc2ffc2b54a7bcdb38ff3a3b76cbe,True,True,True,1,True,True,1,False,True,False,common_validator,NativeOutputError,candidate post-state is not event-bound canonical state,True,False,True
O02,replace_pending_target,replacement,fsr_pc,omission,omission,omit the entire replacement operation,420b6333e82753831b0a7be1f9a77f50ee2ba768b0254dbfcbf03ccdf5bdc859,8ce6796a03f773839754969ea72ccc274ca1d08081fd5956635fa43449dd1583,True,True,True,0,True,True,1,False,True,False,common_validator,NativeOutputError,candidate post-state is not event-bound canonical state,True,False,True
