sample_type,fault_id,case_id,arm,threat_axis,semantic_intent,proposal_changed,native_rejected,native_exception,candidate_materialized,candidate_incorrect,exact_validator_called,exact_validator_accepted,exact_exception,decomposed_validator_called,decomposed_validator_accepted,violated_group_count,violated_groups,violation_codes,exact_decomposed_parity,full_decomposed_pipeline_rejected,caller_state_unchanged,uncaught_crash,pass
fault,O01,cancel_sibling,cope_generic,omission,omit the entire cancellation operation,True,False,,True,True,True,False,NativeOutputError:candidate post-state is not event-bound canonical state,True,False,4,version_evidence;identity_lifecycle;goal_consistency;action_continuity,version_evidence:state_version_not_advanced_once;version_evidence:evidence_not_bound_to_event;identity_lifecycle:cancel_target_not_cancelled;goal_consistency:goal_does_not_match_event_effect;action_continuity:plan_does_not_match_event_continuity,True,True,True,False,True
fault,O01,cancel_sibling,compact_tx,omission,omit the entire cancellation operation,True,False,,True,True,True,False,NativeOutputError:candidate post-state is not event-bound canonical state,True,False,4,version_evidence;identity_lifecycle;goal_consistency;action_continuity,version_evidence:state_version_not_advanced_once;version_evidence:evidence_not_bound_to_event;identity_lifecycle:cancel_target_not_cancelled;goal_consistency:goal_does_not_match_event_effect;action_continuity:plan_does_not_match_event_continuity,True,True,True,False,True
fault,O01,cancel_sibling,fsr_pc,omission,omit the entire cancellation operation,True,False,,True,True,True,False,NativeOutputError:candidate post-state is not event-bound canonical state,True,False,4,version_evidence;identity_lifecycle;goal_consistency;action_continuity,version_evidence:state_version_not_advanced_once;version_evidence:evidence_not_bound_to_event;identity_lifecycle:cancel_target_not_cancelled;goal_consistency:goal_does_not_match_event_effect;action_continuity:plan_does_not_match_event_continuity,True,True,True,False,True
fault,O02,replace_pending_target,cope_exact,omission,omit the entire replacement operation,True,True,NativeOutputError:typed patch is not the authorized minimum transition,False,,False,False,,False,False,0,,,True,True,True,False,True
fault,O02,replace_pending_target,cope_generic,omission,omit the entire replacement operation,True,False,,True,True,True,False,NativeOutputError:candidate post-state is not event-bound canonical state,True,False,5,version_evidence;identity_lifecycle;goal_consistency;action_continuity;restoration_entity,version_evidence:state_version_not_advanced_once;version_evidence:evidence_not_bound_to_event;identity_lifecycle:commitment_id_set_incorrect;identity_lifecycle:replacement_target_not_superseded;identity_lifecycle:replacement_record_incorrect;goal_consistency:goal_does_not_match_event_effect;action_continuity:plan_does_not_match_event_continuity;restoration_entity:replacement_entity_missing_or_wrong;restoration_entity:entity_id_set_incorrect,True,True,True,False,True
fault,O02,replace_pending_target,compact_tx,omission,omit the entire replacement operation,True,False,,True,True,True,False,NativeOutputError:candidate post-state is not event-bound canonical state,True,False,5,version_evidence;identity_lifecycle;goal_consistency;action_continuity;restoration_entity,version_evidence:state_version_not_advanced_once;version_evidence:evidence_not_bound_to_event;identity_lifecycle:commitment_id_set_incorrect;identity_lifecycle:replacement_target_not_superseded;identity_lifecycle:replacement_record_incorrect;goal_consistency:goal_does_not_match_event_effect;action_continuity:plan_does_not_match_event_continuity;restoration_entity:replacement_entity_missing_or_wrong;restoration_entity:entity_id_set_incorrect,True,True,True,False,True
fault,O02,replace_pending_target,fsr_pc,omission,omit the entire replacement operation,True,False,,True,True,True,False,NativeOutputError:candidate post-state is not event-bound canonical state,True,False,5,version_evidence;identity_lifecycle;goal_consistency;action_continuity;restoration_entity,version_evidence:state_version_not_advanced_once;version_evidence:evidence_not_bound_to_event;identity_lifecycle:commitment_id_set_incorrect;identity_lifecycle:replacement_target_not_superseded;identity_lifecycle:replacement_record_incorrect;goal_consistency:goal_does_not_match_event_effect;action_continuity:plan_does_not_match_event_continuity;restoration_entity:replacement_entity_missing_or_wrong;restoration_entity:entity_id_set_incorrect,True,True,True,False,True
fault,O03,activate_override,cope_exact,omission,omit the entire override activation operation,True,True,NativeOutputError:typed patch is not the authorized minimum transition,False,,False,False,,False,False,0,,,True,True,True,False,True
fault,O03,activate_override,cope_generic,omission,omit the entire override activation operation,True,False,,True,True,True,False,NativeOutputError:candidate post-state is not event-bound canonical state,True,False,5,version_evidence;identity_lifecycle;goal_consistency;action_continuity;restoration_entity,version_evidence:state_version_not_advanced_once;version_evidence:evidence_not_bound_to_event;identity_lifecycle:commitment_id_set_incorrect;identity_lifecycle:override_target_not_suspended;identity_lifecycle:override_record_incorrect;goal_consistency:goal_does_not_match_event_effect;action_continuity:plan_does_not_match_event_continuity;restoration_entity:restoration_records_incorrect,True,True,True,False,True
fault,O03,activate_override,compact_tx,omission,omit the entire override activation operation,True,False,,True,True,True,False,NativeOutputError:candidate post-state is not event-bound canonical state,True,False,5,version_evidence;identity_lifecycle;goal_consistency;action_continuity;restoration_entity,version_evidence:state_version_not_advanced_once;version_evidence:evidence_not_bound_to_event;identity_lifecycle:commitment_id_set_incorrect;identity_lifecycle:override_target_not_suspended;identity_lifecycle:override_record_incorrect;goal_consistency:goal_does_not_match_event_effect;action_continuity:plan_does_not_match_event_continuity;restoration_entity:restoration_records_incorrect,True,True,True,False,True
fault,O03,activate_override,fsr_pc,omission,omit the entire override activation operation,True,False,,True,True,True,False,NativeOutputError:candidate post-state is not event-bound canonical state,True,False,5,version_evidence;identity_lifecycle;goal_consistency;action_continuity;restoration_entity,version_evidence:state_version_not_advanced_once;version_evidence:evidence_not_bound_to_event;identity_lifecycle:commitment_id_set_incorrect;identity_lifecycle:override_target_not_suspended;identity_lifecycle:override_record_incorrect;goal_consistency:goal_does_not_match_event_effect;action_continuity:plan_does_not_match_event_continuity;restoration_entity:restoration_records_incorrect,True,True,True,False,True
fault,O04,release_override,cope_exact,omission,omit the entire override release operation,True,True,NativeOutputError:typed patch is not the authorized minimum transition,False,,False,False,,False,False,0,,,True,True,True,False,True
fault,O04,release_override,cope_generic,omission,omit the entire override release operation,True,False,,True,True,True,False,NativeOutputError:candidate post-state is not event-bound canonical state,True,False,5,version_evidence;identity_lifecycle;goal_consistency;action_continuity;restoration_entity,version_evidence:state_version_not_advanced_once;version_evidence:evidence_not_bound_to_event;identity_lifecycle:released_target_record_incorrect;identity_lifecycle:released_override_record_incorrect;goal_consistency:goal_does_not_match_event_effect;action_continuity:plan_does_not_match_event_continuity;restoration_entity:restoration_records_incorrect,True,True,True,False,True
fault,O04,release_override,compact_tx,omission,omit the entire override release operation,True,False,,True,True,True,False,NativeOutputError:candidate post-state is not event-bound canonical state,True,False,5,version_evidence;identity_lifecycle;goal_consistency;action_continuity;restoration_entity,version_evidence:state_version_not_advanced_once;version_evidence:evidence_not_bound_to_event;identity_lifecycle:released_target_record_incorrect;identity_lifecycle:released_override_record_incorrect;goal_consistency:goal_does_not_match_event_effect;action_continuity:plan_does_not_match_event_continuity;restoration_entity:restoration_records_incorrect,True,True,True,False,True
fault,O04,release_override,fsr_pc,omission,omit the entire override release operation,True,False,,True,True,True,False,NativeOutputError:candidate post-state is not event-bound canonical state,True,False,5,version_evidence;identity_lifecycle;goal_consistency;action_continuity;restoration_entity,version_evidence:state_version_not_advanced_once;version_evidence:evidence_not_bound_to_event;identity_lifecycle:released_target_record_incorrect;identity_lifecycle:released_override_record_incorrect;goal_consistency:goal_does_not_match_event_effect;action_continuity:plan_does_not_match_event_continuity;restoration_entity:restoration_records_incorrect,True,True,True,False,True
fault,O05,continuity_invalid,cope_exact,omission,omit the entire conflicting event transition,True,True,NativeOutputError:typed patch is not the authorized minimum transition,False,,False,False,,False,False,0,,,True,True,True,False,True
fault,O05,continuity_invalid,cope_generic,omission,omit the entire conflicting event transition,True,False,,True,True,True,False,NativeOutputError:candidate post-state is not event-bound canonical state,True,False,5,version_evidence;identity_lifecycle;goal_consistency;action_continuity;restoration_entity,version_evidence:state_version_not_advanced_once;version_evidence:evidence_not_bound_to_event;identity_lifecycle:commitment_id_set_incorrect;identity_lifecycle:override_target_not_suspended;identity_lifecycle:override_record_incorrect;goal_consistency:goal_does_not_match_event_effect;action_continuity:plan_does_not_match_event_continuity;restoration_entity:restoration_records_incorrect,True,True,True,False,True
fault,O05,continuity_invalid,compact_tx,omission,omit the entire conflicting event transition,True,False,,True,True,True,False,NativeOutputError:candidate post-state is not event-bound canonical state,True,False,5,version_evidence;identity_lifecycle;goal_consistency;action_continuity;restoration_entity,version_evidence:state_version_not_advanced_once;version_evidence:evidence_not_bound_to_event;identity_lifecycle:commitment_id_set_incorrect;identity_lifecycle:override_target_not_suspended;identity_lifecycle:override_record_incorrect;goal_consistency:goal_does_not_match_event_effect;action_continuity:plan_does_not_match_event_continuity;restoration_entity:restoration_records_incorrect,True,True,True,False,True
fault,O05,continuity_invalid,fsr_pc,omission,omit the entire conflicting event transition,True,False,,True,True,True,False,NativeOutputError:candidate post-state is not event-bound canonical state,True,False,5,version_evidence;identity_lifecycle;goal_consistency;action_continuity;restoration_entity,version_evidence:state_version_not_advanced_once;version_evidence:evidence_not_bound_to_event;identity_lifecycle:commitment_id_set_incorrect;identity_lifecycle:override_target_not_suspended;identity_lifecycle:override_record_incorrect;goal_consistency:goal_does_not_match_event_effect;action_continuity:plan_does_not_match_event_continuity;restoration_entity:restoration_records_incorrect,True,True,True,False,True
fault,O06,continuity_valid,cope_exact,omission,omit acknowledgement while an action remains validly executing,True,True,NativeOutputError:typed patch is not the authorized minimum transition,False,,False,False,,False,False,0,,,True,True,True,False,True
fault,O06,continuity_valid,cope_generic,omission,omit acknowledgement while an action remains validly executing,True,False,,True,True,True,False,NativeOutputError:candidate post-state is not event-bound canonical state,True,False,1,version_evidence,version_evidence:state_version_not_advanced_once;version_evidence:evidence_not_bound_to_event,True,True,True,False,True
fault,O06,continuity_valid,compact_tx,omission,omit acknowledgement while an action remains validly executing,True,False,,True,True,True,False,NativeOutputError:candidate post-state is not event-bound canonical state,True,False,1,version_evidence,version_evidence:state_version_not_advanced_once;version_evidence:evidence_not_bound_to_event,True,True,True,False,True
fault,O06,continuity_valid,fsr_pc,omission,omit acknowledgement while an action remains validly executing,True,False,,True,True,True,False,NativeOutputError:candidate post-state is not event-bound canonical state,True,False,1,version_evidence,version_evidence:state_version_not_advanced_once;version_evidence:evidence_not_bound_to_event,True,True,True,False,True
