case_id,family,state_size,arm,call_order_position,provider_status,provider_error,parser_valid,semantic_correct,input_hash,common_input_bytes_sha256,normalized_request_sha256,fairness_pass,response_sha256,prompt_tokens,completion_tokens,proposal_bytes,latency_seconds,retry_count,parse_or_validation_error,model,reasoning_effort,temperature,seed,max_completion_tokens,timeout_seconds,retry_budget,repair_budget,fallback_used,oracle_substitution,transaction_metadata_model_generated
SCE-S04-03,scale_04_conjunctive_dependency_block,4,cope_semantic,3,ok,,True,True,b66d62e8f01b2cdd9039f7008c4e332b0ae342024b5205d20ab5f8293981fc59,02d38074fd70ef272e399920935329503e0490560fa5d4125c378fce5413b3f2,5b8f7cd23399187fea40f77eb07d7e5cc11996a84c1cffa258219a6678e7cd4e,True,aeabf6779e23a2afd344a03e97112b13c2f0c4ac2e60538ed4a29d4772662667,1153,188,363,1.594433,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-03,scale_04_conjunctive_dependency_block,4,neutral_typed,4,ok,,True,True,b66d62e8f01b2cdd9039f7008c4e332b0ae342024b5205d20ab5f8293981fc59,02d38074fd70ef272e399920935329503e0490560fa5d4125c378fce5413b3f2,5b8f7cd23399187fea40f77eb07d7e5cc11996a84c1cffa258219a6678e7cd4e,True,b2139f6c2630a988fcd9240de864b35a49a26cd2bc1e9bac578bd0db3b143e60,1238,186,322,1.568066,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-04,scale_04_disjunctive_dependency_survival,4,fsr_semantic,1,ok,,True,True,37c8637076def19dae41e062ee243ebd8de8dbf2a42f0eef0cd9cfec8ff70722,7ecabbcb4cf614934d3b0c20d88f887ed2ec3be375fcf8c5891098a0342bc1ff,36b2082449c0de39e4eba18cd5556ced5d24d36188c5810e467b453af2d79528,True,1fd2f7df28449f11d230f46f195b2c8c58baac0af3eb2d9eb76232b26a7cf553,1526,695,1187,3.658190,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-04,scale_04_disjunctive_dependency_survival,4,cope_semantic,2,ok,,True,True,37c8637076def19dae41e062ee243ebd8de8dbf2a42f0eef0cd9cfec8ff70722,7ecabbcb4cf614934d3b0c20d88f887ed2ec3be375fcf8c5891098a0342bc1ff,36b2082449c0de39e4eba18cd5556ced5d24d36188c5810e467b453af2d79528,True,1f31fd3b46670496143ace7d2dd2ec48c5b678b628aed750fa9bd9045e07b407,1132,156,314,1.524286,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-04,scale_04_disjunctive_dependency_survival,4,neutral_typed,3,ok,,True,True,37c8637076def19dae41e062ee243ebd8de8dbf2a42f0eef0cd9cfec8ff70722,7ecabbcb4cf614934d3b0c20d88f887ed2ec3be375fcf8c5891098a0342bc1ff,36b2082449c0de39e4eba18cd5556ced5d24d36188c5810e467b453af2d79528,True,ca9186590cc5bf37ee2f9953866286f310d20391441e33d73fb2fffdb8f5b7c2,1217,154,286,1.543166,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-04,scale_04_disjunctive_dependency_survival,4,compact_semantic,4,ok,,True,True,37c8637076def19dae41e062ee243ebd8de8dbf2a42f0eef0cd9cfec8ff70722,7ecabbcb4cf614934d3b0c20d88f887ed2ec3be375fcf8c5891098a0342bc1ff,36b2082449c0de39e4eba18cd5556ced5d24d36188c5810e467b453af2d79528,True,e8871ecd24d29a30082e049b0fd449287eca3c493388383c845f7ec51249f8c6,948,147,302,1.449225,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-05,scale_04_priority_raise_without_preemption,4,cope_semantic,1,ok,,True,True,3b28809daf30f719a389e62556f7a747224cae0d1414efe63bb09385725b244f,fadf57a900b31399732225398b61227cda9715448b021297c72089d1a400cda9,bbe4721af9645505be8a9e7d3955f4a271871da0564333dedbfd494058ff5d34,True,dc031f3d7f3ca8cede8dea110ece2303becd6622fd0da33e8858f98e88135d5a,1107,117,236,1.550345,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-05,scale_04_priority_raise_without_preemption,4,neutral_typed,2,ok,,True,True,3b28809daf30f719a389e62556f7a747224cae0d1414efe63bb09385725b244f,fadf57a900b31399732225398b61227cda9715448b021297c72089d1a400cda9,bbe4721af9645505be8a9e7d3955f4a271871da0564333dedbfd494058ff5d34,True,a44e61fe9cbf8a79e5842b6a4b031bbd8ba20ab85bf035f312a8aac8df719be9,1192,116,224,1.008124,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-05,scale_04_priority_raise_without_preemption,4,compact_semantic,3,ok,,True,True,3b28809daf30f719a389e62556f7a747224cae0d1414efe63bb09385725b244f,fadf57a900b31399732225398b61227cda9715448b021297c72089d1a400cda9,bbe4721af9645505be8a9e7d3955f4a271871da0564333dedbfd494058ff5d34,True,53b8d2a2f148fe2ce7f90acac6cb1e7d26b404d174eea23adbf3ffb9f399186e,923,109,222,1.262307,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-05,scale_04_priority_raise_without_preemption,4,fsr_semantic,4,ok,,True,True,3b28809daf30f719a389e62556f7a747224cae0d1414efe63bb09385725b244f,fadf57a900b31399732225398b61227cda9715448b021297c72089d1a400cda9,bbe4721af9645505be8a9e7d3955f4a271871da0564333dedbfd494058ff5d34,True,2ec24183993425c34947b0cd50da0db90078e6799ea9a42e56a952b180f1fc50,1501,686,1187,3.841325,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-06,scale_04_priority_raise_with_preemption,4,neutral_typed,1,ok,,True,True,84d03394162f4f7026158415674c1c1ca039814f1bb30cacadced3418dc9720e,18c63f1d75699590a5af026c56e50d2a8671813df68ff0174021fa4fd219aa90,8716051a4a55f3fca86552ff9b6484fa80df57e36107209e0d288fc048b9e02d,True,39551f18112349cc80efd494476386c11612fc23154f69d0f5d9858294c8a76e,1254,202,343,1.492509,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-06,scale_04_priority_raise_with_preemption,4,compact_semantic,2,ok,,True,True,84d03394162f4f7026158415674c1c1ca039814f1bb30cacadced3418dc9720e,18c63f1d75699590a5af026c56e50d2a8671813df68ff0174021fa4fd219aa90,8716051a4a55f3fca86552ff9b6484fa80df57e36107209e0d288fc048b9e02d,True,07326cdfcfc0e9e8ef67015cfdf9e9bb31ca754aaf7f4bc22de867dcdee980bd,985,175,347,1.426042,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-06,scale_04_priority_raise_with_preemption,4,fsr_semantic,3,ok,,True,True,84d03394162f4f7026158415674c1c1ca039814f1bb30cacadced3418dc9720e,18c63f1d75699590a5af026c56e50d2a8671813df68ff0174021fa4fd219aa90,8716051a4a55f3fca86552ff9b6484fa80df57e36107209e0d288fc048b9e02d,True,598e74d5e0e5b6b7405ea0e2ec138a396d74384883c45711308c4629d73ee4f6,1563,686,1186,3.848110,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-06,scale_04_priority_raise_with_preemption,4,cope_semantic,4,ok,,True,True,84d03394162f4f7026158415674c1c1ca039814f1bb30cacadced3418dc9720e,18c63f1d75699590a5af026c56e50d2a8671813df68ff0174021fa4fd219aa90,8716051a4a55f3fca86552ff9b6484fa80df57e36107209e0d288fc048b9e02d,True,e3b5073ea6aa530739eb7606d2ba2a91ffe5916732003708d57f71363a68b7a1,1169,203,379,1.501933,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-07,scale_04_replacement_insert_only,4,compact_semantic,1,ok,,True,True,dbd72895c35b96d334fcd9e7b286601d1aa2e17e026d2c4beb21f47f390d8878,d943e63afb4ee0bc0f2be3bcb3953e5b5db41a2258a138c3568c4bd4d8b49dc9,c0884ff9957759bb5513b39aa4472afc9e610dcd4c12d3350024aa0f86490e6d,True,4089fb50c44ddba9174342ebd5cd2d030477da7d12e2416fe8a641f513c6256d,964,194,374,1.456327,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-07,scale_04_replacement_insert_only,4,fsr_semantic,2,ok,,True,True,dbd72895c35b96d334fcd9e7b286601d1aa2e17e026d2c4beb21f47f390d8878,d943e63afb4ee0bc0f2be3bcb3953e5b5db41a2258a138c3568c4bd4d8b49dc9,c0884ff9957759bb5513b39aa4472afc9e610dcd4c12d3350024aa0f86490e6d,True,665a2d161584f745f68638aceffbe610d1809af4d882f257cacb05bc05ea636d,1542,742,1286,4.166039,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-07,scale_04_replacement_insert_only,4,cope_semantic,3,ok,,True,True,dbd72895c35b96d334fcd9e7b286601d1aa2e17e026d2c4beb21f47f390d8878,d943e63afb4ee0bc0f2be3bcb3953e5b5db41a2258a138c3568c4bd4d8b49dc9,c0884ff9957759bb5513b39aa4472afc9e610dcd4c12d3350024aa0f86490e6d,True,931b544d75063f0ea77d92a29b329631c25adc0f41db193b0ed455c4cee46b9e,1148,185,361,1.271047,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-07,scale_04_replacement_insert_only,4,neutral_typed,4,ok,,True,True,dbd72895c35b96d334fcd9e7b286601d1aa2e17e026d2c4beb21f47f390d8878,d943e63afb4ee0bc0f2be3bcb3953e5b5db41a2258a138c3568c4bd4d8b49dc9,c0884ff9957759bb5513b39aa4472afc9e610dcd4c12d3350024aa0f86490e6d,True,0c611032cbc37d47ff4cf77b295fbc21981840d3be363762913029865e9ec690,1233,184,335,1.470950,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-08,scale_04_replacement_retarget_action,4,fsr_semantic,1,ok,,True,False,f5b99a333ce5dd41eab623721b01acdc4c515a9db9f5ded1bb5cace1e0207de6,79be7d34e1fc4db57de9bc5040f4a00d23ee4cf4af97170f0a35780fc09a05f6,8894e37e08503345148e2eeb8bb0ba5c5556ff58044c82a88df87c27d1c7e1cb,True,ee886d906513c6b2f999741a96ffade069d4334e314b46c9e56c23d27da992e6,1579,758,1289,4.011749,0,SharedEnvelopeError:semantic state differs from oracle,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-08,scale_04_replacement_retarget_action,4,cope_semantic,2,ok,,True,True,f5b99a333ce5dd41eab623721b01acdc4c515a9db9f5ded1bb5cace1e0207de6,79be7d34e1fc4db57de9bc5040f4a00d23ee4cf4af97170f0a35780fc09a05f6,8894e37e08503345148e2eeb8bb0ba5c5556ff58044c82a88df87c27d1c7e1cb,True,b8c4e39e8672a7f56a5008670dc6b7fceb1fabbb4809df2221291c3991c8c70d,1185,232,436,1.863298,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-08,scale_04_replacement_retarget_action,4,neutral_typed,3,ok,,True,True,f5b99a333ce5dd41eab623721b01acdc4c515a9db9f5ded1bb5cace1e0207de6,79be7d34e1fc4db57de9bc5040f4a00d23ee4cf4af97170f0a35780fc09a05f6,8894e37e08503345148e2eeb8bb0ba5c5556ff58044c82a88df87c27d1c7e1cb,True,038aa3fd86921f2f94c8bc8891919e3903618cb1fe3c7481b0fe12b728a4b4fd,1270,231,398,1.797852,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-08,scale_04_replacement_retarget_action,4,compact_semantic,4,ok,,True,True,f5b99a333ce5dd41eab623721b01acdc4c515a9db9f5ded1bb5cace1e0207de6,79be7d34e1fc4db57de9bc5040f4a00d23ee4cf4af97170f0a35780fc09a05f6,8894e37e08503345148e2eeb8bb0ba5c5556ff58044c82a88df87c27d1c7e1cb,True,a68e1e6b6f5435502a6dfac7e0ba3c8016cb330a63adf47dbf7cc6377c60860c,1001,274,506,1.718793,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-09,scale_04_replacement_retarget_progress,4,cope_semantic,1,ok,,True,False,cab7b228ba5b2e706549bcc83b32dcd5d58f055de798fbeb87b1f2e71ef33ce6,c2c0e0354c3dc0ca3227153f47a526ca634982e2e443c9483d743f8adf853ae5,d7cde269aa1cd28b1b70fec07b47339f90716788bf167e0f002c65f950c4779d,True,fb78197a349cde6ad28d06859daad0f2e333ffcb00d808613868ee503c2e5ab6,1189,249,460,1.681561,0,SharedEnvelopeError:semantic state differs from oracle,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-09,scale_04_replacement_retarget_progress,4,neutral_typed,2,ok,,True,False,cab7b228ba5b2e706549bcc83b32dcd5d58f055de798fbeb87b1f2e71ef33ce6,c2c0e0354c3dc0ca3227153f47a526ca634982e2e443c9483d743f8adf853ae5,d7cde269aa1cd28b1b70fec07b47339f90716788bf167e0f002c65f950c4779d,True,6272d5505a2dc8c0075f07b2c4bc45facfc974f96d887b0e307a9d966b4f5064,1274,227,394,1.532513,0,SharedEnvelopeError:semantic state differs from oracle,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-09,scale_04_replacement_retarget_progress,4,compact_semantic,3,ok,,True,False,cab7b228ba5b2e706549bcc83b32dcd5d58f055de798fbeb87b1f2e71ef33ce6,c2c0e0354c3dc0ca3227153f47a526ca634982e2e443c9483d743f8adf853ae5,d7cde269aa1cd28b1b70fec07b47339f90716788bf167e0f002c65f950c4779d,True,871d75c9fc482776ed5f0d7ae38b50b40f7d52bd924804569cd2f5ac48152e3a,1005,254,464,1.654498,0,SharedEnvelopeError:semantic state differs from oracle,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-09,scale_04_replacement_retarget_progress,4,fsr_semantic,4,ok,,True,False,cab7b228ba5b2e706549bcc83b32dcd5d58f055de798fbeb87b1f2e71ef33ce6,c2c0e0354c3dc0ca3227153f47a526ca634982e2e443c9483d743f8adf853ae5,d7cde269aa1cd28b1b70fec07b47339f90716788bf167e0f002c65f950c4779d,True,12c42fcce8bb9623274b6a510ef04c4771a1ab9870f8f0cf81183dc8498d38dd,1583,785,1346,3.945778,0,SharedEnvelopeError:semantic state differs from oracle,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-10,scale_04_temporary_override_insert,4,neutral_typed,1,ok,,True,True,2f1a151681039108f35a57003de66977de3300835da17223057d43a86529124d,1077a8cbcca2c13d72631309ef7a826fc86a8e3dee07582287e0f094fb2205ac,b08e75566a0e65c5fcbbe0b470b4e1abf13c6e57bf09aa06856ecac27a28fe97,True,3f9d141b7f1338810ff3a0bac0a277a8652ba6940e3a4ed9ceff643964a0aee2,1279,256,444,1.680705,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-10,scale_04_temporary_override_insert,4,compact_semantic,2,ok,,True,True,2f1a151681039108f35a57003de66977de3300835da17223057d43a86529124d,1077a8cbcca2c13d72631309ef7a826fc86a8e3dee07582287e0f094fb2205ac,b08e75566a0e65c5fcbbe0b470b4e1abf13c6e57bf09aa06856ecac27a28fe97,True,6500c0957a7ab006a8d525417b556c38a2ccc318fde2fb15862ff4c589445571,1010,276,505,1.736416,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-10,scale_04_temporary_override_insert,4,fsr_semantic,3,ok,,True,True,2f1a151681039108f35a57003de66977de3300835da17223057d43a86529124d,1077a8cbcca2c13d72631309ef7a826fc86a8e3dee07582287e0f094fb2205ac,b08e75566a0e65c5fcbbe0b470b4e1abf13c6e57bf09aa06856ecac27a28fe97,True,7dafca792b3b7f260499a2b6e6ce19bda1ee3bc7feae4b67df584bb9b5850121,1588,795,1374,3.999693,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-10,scale_04_temporary_override_insert,4,cope_semantic,4,ok,,True,True,2f1a151681039108f35a57003de66977de3300835da17223057d43a86529124d,1077a8cbcca2c13d72631309ef7a826fc86a8e3dee07582287e0f094fb2205ac,b08e75566a0e65c5fcbbe0b470b4e1abf13c6e57bf09aa06856ecac27a28fe97,True,f11feab6fa4b2ef1d95330b97b3c60df79b8111dde9ccaa4580a0d9379960d53,1194,256,479,1.930732,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-11,scale_04_temporary_override_with_restore,4,compact_semantic,1,ok,,True,True,10fab6ba9c146b45f9418a66970926a10749ee77e9b4e6b303a9fc75f6a1945c,d2541359c125d27ea6b1eada16d7aa7c7c00999035cff6418e66a941b670a8ba,6f50ac9f81200cd3a12b08fb4b55a42ba93ac4d19d2b6a2cf6bccd5380cb2775,True,7849079fa857599c4ac644c3a950e7d179933bf36086677bc246e672fc501009,1037,348,619,2.222612,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-11,scale_04_temporary_override_with_restore,4,fsr_semantic,2,ok,,True,True,10fab6ba9c146b45f9418a66970926a10749ee77e9b4e6b303a9fc75f6a1945c,d2541359c125d27ea6b1eada16d7aa7c7c00999035cff6418e66a941b670a8ba,6f50ac9f81200cd3a12b08fb4b55a42ba93ac4d19d2b6a2cf6bccd5380cb2775,True,37c0729d206d2b2c6395e144cda5c839265a43159af55979de4b4d6836c72a5c,1615,800,1352,4.892649,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-11,scale_04_temporary_override_with_restore,4,cope_semantic,3,ok,,True,True,10fab6ba9c146b45f9418a66970926a10749ee77e9b4e6b303a9fc75f6a1945c,d2541359c125d27ea6b1eada16d7aa7c7c00999035cff6418e66a941b670a8ba,6f50ac9f81200cd3a12b08fb4b55a42ba93ac4d19d2b6a2cf6bccd5380cb2775,True,c63a7dd6418b57a3aee1e40a87bf48a2d7c39b7847199bed512b5d1d8cf33362,1221,291,531,1.937539,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-11,scale_04_temporary_override_with_restore,4,neutral_typed,4,ok,,True,True,10fab6ba9c146b45f9418a66970926a10749ee77e9b4e6b303a9fc75f6a1945c,d2541359c125d27ea6b1eada16d7aa7c7c00999035cff6418e66a941b670a8ba,6f50ac9f81200cd3a12b08fb4b55a42ba93ac4d19d2b6a2cf6bccd5380cb2775,True,6074f88062a3068aa899b6d348f5a486cd8296bfe6d0a4feb58374f16aad5662,1306,290,482,2.207869,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-12,scale_04_override_release_resume,4,fsr_semantic,1,ok,,True,True,23209de3a4de0832d3f5f54dbb40d005874c5619149556b6e04e3b67f228c6f2,4b2d3505b2ac33706e308f4984af60593c2b34ada589f1dd92cda51eb1cc825d,cf8328073f566bc57873047395a2b9527ca3d5e1a14a85496117a446efa8f73c,True,426312c08b5008829e1fb24c2e3584b79ee01fd77abc0dbaaec32aeb98eef4a7,1562,637,1122,3.768012,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-12,scale_04_override_release_resume,4,cope_semantic,2,ok,,True,True,23209de3a4de0832d3f5f54dbb40d005874c5619149556b6e04e3b67f228c6f2,4b2d3505b2ac33706e308f4984af60593c2b34ada589f1dd92cda51eb1cc825d,cf8328073f566bc57873047395a2b9527ca3d5e1a14a85496117a446efa8f73c,True,0946c37128b0095198219b1376d84a7a254525ad4330b3937e2d15bfd7337196,1168,222,424,1.612286,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-12,scale_04_override_release_resume,4,neutral_typed,3,ok,,True,True,23209de3a4de0832d3f5f54dbb40d005874c5619149556b6e04e3b67f228c6f2,4b2d3505b2ac33706e308f4984af60593c2b34ada589f1dd92cda51eb1cc825d,cf8328073f566bc57873047395a2b9527ca3d5e1a14a85496117a446efa8f73c,True,2f98d43233c0eb28f400e9c5751ebddcd5f861ff2d7b6ccf1087dbe64d0bc0af,1253,220,370,1.613339,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-12,scale_04_override_release_resume,4,compact_semantic,4,ok,,True,True,23209de3a4de0832d3f5f54dbb40d005874c5619149556b6e04e3b67f228c6f2,4b2d3505b2ac33706e308f4984af60593c2b34ada589f1dd92cda51eb1cc825d,cf8328073f566bc57873047395a2b9527ca3d5e1a14a85496117a446efa8f73c,True,b954c27821c60e984df2d8d1dcffbd3c8896c143310173184d7c400de335fb5b,984,209,414,3.269287,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
