task_id,initial_state_id,policy_seed,trace_line,phase,policy_step,environment_control,predicate_name,predicate_kind,predicate_arguments,commitment,current,ever,regression,evidence_admissibility
0,0,101,13,settling,0,6,basket_reachable,object_within_xy_bounds,"[""basket_1"",[-0.35,0.35],[-0.36,0.36]]",False,True,True,False,recorded_milestone_sub_evidence
0,0,101,13,settling,0,6,final_goal_currently_satisfied,final_success,[],False,False,False,False,recorded_milestone_sub_evidence
0,0,101,15,settling,0,7,alphabet_soup_lifted,object_z_at_least,"[""alphabet_soup_1"",0.51]",False,False,False,False,recorded_milestone_sub_evidence
0,0,101,15,settling,0,7,alphabet_soup_in_basket,libero_predicate,"[""in"",""alphabet_soup_1"",""basket_1_contain_region""]",True,False,False,False,recorded_milestone_sub_evidence
0,0,101,15,settling,0,7,tomato_sauce_lifted,object_z_at_least,"[""tomato_sauce_1"",0.53]",False,False,False,False,recorded_milestone_sub_evidence
0,0,101,15,settling,0,7,tomato_sauce_in_basket,libero_predicate,"[""in"",""tomato_sauce_1"",""basket_1_contain_region""]",True,False,False,False,recorded_milestone_sub_evidence
0,0,101,15,settling,0,7,basket_reachable,object_within_xy_bounds,"[""basket_1"",[-0.35,0.35],[-0.36,0.36]]",False,True,True,False,recorded_milestone_sub_evidence
0,0,101,15,settling,0,7,final_goal_currently_satisfied,final_success,[],False,False,False,False,recorded_milestone_sub_evidence
0,0,101,17,settling,0,8,alphabet_soup_lifted,object_z_at_least,"[""alphabet_soup_1"",0.51]",False,False,False,False,recorded_milestone_sub_evidence
0,0,101,17,settling,0,8,alphabet_soup_in_basket,libero_predicate,"[""in"",""alphabet_soup_1"",""basket_1_contain_region""]",True,False,False,False,recorded_milestone_sub_evidence
0,0,101,17,settling,0,8,tomato_sauce_lifted,object_z_at_least,"[""tomato_sauce_1"",0.53]",False,False,False,False,recorded_milestone_sub_evidence
0,0,101,17,settling,0,8,tomato_sauce_in_basket,libero_predicate,"[""in"",""tomato_sauce_1"",""basket_1_contain_region""]",True,False,False,False,recorded_milestone_sub_evidence
0,0,101,17,settling,0,8,basket_reachable,object_within_xy_bounds,"[""basket_1"",[-0.35,0.35],[-0.36,0.36]]",False,True,True,False,recorded_milestone_sub_evidence
0,0,101,17,settling,0,8,final_goal_currently_satisfied,final_success,[],False,False,False,False,recorded_milestone_sub_evidence
0,0,101,19,settling,0,9,alphabet_soup_lifted,object_z_at_least,"[""alphabet_soup_1"",0.51]",False,False,False,False,recorded_milestone_sub_evidence
0,0,101,19,settling,0,9,alphabet_soup_in_basket,libero_predicate,"[""in"",""alphabet_soup_1"",""basket_1_contain_region""]",True,False,False,False,recorded_milestone_sub_evidence
0,0,101,19,settling,0,9,tomato_sauce_lifted,object_z_at_least,"[""tomato_sauce_1"",0.53]",False,False,False,False,recorded_milestone_sub_evidence
0,0,101,19,settling,0,9,tomato_sauce_in_basket,libero_predicate,"[""in"",""tomato_sauce_1"",""basket_1_contain_region""]",True,False,False,False,recorded_milestone_sub_evidence
0,0,101,19,settling,0,9,basket_reachable,object_within_xy_bounds,"[""basket_1"",[-0.35,0.35],[-0.36,0.36]]",False,True,True,False,recorded_milestone_sub_evidence
0,0,101,19,settling,0,9,final_goal_currently_satisfied,final_success,[],False,False,False,False,recorded_milestone_sub_evidence
0,0,101,21,settling,0,10,alphabet_soup_lifted,object_z_at_least,"[""alphabet_soup_1"",0.51]",False,False,False,False,recorded_milestone_sub_evidence
0,0,101,21,settling,0,10,alphabet_soup_in_basket,libero_predicate,"[""in"",""alphabet_soup_1"",""basket_1_contain_region""]",True,False,False,False,recorded_milestone_sub_evidence
0,0,101,21,settling,0,10,tomato_sauce_lifted,object_z_at_least,"[""tomato_sauce_1"",0.53]",False,False,False,False,recorded_milestone_sub_evidence
0,0,101,21,settling,0,10,tomato_sauce_in_basket,libero_predicate,"[""in"",""tomato_sauce_1"",""basket_1_contain_region""]",True,False,False,False,recorded_milestone_sub_evidence
0,0,101,21,settling,0,10,basket_reachable,object_within_xy_bounds,"[""basket_1"",[-0.35,0.35],[-0.36,0.36]]",False,True,True,False,recorded_milestone_sub_evidence
0,0,101,21,settling,0,10,final_goal_currently_satisfied,final_success,[],False,False,False,False,recorded_milestone_sub_evidence
0,0,101,25,policy,1,11,alphabet_soup_lifted,object_z_at_least,"[""alphabet_soup_1"",0.51]",False,False,False,False,recorded_milestone_sub_evidence
0,0,101,25,policy,1,11,alphabet_soup_in_basket,libero_predicate,"[""in"",""alphabet_soup_1"",""basket_1_contain_region""]",True,False,False,False,recorded_milestone_sub_evidence
0,0,101,25,policy,1,11,tomato_sauce_lifted,object_z_at_least,"[""tomato_sauce_1"",0.53]",False,False,False,False,recorded_milestone_sub_evidence
0,0,101,25,policy,1,11,tomato_sauce_in_basket,libero_predicate,"[""in"",""tomato_sauce_1"",""basket_1_contain_region""]",True,False,False,False,recorded_milestone_sub_evidence
0,0,101,25,policy,1,11,basket_reachable,object_within_xy_bounds,"[""basket_1"",[-0.35,0.35],[-0.36,0.36]]",False,True,True,False,recorded_milestone_sub_evidence
0,0,101,25,policy,1,11,final_goal_currently_satisfied,final_success,[],False,False,False,False,recorded_milestone_sub_evidence
0,0,101,29,policy,2,12,alphabet_soup_lifted,object_z_at_least,"[""alphabet_soup_1"",0.51]",False,False,False,False,recorded_milestone_sub_evidence
0,0,101,29,policy,2,12,alphabet_soup_in_basket,libero_predicate,"[""in"",""alphabet_soup_1"",""basket_1_contain_region""]",True,False,False,False,recorded_milestone_sub_evidence
0,0,101,29,policy,2,12,tomato_sauce_lifted,object_z_at_least,"[""tomato_sauce_1"",0.53]",False,False,False,False,recorded_milestone_sub_evidence
0,0,101,29,policy,2,12,tomato_sauce_in_basket,libero_predicate,"[""in"",""tomato_sauce_1"",""basket_1_contain_region""]",True,False,False,False,recorded_milestone_sub_evidence
0,0,101,29,policy,2,12,basket_reachable,object_within_xy_bounds,"[""basket_1"",[-0.35,0.35],[-0.36,0.36]]",False,True,True,False,recorded_milestone_sub_evidence
0,0,101,29,policy,2,12,final_goal_currently_satisfied,final_success,[],False,False,False,False,recorded_milestone_sub_evidence
0,0,101,33,policy,3,13,alphabet_soup_lifted,object_z_at_least,"[""alphabet_soup_1"",0.51]",False,False,False,False,recorded_milestone_sub_evidence
0,0,101,33,policy,3,13,alphabet_soup_in_basket,libero_predicate,"[""in"",""alphabet_soup_1"",""basket_1_contain_region""]",True,False,False,False,recorded_milestone_sub_evidence
0,0,101,33,policy,3,13,tomato_sauce_lifted,object_z_at_least,"[""tomato_sauce_1"",0.53]",False,False,False,False,recorded_milestone_sub_evidence
0,0,101,33,policy,3,13,tomato_sauce_in_basket,libero_predicate,"[""in"",""tomato_sauce_1"",""basket_1_contain_region""]",True,False,False,False,recorded_milestone_sub_evidence
0,0,101,33,policy,3,13,basket_reachable,object_within_xy_bounds,"[""basket_1"",[-0.35,0.35],[-0.36,0.36]]",False,True,True,False,recorded_milestone_sub_evidence
0,0,101,33,policy,3,13,final_goal_currently_satisfied,final_success,[],False,False,False,False,recorded_milestone_sub_evidence
0,0,101,37,policy,4,14,alphabet_soup_lifted,object_z_at_least,"[""alphabet_soup_1"",0.51]",False,False,False,False,recorded_milestone_sub_evidence
0,0,101,37,policy,4,14,alphabet_soup_in_basket,libero_predicate,"[""in"",""alphabet_soup_1"",""basket_1_contain_region""]",True,False,False,False,recorded_milestone_sub_evidence
0,0,101,37,policy,4,14,tomato_sauce_lifted,object_z_at_least,"[""tomato_sauce_1"",0.53]",False,False,False,False,recorded_milestone_sub_evidence
0,0,101,37,policy,4,14,tomato_sauce_in_basket,libero_predicate,"[""in"",""tomato_sauce_1"",""basket_1_contain_region""]",True,False,False,False,recorded_milestone_sub_evidence
0,0,101,37,policy,4,14,basket_reachable,object_within_xy_bounds,"[""basket_1"",[-0.35,0.35],[-0.36,0.36]]",False,True,True,False,recorded_milestone_sub_evidence
0,0,101,37,policy,4,14,final_goal_currently_satisfied,final_success,[],False,False,False,False,recorded_milestone_sub_evidence
0,0,101,41,policy,5,15,alphabet_soup_lifted,object_z_at_least,"[""alphabet_soup_1"",0.51]",False,False,False,False,recorded_milestone_sub_evidence
0,0,101,41,policy,5,15,alphabet_soup_in_basket,libero_predicate,"[""in"",""alphabet_soup_1"",""basket_1_contain_region""]",True,False,False,False,recorded_milestone_sub_evidence
0,0,101,41,policy,5,15,tomato_sauce_lifted,object_z_at_least,"[""tomato_sauce_1"",0.53]",False,False,False,False,recorded_milestone_sub_evidence
0,0,101,41,policy,5,15,tomato_sauce_in_basket,libero_predicate,"[""in"",""tomato_sauce_1"",""basket_1_contain_region""]",True,False,False,False,recorded_milestone_sub_evidence
0,0,101,41,policy,5,15,basket_reachable,object_within_xy_bounds,"[""basket_1"",[-0.35,0.35],[-0.36,0.36]]",False,True,True,False,recorded_milestone_sub_evidence
0,0,101,41,policy,5,15,final_goal_currently_satisfied,final_success,[],False,False,False,False,recorded_milestone_sub_evidence
0,0,101,45,policy,6,16,alphabet_soup_lifted,object_z_at_least,"[""alphabet_soup_1"",0.51]",False,False,False,False,recorded_milestone_sub_evidence
0,0,101,45,policy,6,16,alphabet_soup_in_basket,libero_predicate,"[""in"",""alphabet_soup_1"",""basket_1_contain_region""]",True,False,False,False,recorded_milestone_sub_evidence
0,0,101,45,policy,6,16,tomato_sauce_lifted,object_z_at_least,"[""tomato_sauce_1"",0.53]",False,False,False,False,recorded_milestone_sub_evidence
0,0,101,45,policy,6,16,tomato_sauce_in_basket,libero_predicate,"[""in"",""tomato_sauce_1"",""basket_1_contain_region""]",True,False,False,False,recorded_milestone_sub_evidence
0,0,101,45,policy,6,16,basket_reachable,object_within_xy_bounds,"[""basket_1"",[-0.35,0.35],[-0.36,0.36]]",False,True,True,False,recorded_milestone_sub_evidence
0,0,101,45,policy,6,16,final_goal_currently_satisfied,final_success,[],False,False,False,False,recorded_milestone_sub_evidence
0,0,101,49,policy,7,17,alphabet_soup_lifted,object_z_at_least,"[""alphabet_soup_1"",0.51]",False,False,False,False,recorded_milestone_sub_evidence
0,0,101,49,policy,7,17,alphabet_soup_in_basket,libero_predicate,"[""in"",""alphabet_soup_1"",""basket_1_contain_region""]",True,False,False,False,recorded_milestone_sub_evidence
0,0,101,49,policy,7,17,tomato_sauce_lifted,object_z_at_least,"[""tomato_sauce_1"",0.53]",False,False,False,False,recorded_milestone_sub_evidence
0,0,101,49,policy,7,17,tomato_sauce_in_basket,libero_predicate,"[""in"",""tomato_sauce_1"",""basket_1_contain_region""]",True,False,False,False,recorded_milestone_sub_evidence
0,0,101,49,policy,7,17,basket_reachable,object_within_xy_bounds,"[""basket_1"",[-0.35,0.35],[-0.36,0.36]]",False,True,True,False,recorded_milestone_sub_evidence
0,0,101,49,policy,7,17,final_goal_currently_satisfied,final_success,[],False,False,False,False,recorded_milestone_sub_evidence
0,0,101,53,policy,8,18,alphabet_soup_lifted,object_z_at_least,"[""alphabet_soup_1"",0.51]",False,False,False,False,recorded_milestone_sub_evidence
0,0,101,53,policy,8,18,alphabet_soup_in_basket,libero_predicate,"[""in"",""alphabet_soup_1"",""basket_1_contain_region""]",True,False,False,False,recorded_milestone_sub_evidence
0,0,101,53,policy,8,18,tomato_sauce_lifted,object_z_at_least,"[""tomato_sauce_1"",0.53]",False,False,False,False,recorded_milestone_sub_evidence
0,0,101,53,policy,8,18,tomato_sauce_in_basket,libero_predicate,"[""in"",""tomato_sauce_1"",""basket_1_contain_region""]",True,False,False,False,recorded_milestone_sub_evidence
0,0,101,53,policy,8,18,basket_reachable,object_within_xy_bounds,"[""basket_1"",[-0.35,0.35],[-0.36,0.36]]",False,True,True,False,recorded_milestone_sub_evidence
0,0,101,53,policy,8,18,final_goal_currently_satisfied,final_success,[],False,False,False,False,recorded_milestone_sub_evidence
0,0,101,57,policy,9,19,alphabet_soup_lifted,object_z_at_least,"[""alphabet_soup_1"",0.51]",False,False,False,False,recorded_milestone_sub_evidence
0,0,101,57,policy,9,19,alphabet_soup_in_basket,libero_predicate,"[""in"",""alphabet_soup_1"",""basket_1_contain_region""]",True,False,False,False,recorded_milestone_sub_evidence
0,0,101,57,policy,9,19,tomato_sauce_lifted,object_z_at_least,"[""tomato_sauce_1"",0.53]",False,False,False,False,recorded_milestone_sub_evidence
0,0,101,57,policy,9,19,tomato_sauce_in_basket,libero_predicate,"[""in"",""tomato_sauce_1"",""basket_1_contain_region""]",True,False,False,False,recorded_milestone_sub_evidence
0,0,101,57,policy,9,19,basket_reachable,object_within_xy_bounds,"[""basket_1"",[-0.35,0.35],[-0.36,0.36]]",False,True,True,False,recorded_milestone_sub_evidence
0,0,101,57,policy,9,19,final_goal_currently_satisfied,final_success,[],False,False,False,False,recorded_milestone_sub_evidence
0,0,101,61,policy,10,20,alphabet_soup_lifted,object_z_at_least,"[""alphabet_soup_1"",0.51]",False,False,False,False,recorded_milestone_sub_evidence
0,0,101,61,policy,10,20,alphabet_soup_in_basket,libero_predicate,"[""in"",""alphabet_soup_1"",""basket_1_contain_region""]",True,False,False,False,recorded_milestone_sub_evidence
0,0,101,61,policy,10,20,tomato_sauce_lifted,object_z_at_least,"[""tomato_sauce_1"",0.53]",False,False,False,False,recorded_milestone_sub_evidence
0,0,101,61,policy,10,20,tomato_sauce_in_basket,libero_predicate,"[""in"",""tomato_sauce_1"",""basket_1_contain_region""]",True,False,False,False,recorded_milestone_sub_evidence
0,0,101,61,policy,10,20,basket_reachable,object_within_xy_bounds,"[""basket_1"",[-0.35,0.35],[-0.36,0.36]]",False,True,True,False,recorded_milestone_sub_evidence
0,0,101,61,policy,10,20,final_goal_currently_satisfied,final_success,[],False,False,False,False,recorded_milestone_sub_evidence
0,0,101,65,policy,11,21,alphabet_soup_lifted,object_z_at_least,"[""alphabet_soup_1"",0.51]",False,False,False,False,recorded_milestone_sub_evidence
0,0,101,65,policy,11,21,alphabet_soup_in_basket,libero_predicate,"[""in"",""alphabet_soup_1"",""basket_1_contain_region""]",True,False,False,False,recorded_milestone_sub_evidence
0,0,101,65,policy,11,21,tomato_sauce_lifted,object_z_at_least,"[""tomato_sauce_1"",0.53]",False,False,False,False,recorded_milestone_sub_evidence
0,0,101,65,policy,11,21,tomato_sauce_in_basket,libero_predicate,"[""in"",""tomato_sauce_1"",""basket_1_contain_region""]",True,False,False,False,recorded_milestone_sub_evidence
0,0,101,65,policy,11,21,basket_reachable,object_within_xy_bounds,"[""basket_1"",[-0.35,0.35],[-0.36,0.36]]",False,True,True,False,recorded_milestone_sub_evidence
0,0,101,65,policy,11,21,final_goal_currently_satisfied,final_success,[],False,False,False,False,recorded_milestone_sub_evidence
0,0,101,69,policy,12,22,alphabet_soup_lifted,object_z_at_least,"[""alphabet_soup_1"",0.51]",False,False,False,False,recorded_milestone_sub_evidence
0,0,101,69,policy,12,22,alphabet_soup_in_basket,libero_predicate,"[""in"",""alphabet_soup_1"",""basket_1_contain_region""]",True,False,False,False,recorded_milestone_sub_evidence
0,0,101,69,policy,12,22,tomato_sauce_lifted,object_z_at_least,"[""tomato_sauce_1"",0.53]",False,False,False,False,recorded_milestone_sub_evidence
0,0,101,69,policy,12,22,tomato_sauce_in_basket,libero_predicate,"[""in"",""tomato_sauce_1"",""basket_1_contain_region""]",True,False,False,False,recorded_milestone_sub_evidence
0,0,101,69,policy,12,22,basket_reachable,object_within_xy_bounds,"[""basket_1"",[-0.35,0.35],[-0.36,0.36]]",False,True,True,False,recorded_milestone_sub_evidence
0,0,101,69,policy,12,22,final_goal_currently_satisfied,final_success,[],False,False,False,False,recorded_milestone_sub_evidence
0,0,101,73,policy,13,23,alphabet_soup_lifted,object_z_at_least,"[""alphabet_soup_1"",0.51]",False,False,False,False,recorded_milestone_sub_evidence
0,0,101,73,policy,13,23,alphabet_soup_in_basket,libero_predicate,"[""in"",""alphabet_soup_1"",""basket_1_contain_region""]",True,False,False,False,recorded_milestone_sub_evidence
0,0,101,73,policy,13,23,tomato_sauce_lifted,object_z_at_least,"[""tomato_sauce_1"",0.53]",False,False,False,False,recorded_milestone_sub_evidence
0,0,101,73,policy,13,23,tomato_sauce_in_basket,libero_predicate,"[""in"",""tomato_sauce_1"",""basket_1_contain_region""]",True,False,False,False,recorded_milestone_sub_evidence
0,0,101,73,policy,13,23,basket_reachable,object_within_xy_bounds,"[""basket_1"",[-0.35,0.35],[-0.36,0.36]]",False,True,True,False,recorded_milestone_sub_evidence
0,0,101,73,policy,13,23,final_goal_currently_satisfied,final_success,[],False,False,False,False,recorded_milestone_sub_evidence
0,0,101,77,policy,14,24,alphabet_soup_lifted,object_z_at_least,"[""alphabet_soup_1"",0.51]",False,False,False,False,recorded_milestone_sub_evidence
0,0,101,77,policy,14,24,alphabet_soup_in_basket,libero_predicate,"[""in"",""alphabet_soup_1"",""basket_1_contain_region""]",True,False,False,False,recorded_milestone_sub_evidence
0,0,101,77,policy,14,24,tomato_sauce_lifted,object_z_at_least,"[""tomato_sauce_1"",0.53]",False,False,False,False,recorded_milestone_sub_evidence
0,0,101,77,policy,14,24,tomato_sauce_in_basket,libero_predicate,"[""in"",""tomato_sauce_1"",""basket_1_contain_region""]",True,False,False,False,recorded_milestone_sub_evidence
0,0,101,77,policy,14,24,basket_reachable,object_within_xy_bounds,"[""basket_1"",[-0.35,0.35],[-0.36,0.36]]",False,True,True,False,recorded_milestone_sub_evidence
0,0,101,77,policy,14,24,final_goal_currently_satisfied,final_success,[],False,False,False,False,recorded_milestone_sub_evidence
0,0,101,81,policy,15,25,alphabet_soup_lifted,object_z_at_least,"[""alphabet_soup_1"",0.51]",False,False,False,False,recorded_milestone_sub_evidence
0,0,101,81,policy,15,25,alphabet_soup_in_basket,libero_predicate,"[""in"",""alphabet_soup_1"",""basket_1_contain_region""]",True,False,False,False,recorded_milestone_sub_evidence
0,0,101,81,policy,15,25,tomato_sauce_lifted,object_z_at_least,"[""tomato_sauce_1"",0.53]",False,False,False,False,recorded_milestone_sub_evidence
0,0,101,81,policy,15,25,tomato_sauce_in_basket,libero_predicate,"[""in"",""tomato_sauce_1"",""basket_1_contain_region""]",True,False,False,False,recorded_milestone_sub_evidence
0,0,101,81,policy,15,25,basket_reachable,object_within_xy_bounds,"[""basket_1"",[-0.35,0.35],[-0.36,0.36]]",False,True,True,False,recorded_milestone_sub_evidence
0,0,101,81,policy,15,25,final_goal_currently_satisfied,final_success,[],False,False,False,False,recorded_milestone_sub_evidence
0,0,101,85,policy,16,26,alphabet_soup_lifted,object_z_at_least,"[""alphabet_soup_1"",0.51]",False,False,False,False,recorded_milestone_sub_evidence
0,0,101,85,policy,16,26,alphabet_soup_in_basket,libero_predicate,"[""in"",""alphabet_soup_1"",""basket_1_contain_region""]",True,False,False,False,recorded_milestone_sub_evidence
0,0,101,85,policy,16,26,tomato_sauce_lifted,object_z_at_least,"[""tomato_sauce_1"",0.53]",False,False,False,False,recorded_milestone_sub_evidence
0,0,101,85,policy,16,26,tomato_sauce_in_basket,libero_predicate,"[""in"",""tomato_sauce_1"",""basket_1_contain_region""]",True,False,False,False,recorded_milestone_sub_evidence
0,0,101,85,policy,16,26,basket_reachable,object_within_xy_bounds,"[""basket_1"",[-0.35,0.35],[-0.36,0.36]]",False,True,True,False,recorded_milestone_sub_evidence
0,0,101,85,policy,16,26,final_goal_currently_satisfied,final_success,[],False,False,False,False,recorded_milestone_sub_evidence
0,0,101,89,policy,17,27,alphabet_soup_lifted,object_z_at_least,"[""alphabet_soup_1"",0.51]",False,False,False,False,recorded_milestone_sub_evidence
0,0,101,89,policy,17,27,alphabet_soup_in_basket,libero_predicate,"[""in"",""alphabet_soup_1"",""basket_1_contain_region""]",True,False,False,False,recorded_milestone_sub_evidence
0,0,101,89,policy,17,27,tomato_sauce_lifted,object_z_at_least,"[""tomato_sauce_1"",0.53]",False,False,False,False,recorded_milestone_sub_evidence
0,0,101,89,policy,17,27,tomato_sauce_in_basket,libero_predicate,"[""in"",""tomato_sauce_1"",""basket_1_contain_region""]",True,False,False,False,recorded_milestone_sub_evidence
0,0,101,89,policy,17,27,basket_reachable,object_within_xy_bounds,"[""basket_1"",[-0.35,0.35],[-0.36,0.36]]",False,True,True,False,recorded_milestone_sub_evidence
0,0,101,89,policy,17,27,final_goal_currently_satisfied,final_success,[],False,False,False,False,recorded_milestone_sub_evidence
0,0,101,93,policy,18,28,alphabet_soup_lifted,object_z_at_least,"[""alphabet_soup_1"",0.51]",False,False,False,False,recorded_milestone_sub_evidence
0,0,101,93,policy,18,28,alphabet_soup_in_basket,libero_predicate,"[""in"",""alphabet_soup_1"",""basket_1_contain_region""]",True,False,False,False,recorded_milestone_sub_evidence
0,0,101,93,policy,18,28,tomato_sauce_lifted,object_z_at_least,"[""tomato_sauce_1"",0.53]",False,False,False,False,recorded_milestone_sub_evidence
0,0,101,93,policy,18,28,tomato_sauce_in_basket,libero_predicate,"[""in"",""tomato_sauce_1"",""basket_1_contain_region""]",True,False,False,False,recorded_milestone_sub_evidence
0,0,101,93,policy,18,28,basket_reachable,object_within_xy_bounds,"[""basket_1"",[-0.35,0.35],[-0.36,0.36]]",False,True,True,False,recorded_milestone_sub_evidence
0,0,101,93,policy,18,28,final_goal_currently_satisfied,final_success,[],False,False,False,False,recorded_milestone_sub_evidence
