task_id,initial_state_id,policy_seed,success,status,raw_policy_id,provider_id,policy_model_id,freeze_policy_id_matches_provider,policy_steps,settling_controls,environment_controls,inference_seconds,terminal_goal_current,terminal_goal_ever,initial_state_sha256,terminal_sha256,trace_sha256,raw_policy_action_sequence_sha256,environment_policy_action_sequence_sha256,evidence_ref_original,integrity_status
1,0,101,True,completed,openvla-7b-finetuned-libero-10,openvla_native,openvla-7b-finetuned-libero-10,False,250,10,260,132.22675052657723,True,True,5abdf8f466f490901dee9f931b32eb181b2928eaa17bb6379742f988581d564a,4f6dd9b60b2663e061a14c20ef73ce47fc196b55948fe7aef5259d2f8d68272f,a6264bf00fd0326adfab7009fc3926c5d1410074dca7261c89b5e871ceed9295,214a057bf90eb16970e058be8dc31f2a60c622589897dea53225f333c2e4837b,a7cc1a4f0f99d69bf68268830c01588e04a95f0e9cf124a8c3ee165f91503265,/home/lijingsu/vla/outputs/repeated_v2_readiness_20260906/clean_calibration_01/task_1_state_0_seed_101/TERMINAL.txt,PASS
1,0,131,True,completed,openvla-7b-finetuned-libero-10,openvla_native,openvla-7b-finetuned-libero-10,False,250,10,260,133.8400353230536,True,True,5abdf8f466f490901dee9f931b32eb181b2928eaa17bb6379742f988581d564a,c55c177481b1c859ca2322a24910bfd899a1437cd19692250d98d05c4e197f4d,7d81bd25d43f37ac258096083c0f460af9bd1504724ed19fbe88d16f41c7e00f,214a057bf90eb16970e058be8dc31f2a60c622589897dea53225f333c2e4837b,a7cc1a4f0f99d69bf68268830c01588e04a95f0e9cf124a8c3ee165f91503265,/home/lijingsu/vla/outputs/repeated_v2_readiness_20260906/clean_calibration_01/task_1_state_0_seed_131/TERMINAL.txt,PASS
1,1,101,False,timeout,openvla-7b-finetuned-libero-10,openvla_native,openvla-7b-finetuned-libero-10,False,260,10,270,138.23762232996523,False,False,cd3e7f86ef217ee7b7d26cc505b3f56ea8f49664ef10f6749270dfcd39dd17a6,d005ac8e3d2fd36f3b321349782ca40eb359f330614b9b96c30a5ff2e89ec4a4,29b5b7e5be09681e54af6f1c44dedf0e153208e5e53ddf54ac7b918b388ec61d,87fe378d585da5843c72a228ee0c67aa5ac1f736bb413532b8b0fa6c832e6719,fb145df865673b8ecf9f967c1b02949c04dfd5d222c808c4975f0e275388fdc5,/home/lijingsu/vla/outputs/repeated_v2_readiness_20260906/clean_calibration_01/task_1_state_1_seed_101/TERMINAL.txt,PASS
1,1,131,False,timeout,openvla-7b-finetuned-libero-10,openvla_native,openvla-7b-finetuned-libero-10,False,260,10,270,144.32061914913356,False,False,cd3e7f86ef217ee7b7d26cc505b3f56ea8f49664ef10f6749270dfcd39dd17a6,e8751be63f2482a3772e2dded01c3a3f68a65cf3715a2e69efb3c85fbdb5c779,45842f226d6e3e2aa250237c4191ee01fc30db9a9cc176d53569514e8e555700,87fe378d585da5843c72a228ee0c67aa5ac1f736bb413532b8b0fa6c832e6719,fb145df865673b8ecf9f967c1b02949c04dfd5d222c808c4975f0e275388fdc5,/home/lijingsu/vla/outputs/repeated_v2_readiness_20260906/clean_calibration_01/task_1_state_1_seed_131/TERMINAL.txt,PASS
1,2,101,False,timeout,openvla-7b-finetuned-libero-10,openvla_native,openvla-7b-finetuned-libero-10,False,260,10,270,150.5956059768796,False,False,ab6bf2ca98e96f1692d8ec7a5b7ec25eee1ea61c57d45c2816ac3dcc938ea3ee,1cf13a5bdaf05df5acd5064cba5292e2c50066954bd3a50821a729564647a2ac,f3605ac352e373eea71e81cb88f19466c0673ef9760594b425edc69816974f31,89e4ba226fbdb186c6575b9428a3cab6455b670742eb73257affb349d0a89ce4,15e54048f184cb3636a3768e0fd61931b41d1b008e8e246f078db12af7adfcdc,/home/lijingsu/vla/outputs/repeated_v2_readiness_20260906/clean_calibration_01/task_1_state_2_seed_101/TERMINAL.txt,PASS
1,2,131,False,timeout,openvla-7b-finetuned-libero-10,openvla_native,openvla-7b-finetuned-libero-10,False,260,10,270,144.43440711684525,False,False,ab6bf2ca98e96f1692d8ec7a5b7ec25eee1ea61c57d45c2816ac3dcc938ea3ee,361a50c2afdefe829d1095ffb3fd7b9e6e9b3454e53cab6a6da119f333ba81a3,9e55426e8cec4721fed8a3adb0c359ca9903a534c032acd5e199a540a5680adc,89e4ba226fbdb186c6575b9428a3cab6455b670742eb73257affb349d0a89ce4,15e54048f184cb3636a3768e0fd61931b41d1b008e8e246f078db12af7adfcdc,/home/lijingsu/vla/outputs/repeated_v2_readiness_20260906/clean_calibration_01/task_1_state_2_seed_131/TERMINAL.txt,PASS
1,3,101,False,timeout,openvla-7b-finetuned-libero-10,openvla_native,openvla-7b-finetuned-libero-10,False,260,10,270,147.74171289429069,False,False,3e0d23df2cf22ae6e897e15a1739d5bf25474b4e33196644890b8485f0e880f5,58ad809cd9e940cdb986d37594dc37092dcf93a982617774c579df125db23a8c,9193853978366fb374596ef049f03ae81585d4a64f3b5d10646c9eab0c91dedf,0d7eaaaa2f83c4f26d782bbbc5d4d8f74959bf4218b1a3cf16b28cbf3af81944,bf67ca6866184ea918f2d2d60cc464f67aa3506a3ff27d4cc8d7135702a9193f,/home/lijingsu/vla/outputs/repeated_v2_readiness_20260906/clean_calibration_01/task_1_state_3_seed_101/TERMINAL.txt,PASS
1,3,131,False,timeout,openvla-7b-finetuned-libero-10,openvla_native,openvla-7b-finetuned-libero-10,False,260,10,270,145.82345400378108,False,False,3e0d23df2cf22ae6e897e15a1739d5bf25474b4e33196644890b8485f0e880f5,cf3a8e2544cd6cf2df9f9d8d449b6548bffdbd20da233c0bdb21cf9a4e43110d,4022d9fd0e1dab135b5b093cf0d9aee466a0599a89a59daea28bb619d66c112b,0d7eaaaa2f83c4f26d782bbbc5d4d8f74959bf4218b1a3cf16b28cbf3af81944,bf67ca6866184ea918f2d2d60cc464f67aa3506a3ff27d4cc8d7135702a9193f,/home/lijingsu/vla/outputs/repeated_v2_readiness_20260906/clean_calibration_01/task_1_state_3_seed_131/TERMINAL.txt,PASS
1,4,101,True,completed,openvla-7b-finetuned-libero-10,openvla_native,openvla-7b-finetuned-libero-10,False,242,10,252,143.0289666429162,True,True,d2cecde6c34039556fadf729cf7eb15d628b42094f6f0c092d9969c9cf659856,4b588a882cfff14fbb524caf51015d882fe23a0d3f1c967fd13af8e90200f391,f76fde6daefd8d6208d012ee04810c6dc3a6850f6a269e81e9834c5c64508f7b,2062b565eb1e39a1028740b64ac03296c9dab1905eac603443980f0cd97efc4b,6d573a9a7aa2bd47bd1a012bf985f23c2bc701e7dc89d4e78527e0b14134c0c7,/home/lijingsu/vla/outputs/repeated_v2_readiness_20260906/clean_calibration_01/task_1_state_4_seed_101/TERMINAL.txt,PASS
1,4,131,True,completed,openvla-7b-finetuned-libero-10,openvla_native,openvla-7b-finetuned-libero-10,False,242,10,252,142.28596652299166,True,True,d2cecde6c34039556fadf729cf7eb15d628b42094f6f0c092d9969c9cf659856,073be44ac230bdd0e6508fcbf05f5bb1844c191b322b856c6076471b896dcd4e,2491f6423fe75887c4de051abca06246107dcaefd1eb2bece63625b47ff726e1,2062b565eb1e39a1028740b64ac03296c9dab1905eac603443980f0cd97efc4b,6d573a9a7aa2bd47bd1a012bf985f23c2bc701e7dc89d4e78527e0b14134c0c7,/home/lijingsu/vla/outputs/repeated_v2_readiness_20260906/clean_calibration_01/task_1_state_4_seed_131/TERMINAL.txt,PASS
4,0,101,True,completed,openvla-7b-finetuned-libero-10,openvla_native,openvla-7b-finetuned-libero-10,False,230,10,240,134.85666189342737,True,True,4365b3c5a82da7f8818c11ef5fd494c4890c17c4c3e27948dc290a9ac2f08131,de7144d4aa665af600420f875800a6a31846be0314e975402ec5df6c40adb142,93bdfd0b69a46f3fbef44de64b1e81d5750580ec80dba20b6a906a27ae522e39,c7bcd1d1afb9d097f855712c0284d0bd9e14093b590a2f55cdb362c214fe5ea7,b301fe19876cbe7f074954c72f9fd3b10ca19d6726a18bba1e0ac5a2f632a69d,/home/lijingsu/vla/outputs/repeated_v2_readiness_20260906/clean_calibration_01/task_4_state_0_seed_101/TERMINAL.txt,PASS
4,0,131,True,completed,openvla-7b-finetuned-libero-10,openvla_native,openvla-7b-finetuned-libero-10,False,230,10,240,135.28040684200823,True,True,4365b3c5a82da7f8818c11ef5fd494c4890c17c4c3e27948dc290a9ac2f08131,a31a4ec645b937a7731dcc1421eb136e3079b764e1798f649e5751a9e2d3bb5b,fc330c40578428cb94902a347e35302f3e5a1f1b86376af1e0435b649a41f2d7,c7bcd1d1afb9d097f855712c0284d0bd9e14093b590a2f55cdb362c214fe5ea7,b301fe19876cbe7f074954c72f9fd3b10ca19d6726a18bba1e0ac5a2f632a69d,/home/lijingsu/vla/outputs/repeated_v2_readiness_20260906/clean_calibration_01/task_4_state_0_seed_131/TERMINAL.txt,PASS
4,1,101,False,timeout,openvla-7b-finetuned-libero-10,openvla_native,openvla-7b-finetuned-libero-10,False,260,10,270,152.3398463446647,False,False,b55dd89278457f3c00d7b4d871dc8d64e84534e5a119dd35a53e5a152c831d6a,bfe0d49e503d2a0e834dcca203847a3f3b6884bb3b77fdc75874473a46b97b95,dacf715e7104478904bca036b4ba209b37d1b7eb5820479462d4fe2ce936341c,3eacec9a859ff825b1734bd0518c760d151668bc9ea36d9b7ff947bff1cc263a,69c00a30da55698c82c88136d0439aa28609411e4a5a46d8ee57538dc1e01026,/home/lijingsu/vla/outputs/repeated_v2_readiness_20260906/clean_calibration_01/task_4_state_1_seed_101/TERMINAL.txt,PASS
4,1,131,False,timeout,openvla-7b-finetuned-libero-10,openvla_native,openvla-7b-finetuned-libero-10,False,260,10,270,151.93082270212471,False,False,b55dd89278457f3c00d7b4d871dc8d64e84534e5a119dd35a53e5a152c831d6a,54923e7e8dd920b42850939fb006a9d3e0eada5531f9a78848b3cfdf48912197,c805aae9b6ce492de09f2de9c5603f501bca5dfbf582e413b3957d4724d2228d,3eacec9a859ff825b1734bd0518c760d151668bc9ea36d9b7ff947bff1cc263a,69c00a30da55698c82c88136d0439aa28609411e4a5a46d8ee57538dc1e01026,/home/lijingsu/vla/outputs/repeated_v2_readiness_20260906/clean_calibration_01/task_4_state_1_seed_131/TERMINAL.txt,PASS
4,2,101,True,completed,openvla-7b-finetuned-libero-10,openvla_native,openvla-7b-finetuned-libero-10,False,208,10,218,122.07985853217542,True,True,1d2fdd615bb32a097ad2781dd5e9203104555e54521dd9bce6eacbb5bf718e33,525c7c6d6e2b290e6304df83bae61e77db45017317c0fc2770c7d6b13c7a4aaf,b56666dea903321c5bf18b733defce0cbd1e22f9bd4dfe7650f87fe6bd93fc0e,23759199b8b07f0b9064f6c83415a2ec4a5574f063d76e759d89e7d9b0806c4a,39f492320b1a8ba021f395631126b34456cd43452edd2e5f5d3031465f5630d6,/home/lijingsu/vla/outputs/repeated_v2_readiness_20260906/clean_calibration_01/task_4_state_2_seed_101/TERMINAL.txt,PASS
4,2,131,True,completed,openvla-7b-finetuned-libero-10,openvla_native,openvla-7b-finetuned-libero-10,False,208,10,218,122.58999642170966,True,True,1d2fdd615bb32a097ad2781dd5e9203104555e54521dd9bce6eacbb5bf718e33,428318e683f8ea5d4b6e97ba0a5d8756ef368c8de5e603e5d5c123d5469e00b0,53b6c82523f621e4ce0d551e72e90d04b6db00402ec244c8a859b2e4aae7c6b1,23759199b8b07f0b9064f6c83415a2ec4a5574f063d76e759d89e7d9b0806c4a,39f492320b1a8ba021f395631126b34456cd43452edd2e5f5d3031465f5630d6,/home/lijingsu/vla/outputs/repeated_v2_readiness_20260906/clean_calibration_01/task_4_state_2_seed_131/TERMINAL.txt,PASS
4,3,101,False,timeout,openvla-7b-finetuned-libero-10,openvla_native,openvla-7b-finetuned-libero-10,False,260,10,270,152.6684163529426,False,False,79a2ec18a6067d027a62de697a1931bf818dffc4dd7572c39c4426e122bd35d0,a0f2a72e74e10676706ba18db7c4d27359ed7e18040d15debda967b9a581fb1d,d14395c7123c6dcc886d4ffd46b4936fd6ef9fc2912e2051fff3faa3a3acc489,e46f082467c42b91ee8ac13de8a3853129b79408c0c28f5f244b8f2a85ff5f9c,120d147b5815a3c7a2c8904a2a2bed505f8f442669417215565bf9ccc8a43d00,/home/lijingsu/vla/outputs/repeated_v2_readiness_20260906/clean_calibration_01/task_4_state_3_seed_101/TERMINAL.txt,PASS
4,3,131,False,timeout,openvla-7b-finetuned-libero-10,openvla_native,openvla-7b-finetuned-libero-10,False,260,10,270,152.17929705232382,False,False,79a2ec18a6067d027a62de697a1931bf818dffc4dd7572c39c4426e122bd35d0,7b170cf062b7918744e588c4a6e9cb1b2ac6aee44ff0949081c249efb21143d5,2c3d968a90adf7218d9cc4972f19126fd83f08d386fa547d575748db56d24d63,e46f082467c42b91ee8ac13de8a3853129b79408c0c28f5f244b8f2a85ff5f9c,120d147b5815a3c7a2c8904a2a2bed505f8f442669417215565bf9ccc8a43d00,/home/lijingsu/vla/outputs/repeated_v2_readiness_20260906/clean_calibration_01/task_4_state_3_seed_131/TERMINAL.txt,PASS
4,4,101,False,timeout,openvla-7b-finetuned-libero-10,openvla_native,openvla-7b-finetuned-libero-10,False,260,10,270,153.47938090749085,False,False,4da1e19512111404fa9dc3c87088cf26dce60996e1e9cf5b43ca04c73465a4e6,98f53d082af87e4041408b00d16a808055ecb5ee462bfe226de9a654ce9663bd,100b4186310b87d46e9142b6b788f66ccada9b1a7c825f0722ad8d09fbdfacda,1f2256575023eceabbd4729cfc547cf77bc9a51bfd138b28f46b83db93a3f035,df6bb5ecb4146efa47a179a7c0aa9ad0d1d0dc2d30eb5e45518869bdf7d20c09,/home/lijingsu/vla/outputs/repeated_v2_readiness_20260906/clean_calibration_01/task_4_state_4_seed_101/TERMINAL.txt,PASS
4,4,131,False,timeout,openvla-7b-finetuned-libero-10,openvla_native,openvla-7b-finetuned-libero-10,False,260,10,270,152.71121663227677,False,False,4da1e19512111404fa9dc3c87088cf26dce60996e1e9cf5b43ca04c73465a4e6,4229332f6bf77aa2d83895f7da3ef44ab5c7b6f6d678659ac3d7fc31b5c4eba4,d0ec781a2c5b243f7a24c134bbb7379a914c363e45470c4f9bbf3e6dd52d8a5c,1f2256575023eceabbd4729cfc547cf77bc9a51bfd138b28f46b83db93a3f035,df6bb5ecb4146efa47a179a7c0aa9ad0d1d0dc2d30eb5e45518869bdf7d20c09,/home/lijingsu/vla/outputs/repeated_v2_readiness_20260906/clean_calibration_01/task_4_state_4_seed_131/TERMINAL.txt,PASS
8,0,101,False,timeout,openvla-7b-finetuned-libero-10,openvla_native,openvla-7b-finetuned-libero-10,False,260,10,270,151.61614488996565,False,False,61a34575b44313156895ce73996cf18dd243c396572fd0e1cd476e0e9fbe70af,c5249c63535ed99850bcfb33028724e6fa33f11a5f3b29ce1e7ff986b78e81ae,d3f9f4982de411f0eb4b9ce790ea192755d50e878fa375135e6cd29483f2b4a2,000341e09789cc04f59869a44b42ab38a5c55e464a5e3e7dbed4c42542347080,825968bf90c736d40f5915e21fbf64fe2792980cf7a470073d39c9c3caa38ca3,/home/lijingsu/vla/outputs/repeated_v2_readiness_20260906/clean_calibration_01/task_8_state_0_seed_101/TERMINAL.txt,PASS
8,0,131,False,timeout,openvla-7b-finetuned-libero-10,openvla_native,openvla-7b-finetuned-libero-10,False,260,10,270,152.46292101219296,False,False,61a34575b44313156895ce73996cf18dd243c396572fd0e1cd476e0e9fbe70af,50f2a9f6879f858adc00c99f2d7263b9a8878e4f5afaa5d1ed3534495d61686c,db3949b56487ee7c769c655f03d371e5a37f49f2ab1e722ed2c3aa15ff466b06,000341e09789cc04f59869a44b42ab38a5c55e464a5e3e7dbed4c42542347080,825968bf90c736d40f5915e21fbf64fe2792980cf7a470073d39c9c3caa38ca3,/home/lijingsu/vla/outputs/repeated_v2_readiness_20260906/clean_calibration_01/task_8_state_0_seed_131/TERMINAL.txt,PASS
8,1,101,False,timeout,openvla-7b-finetuned-libero-10,openvla_native,openvla-7b-finetuned-libero-10,False,260,10,270,153.15137815475464,False,False,cf1b859b0688c3c3ea64fba0ab5bd29b88ff7f28dc5893df4cb7564ac4db8cce,44b4830023f4eca59d24fa2ec18fa11acc3adb5f10fa547c7324058f65f5c01f,1884c0fb26392c58f6bcce1646b00d9aa17ea65b6db53e9cdba847b363ef11f4,48887629f1e5117e1c81fe29a43080d9da2ee97a1ecdebd8152ec8a1b5cd8947,622836978e31017665d3267c81fecf5b9dae6889f6b6bcae71eb6a2d993aa9d4,/home/lijingsu/vla/outputs/repeated_v2_readiness_20260906/clean_calibration_01/task_8_state_1_seed_101/TERMINAL.txt,PASS
8,1,131,False,timeout,openvla-7b-finetuned-libero-10,openvla_native,openvla-7b-finetuned-libero-10,False,260,10,270,153.05045475438237,False,False,cf1b859b0688c3c3ea64fba0ab5bd29b88ff7f28dc5893df4cb7564ac4db8cce,ed86776b4620caf1117188fd98d3f8c5ce5f3ef0611549c8dadf06839f9812f7,9dd0239ee6cdb94707b7c7d9d7684d30a0fb9826115c3bd0ab7216dc0da36626,48887629f1e5117e1c81fe29a43080d9da2ee97a1ecdebd8152ec8a1b5cd8947,622836978e31017665d3267c81fecf5b9dae6889f6b6bcae71eb6a2d993aa9d4,/home/lijingsu/vla/outputs/repeated_v2_readiness_20260906/clean_calibration_01/task_8_state_1_seed_131/TERMINAL.txt,PASS
8,2,101,False,timeout,openvla-7b-finetuned-libero-10,openvla_native,openvla-7b-finetuned-libero-10,False,260,10,270,151.51441575028002,False,False,9f3bbe14f940c66de58d1dbecf0b5a2af12b48cbb93deec15c094fe4a9f5323a,ad1b4cd9684a49e7b04fc63d63add4800b3ce0ca4e3926201913ce54bc1bb3c2,a3886137d2ae2c57e95fd1c49899de0fadafc33a9f0dd1ff1bf236b0a97b66b8,63a45c9ccd5457998f6d1d30755e55f9f8e89749f841e9fc0dc0c2ef261ee82f,5e56a8edd8ad0a8262d91a6080cb05c969198a167740128f53bf1edbb825646d,/home/lijingsu/vla/outputs/repeated_v2_readiness_20260906/clean_calibration_01/task_8_state_2_seed_101/TERMINAL.txt,PASS
8,2,131,False,timeout,openvla-7b-finetuned-libero-10,openvla_native,openvla-7b-finetuned-libero-10,False,260,10,270,153.8011441063136,False,False,9f3bbe14f940c66de58d1dbecf0b5a2af12b48cbb93deec15c094fe4a9f5323a,b69ae4d6e56d411dd5c4e253e9c68e33fdc7655feb1e9cf0881d0e9b0b6c1a23,d1e62ddfa400db2f24df1eb1ffa81bd5d69cd41400fa4905ec64300d28ec13d3,63a45c9ccd5457998f6d1d30755e55f9f8e89749f841e9fc0dc0c2ef261ee82f,5e56a8edd8ad0a8262d91a6080cb05c969198a167740128f53bf1edbb825646d,/home/lijingsu/vla/outputs/repeated_v2_readiness_20260906/clean_calibration_01/task_8_state_2_seed_131/TERMINAL.txt,PASS
8,3,101,False,timeout,openvla-7b-finetuned-libero-10,openvla_native,openvla-7b-finetuned-libero-10,False,260,10,270,153.5675203204155,False,False,f53dd32b70bd23ffa2dd5b1e41267ba1c59e88e245857be8b71d5f9b93865763,2841924e74faae33e8f3c5080dfb311ca07a94c420978faf93c8eb318951fa94,b993058dae6dbe3a8ef36ec326461b74e9b9d75805c3ccdda7ee49c6638b4188,9e20d026d758f6b9f18a00dc0b517d0579fc11a173243574807e133a47eec966,af9cad477219eaa98dea25fcd78dea8b1143211a71708d22cfe9edb759e338c2,/home/lijingsu/vla/outputs/repeated_v2_readiness_20260906/clean_calibration_01/task_8_state_3_seed_101/TERMINAL.txt,PASS
8,3,131,False,timeout,openvla-7b-finetuned-libero-10,openvla_native,openvla-7b-finetuned-libero-10,False,260,10,270,152.8570601027459,False,False,f53dd32b70bd23ffa2dd5b1e41267ba1c59e88e245857be8b71d5f9b93865763,fbe49d296c9d3588eab65a6bb0b90a5cf8fc2bf5064d3ee68822bc557805df47,ced45d3d617faf86901543849b5cedfea2d14cb4121a1e0d198830884ff42834,9e20d026d758f6b9f18a00dc0b517d0579fc11a173243574807e133a47eec966,af9cad477219eaa98dea25fcd78dea8b1143211a71708d22cfe9edb759e338c2,/home/lijingsu/vla/outputs/repeated_v2_readiness_20260906/clean_calibration_01/task_8_state_3_seed_131/TERMINAL.txt,PASS
