case_id,state_id,event_type,shared_envelope_pass,shared_envelope_error,shared_transaction_meta_sha256,shared_semantic_state_sha256,shared_event_sha256,transaction_base_version,transaction_pre_state_version,transaction_post_state_version,transaction_evidence_version,transaction_processed_event_id,transaction_processed_payload_sha256,transaction_metadata_model_generated,arm,provider_called,provider_status,provider_error,parser_valid,semantic_valid,semantic_correct,oracle_substitution,fallback_used,fairness_pass,input_hash,settings_sha256,common_input_bytes_sha256,normalized_request_sha256,response_sha256,before_state_sha256,after_state_sha256,receipt_sha256,compiled_directive,prompt_tokens,completion_tokens,proposal_bytes,latency_seconds,retry_count,parse_or_validation_error,predicate_done,predicate_pending,controller_action_count_before,controller_action_count_after,post_interruption_action_delta,simulator_state_before,simulator_state_after,runtime_git_commit,case_manifest_sha256,semantic_config_sha256,controller_config_sha256,model,reasoning_effort,temperature,seed,max_completion_tokens,retry_budget,repair_budget,reserved_states_27_49_consumed,initial_state_sha256,prefix_action_sha256,stability_trace_sha256,warmup_steps,initial_state_indexed
state2_replace,2,replace_pending_goal,True,,62163e6859db90192f0997d9988a71a6c1a22e61c0bd0e95495eb6176f5b7741,1568326cd0f11779077824e454c4c8e5301097090d04d7b2fb1c2c783aaea7be,8a9d19d4547601bd14d4e137a536decea0b3cdc744ab323e47526bc4890038c5,0,0,1,192,semantic-replace-v1:state2_replace,8a9d19d4547601bd14d4e137a536decea0b3cdc744ab323e47526bc4890038c5,False,compact_tx,True,ok,,False,False,False,False,False,True,96f92fc0e679dc3722f25cc40978e413c36f2eb132683fb7f0ef1aa5618e923f,e311585a853502e78c26eedfcad6e6f2566a6c3feacd22047d67808560200587,41d5dca01fb0b38ba7604dabeb1db124a3665ed5014e077ef307280e1173f713,47bd5e38c28421580e7fdb76d3d663188abf7643fb1ab9892114ad1d08fd58a8,662be22dbf5ee6bc5c18301ea0adec4e02fcd2a93197645073dcf114d95acc28,29c27c87261c5b6838482cef10883b215b7d36339ac96b7c3060b5fd5fcf6cb1,,,,18760,402,991,2.985766,0,CompactTransactionError:compact write path is malformed,True,False,192,192,0,71e0265d8a871b32ea162f6686a29caa2c543db3b1397c38d95bd69f7cb64b73,71e0265d8a871b32ea162f6686a29caa2c543db3b1397c38d95bd69f7cb64b73,e5b4af927d40711468698462136fe20b5b44bcce,08cbe306fe996c8edabce45d9cb9a5ab91dc0dabaf20e446846927ba92010059,16e7b990d4adbf7c47424ea0347d49053088248befc974d80aa9c264db1f597b,18b8376dbce15c850a234f9480523f378b55e547fdc2963459914ced417be43d,qwen/qwen3.5-flash-02-23,none,0.0,20260802,4096,0,0,False,ab6bf2ca98e96f1692d8ec7a5b7ec25eee1ea61c57d45c2816ac3dcc938ea3ee,055ab894005b6f1d78179d9dfe302818aba4ce2cb51b1115753153a3c22ab77c,5097797966079d2fde03b5373a06e0e99a64d85135a30d78fa12228dfffb44e7,10,2
state2_replace,2,replace_pending_goal,True,,62163e6859db90192f0997d9988a71a6c1a22e61c0bd0e95495eb6176f5b7741,1568326cd0f11779077824e454c4c8e5301097090d04d7b2fb1c2c783aaea7be,8a9d19d4547601bd14d4e137a536decea0b3cdc744ab323e47526bc4890038c5,0,0,1,192,semantic-replace-v1:state2_replace,8a9d19d4547601bd14d4e137a536decea0b3cdc744ab323e47526bc4890038c5,False,fsr_pc,True,ok,,True,False,False,False,False,True,96f92fc0e679dc3722f25cc40978e413c36f2eb132683fb7f0ef1aa5618e923f,e311585a853502e78c26eedfcad6e6f2566a6c3feacd22047d67808560200587,41d5dca01fb0b38ba7604dabeb1db124a3665ed5014e077ef307280e1173f713,47bd5e38c28421580e7fdb76d3d663188abf7643fb1ab9892114ad1d08fd58a8,383fac0f45e9f02e00aea3c48ccacd6e5d49e3cba3bffd10ba5a9a4a241067de,29c27c87261c5b6838482cef10883b215b7d36339ac96b7c3060b5fd5fcf6cb1,20edc51158bb34f65e007fd0092b5626ee53bb04a5bde11b332e826a2caf4578,,,18727,801,1878,5.018254,0,FullStateValidationError:full state must contain exactly three task commitments,True,False,192,192,0,71e0265d8a871b32ea162f6686a29caa2c543db3b1397c38d95bd69f7cb64b73,71e0265d8a871b32ea162f6686a29caa2c543db3b1397c38d95bd69f7cb64b73,e5b4af927d40711468698462136fe20b5b44bcce,08cbe306fe996c8edabce45d9cb9a5ab91dc0dabaf20e446846927ba92010059,16e7b990d4adbf7c47424ea0347d49053088248befc974d80aa9c264db1f597b,18b8376dbce15c850a234f9480523f378b55e547fdc2963459914ced417be43d,qwen/qwen3.5-flash-02-23,none,0.0,20260802,4096,0,0,False,ab6bf2ca98e96f1692d8ec7a5b7ec25eee1ea61c57d45c2816ac3dcc938ea3ee,055ab894005b6f1d78179d9dfe302818aba4ce2cb51b1115753153a3c22ab77c,5097797966079d2fde03b5373a06e0e99a64d85135a30d78fa12228dfffb44e7,10,2
state3_cancel,3,cancel_pending_goal,True,,5f03a9b519061f7ea2bdaa97201dd424695a5b4955f9f9fe3fe87fe050bbce02,65d1a37ddaf6e7bb4c4964552aa1fc55c6f02a8e502a1a531edf3b06b15cf733,3af479f057544165c65e786c799eadd952300382e4e8193a9893107fc29afca1,0,0,1,206,semantic-cancel-v1:state3_cancel,3af479f057544165c65e786c799eadd952300382e4e8193a9893107fc29afca1,False,cope,True,ok,,True,True,True,False,False,True,269100b1c29bd52b0382482bea013b8bd2f86cadc5a92387672bccd94b6396ca,e311585a853502e78c26eedfcad6e6f2566a6c3feacd22047d67808560200587,4232ae27189520e4da57aaba6e0d9da6beb370751330a24177801d81388f9647,097caf4d335fc05e060eb9761986201863d2b7b07513780a81a4ed6d37256dc0,448e977615bfc36b13659b4b245cc3d20f5542bab38b9f9e49a6e1abe496b84f,9aad4fd90bc3bc0b4970dd8ffa729df22e616a75095bcf4f8ece98a020f12626,65d1a37ddaf6e7bb4c4964552aa1fc55c6f02a8e502a1a531edf3b06b15cf733,8b99278c1e13362b4dcc5a03bb925b335cf68e5952f22fb878900dfc29ebb6ca,HALT,19854,67,160,2.567441,0,,True,False,206,206,0,e94f9e08bc99f0ffe4bde85d0b5e9a3c1533527914e451839794e93bcb14b94b,e94f9e08bc99f0ffe4bde85d0b5e9a3c1533527914e451839794e93bcb14b94b,e5b4af927d40711468698462136fe20b5b44bcce,08cbe306fe996c8edabce45d9cb9a5ab91dc0dabaf20e446846927ba92010059,16e7b990d4adbf7c47424ea0347d49053088248befc974d80aa9c264db1f597b,18b8376dbce15c850a234f9480523f378b55e547fdc2963459914ced417be43d,qwen/qwen3.5-flash-02-23,none,0.0,20260802,4096,0,0,False,3e0d23df2cf22ae6e897e15a1739d5bf25474b4e33196644890b8485f0e880f5,be14b38b2a5758baa52c57f97d6cb0ce4358c69ec342b2b51507ec8216bf688b,5097797966079d2fde03b5373a06e0e99a64d85135a30d78fa12228dfffb44e7,10,3
state3_cancel,3,cancel_pending_goal,True,,5f03a9b519061f7ea2bdaa97201dd424695a5b4955f9f9fe3fe87fe050bbce02,65d1a37ddaf6e7bb4c4964552aa1fc55c6f02a8e502a1a531edf3b06b15cf733,3af479f057544165c65e786c799eadd952300382e4e8193a9893107fc29afca1,0,0,1,206,semantic-cancel-v1:state3_cancel,3af479f057544165c65e786c799eadd952300382e4e8193a9893107fc29afca1,False,compact_tx,True,ok,,False,False,False,False,False,True,269100b1c29bd52b0382482bea013b8bd2f86cadc5a92387672bccd94b6396ca,e311585a853502e78c26eedfcad6e6f2566a6c3feacd22047d67808560200587,4232ae27189520e4da57aaba6e0d9da6beb370751330a24177801d81388f9647,097caf4d335fc05e060eb9761986201863d2b7b07513780a81a4ed6d37256dc0,5317b02f7d6b6cccff4f4444d9fbe44a424b1d3f26c74811ffc3788d7cee4d6d,9aad4fd90bc3bc0b4970dd8ffa729df22e616a75095bcf4f8ece98a020f12626,,,,19828,204,482,1.694786,0,CompactTransactionError:compact write path is malformed,True,False,206,206,0,e94f9e08bc99f0ffe4bde85d0b5e9a3c1533527914e451839794e93bcb14b94b,e94f9e08bc99f0ffe4bde85d0b5e9a3c1533527914e451839794e93bcb14b94b,e5b4af927d40711468698462136fe20b5b44bcce,08cbe306fe996c8edabce45d9cb9a5ab91dc0dabaf20e446846927ba92010059,16e7b990d4adbf7c47424ea0347d49053088248befc974d80aa9c264db1f597b,18b8376dbce15c850a234f9480523f378b55e547fdc2963459914ced417be43d,qwen/qwen3.5-flash-02-23,none,0.0,20260802,4096,0,0,False,3e0d23df2cf22ae6e897e15a1739d5bf25474b4e33196644890b8485f0e880f5,be14b38b2a5758baa52c57f97d6cb0ce4358c69ec342b2b51507ec8216bf688b,5097797966079d2fde03b5373a06e0e99a64d85135a30d78fa12228dfffb44e7,10,3
state3_cancel,3,cancel_pending_goal,True,,5f03a9b519061f7ea2bdaa97201dd424695a5b4955f9f9fe3fe87fe050bbce02,65d1a37ddaf6e7bb4c4964552aa1fc55c6f02a8e502a1a531edf3b06b15cf733,3af479f057544165c65e786c799eadd952300382e4e8193a9893107fc29afca1,0,0,1,206,semantic-cancel-v1:state3_cancel,3af479f057544165c65e786c799eadd952300382e4e8193a9893107fc29afca1,False,fsr_pc,True,ok,,True,False,False,False,False,True,269100b1c29bd52b0382482bea013b8bd2f86cadc5a92387672bccd94b6396ca,e311585a853502e78c26eedfcad6e6f2566a6c3feacd22047d67808560200587,4232ae27189520e4da57aaba6e0d9da6beb370751330a24177801d81388f9647,097caf4d335fc05e060eb9761986201863d2b7b07513780a81a4ed6d37256dc0,973e14e5c71652071879b8948ac7a9156bd22ccd615ccde96a42a3684c834f74,9aad4fd90bc3bc0b4970dd8ffa729df22e616a75095bcf4f8ece98a020f12626,56819b4f8370604299d2fa0e911525bcdd5d6ed99b482662582a4db2563bbbba,,,19795,469,1015,4.457278,0,FullStateValidationError:full state must contain exactly two commitments,True,False,206,206,0,e94f9e08bc99f0ffe4bde85d0b5e9a3c1533527914e451839794e93bcb14b94b,e94f9e08bc99f0ffe4bde85d0b5e9a3c1533527914e451839794e93bcb14b94b,e5b4af927d40711468698462136fe20b5b44bcce,08cbe306fe996c8edabce45d9cb9a5ab91dc0dabaf20e446846927ba92010059,16e7b990d4adbf7c47424ea0347d49053088248befc974d80aa9c264db1f597b,18b8376dbce15c850a234f9480523f378b55e547fdc2963459914ced417be43d,qwen/qwen3.5-flash-02-23,none,0.0,20260802,4096,0,0,False,3e0d23df2cf22ae6e897e15a1739d5bf25474b4e33196644890b8485f0e880f5,be14b38b2a5758baa52c57f97d6cb0ce4358c69ec342b2b51507ec8216bf688b,5097797966079d2fde03b5373a06e0e99a64d85135a30d78fa12228dfffb44e7,10,3
state3_replace,3,replace_pending_goal,True,,16406eb46606f5fe0b8bd763d4258881d668530b3d83528140427537e2ec2279,2f08545245ae8ea1967364a642393946c9474083c7d2b314624cb4012e2e36da,5f4c31b9db685ef2ae2efcd906c9c64c765739ea2e36890560f50e7ccfd9d154,0,0,1,206,semantic-replace-v1:state3_replace,5f4c31b9db685ef2ae2efcd906c9c64c765739ea2e36890560f50e7ccfd9d154,False,cope,True,ok,,True,True,True,False,False,True,40f1638391e1592af4b670ad88355cea20d004562dd68327308c0a39078aca66,e311585a853502e78c26eedfcad6e6f2566a6c3feacd22047d67808560200587,8705902d60f4ba70459cd48c874a417afdddafb004f9d8a215cd7c2ca3e2656e,97ac0142d55705b5c0377169019ef7d67f5eb49b811f6ad5aa9147352b8d4c57,3f0d133fd0be7d0771ea7fee5e41872cfdb968c628e3ddae1a0a698c5365a91f,faef4cd923c60705553ca9c346e12c9e5225b743017c96148d1f065f4f6dd462,2f08545245ae8ea1967364a642393946c9474083c7d2b314624cb4012e2e36da,d8db63ceac30f2664bc8074eed502a06fc2cacf25de91e914c9c63ec3c4274cd,put both the alphabet soup and the cream cheese box in the basket,19893,94,246,2.281767,0,,True,False,206,206,0,e94f9e08bc99f0ffe4bde85d0b5e9a3c1533527914e451839794e93bcb14b94b,e94f9e08bc99f0ffe4bde85d0b5e9a3c1533527914e451839794e93bcb14b94b,e5b4af927d40711468698462136fe20b5b44bcce,08cbe306fe996c8edabce45d9cb9a5ab91dc0dabaf20e446846927ba92010059,16e7b990d4adbf7c47424ea0347d49053088248befc974d80aa9c264db1f597b,18b8376dbce15c850a234f9480523f378b55e547fdc2963459914ced417be43d,qwen/qwen3.5-flash-02-23,none,0.0,20260802,4096,0,0,False,3e0d23df2cf22ae6e897e15a1739d5bf25474b4e33196644890b8485f0e880f5,be14b38b2a5758baa52c57f97d6cb0ce4358c69ec342b2b51507ec8216bf688b,5097797966079d2fde03b5373a06e0e99a64d85135a30d78fa12228dfffb44e7,10,3
state3_replace,3,replace_pending_goal,True,,16406eb46606f5fe0b8bd763d4258881d668530b3d83528140427537e2ec2279,2f08545245ae8ea1967364a642393946c9474083c7d2b314624cb4012e2e36da,5f4c31b9db685ef2ae2efcd906c9c64c765739ea2e36890560f50e7ccfd9d154,0,0,1,206,semantic-replace-v1:state3_replace,5f4c31b9db685ef2ae2efcd906c9c64c765739ea2e36890560f50e7ccfd9d154,False,compact_tx,True,ok,,False,False,False,False,False,True,40f1638391e1592af4b670ad88355cea20d004562dd68327308c0a39078aca66,e311585a853502e78c26eedfcad6e6f2566a6c3feacd22047d67808560200587,8705902d60f4ba70459cd48c874a417afdddafb004f9d8a215cd7c2ca3e2656e,97ac0142d55705b5c0377169019ef7d67f5eb49b811f6ad5aa9147352b8d4c57,339ff3fd4a9d9a3e28f4a48a0184ea85b638320d9f14e10d7672372e9909b0bc,faef4cd923c60705553ca9c346e12c9e5225b743017c96148d1f065f4f6dd462,,,,19867,424,1023,2.828856,0,CompactTransactionError:compact write path is malformed,True,False,206,206,0,e94f9e08bc99f0ffe4bde85d0b5e9a3c1533527914e451839794e93bcb14b94b,e94f9e08bc99f0ffe4bde85d0b5e9a3c1533527914e451839794e93bcb14b94b,e5b4af927d40711468698462136fe20b5b44bcce,08cbe306fe996c8edabce45d9cb9a5ab91dc0dabaf20e446846927ba92010059,16e7b990d4adbf7c47424ea0347d49053088248befc974d80aa9c264db1f597b,18b8376dbce15c850a234f9480523f378b55e547fdc2963459914ced417be43d,qwen/qwen3.5-flash-02-23,none,0.0,20260802,4096,0,0,False,3e0d23df2cf22ae6e897e15a1739d5bf25474b4e33196644890b8485f0e880f5,be14b38b2a5758baa52c57f97d6cb0ce4358c69ec342b2b51507ec8216bf688b,5097797966079d2fde03b5373a06e0e99a64d85135a30d78fa12228dfffb44e7,10,3
state3_replace,3,replace_pending_goal,True,,16406eb46606f5fe0b8bd763d4258881d668530b3d83528140427537e2ec2279,2f08545245ae8ea1967364a642393946c9474083c7d2b314624cb4012e2e36da,5f4c31b9db685ef2ae2efcd906c9c64c765739ea2e36890560f50e7ccfd9d154,0,0,1,206,semantic-replace-v1:state3_replace,5f4c31b9db685ef2ae2efcd906c9c64c765739ea2e36890560f50e7ccfd9d154,False,fsr_pc,True,ok,,True,False,False,False,False,True,40f1638391e1592af4b670ad88355cea20d004562dd68327308c0a39078aca66,e311585a853502e78c26eedfcad6e6f2566a6c3feacd22047d67808560200587,8705902d60f4ba70459cd48c874a417afdddafb004f9d8a215cd7c2ca3e2656e,97ac0142d55705b5c0377169019ef7d67f5eb49b811f6ad5aa9147352b8d4c57,ceb66347008d51ed590c7fdd04dcbcceb9eaf07af13b9aa713bf90056fd80557,faef4cd923c60705553ca9c346e12c9e5225b743017c96148d1f065f4f6dd462,bdcf035844c5021db115f4373ceda5f8d4c9a9574a6ec6dc70ac3dc1c168ed1a,,,19834,805,1889,4.521501,0,FullStateValidationError:full state must contain exactly three task commitments,True,False,206,206,0,e94f9e08bc99f0ffe4bde85d0b5e9a3c1533527914e451839794e93bcb14b94b,e94f9e08bc99f0ffe4bde85d0b5e9a3c1533527914e451839794e93bcb14b94b,e5b4af927d40711468698462136fe20b5b44bcce,08cbe306fe996c8edabce45d9cb9a5ab91dc0dabaf20e446846927ba92010059,16e7b990d4adbf7c47424ea0347d49053088248befc974d80aa9c264db1f597b,18b8376dbce15c850a234f9480523f378b55e547fdc2963459914ced417be43d,qwen/qwen3.5-flash-02-23,none,0.0,20260802,4096,0,0,False,3e0d23df2cf22ae6e897e15a1739d5bf25474b4e33196644890b8485f0e880f5,be14b38b2a5758baa52c57f97d6cb0ce4358c69ec342b2b51507ec8216bf688b,5097797966079d2fde03b5373a06e0e99a64d85135a30d78fa12228dfffb44e7,10,3
state4_cancel,4,cancel_pending_goal,True,,1515e8686125cb0e9b2a00359bad4eb91eb0d9920d5f94162bb0bc95055697ca,a8b8c64ef239f1ea84a7327495c2a5a100d73c899b19f1e84a9c8e747397c79d,aa652d92c0d5212e68a0055a33a537b38b91c1432f32a335fc76e458a0446804,0,0,1,207,semantic-cancel-v1:state4_cancel,aa652d92c0d5212e68a0055a33a537b38b91c1432f32a335fc76e458a0446804,False,cope,True,ok,,True,True,True,False,False,True,ef81e2c058d46f1194abdca96e7543877f8a7bd7409ac072d3a6516192c3d641,e311585a853502e78c26eedfcad6e6f2566a6c3feacd22047d67808560200587,2af9c5f932522d483672a1d06e4696c7f31756d8236a60f9d9557cd6f7a7998e,9979200d5ed09c0604b14d8e0e15c2050728a60a98bcd9c898bad2b96db46bbe,244df5526ea0f14a01b634d8d1e270e06dd82455d2898600e5e5ddb84e788fbc,0dd9eeee257a45632007ce0e2a68a2a4dcaa487c460cab800f28bfe6c0f44e90,a8b8c64ef239f1ea84a7327495c2a5a100d73c899b19f1e84a9c8e747397c79d,344d4333bc126d5ba076111e7eabc0aa51184f0c293001eef0ed4b598f9a5e14,HALT,19775,67,160,2.378343,0,,True,False,207,207,0,a8d4f9e650f089eaf1c1f20ec9a3b606e4e1df465debbae22f950d33e0ebf740,a8d4f9e650f089eaf1c1f20ec9a3b606e4e1df465debbae22f950d33e0ebf740,e5b4af927d40711468698462136fe20b5b44bcce,08cbe306fe996c8edabce45d9cb9a5ab91dc0dabaf20e446846927ba92010059,16e7b990d4adbf7c47424ea0347d49053088248befc974d80aa9c264db1f597b,18b8376dbce15c850a234f9480523f378b55e547fdc2963459914ced417be43d,qwen/qwen3.5-flash-02-23,none,0.0,20260802,4096,0,0,False,d2cecde6c34039556fadf729cf7eb15d628b42094f6f0c092d9969c9cf659856,8ecbd18589a3494374f4360b35d9fe2ff9f2987a78e2ac3b28c1b7f2b7e457ae,5097797966079d2fde03b5373a06e0e99a64d85135a30d78fa12228dfffb44e7,10,4
state4_cancel,4,cancel_pending_goal,True,,1515e8686125cb0e9b2a00359bad4eb91eb0d9920d5f94162bb0bc95055697ca,a8b8c64ef239f1ea84a7327495c2a5a100d73c899b19f1e84a9c8e747397c79d,aa652d92c0d5212e68a0055a33a537b38b91c1432f32a335fc76e458a0446804,0,0,1,207,semantic-cancel-v1:state4_cancel,aa652d92c0d5212e68a0055a33a537b38b91c1432f32a335fc76e458a0446804,False,compact_tx,True,ok,,False,False,False,False,False,True,ef81e2c058d46f1194abdca96e7543877f8a7bd7409ac072d3a6516192c3d641,e311585a853502e78c26eedfcad6e6f2566a6c3feacd22047d67808560200587,2af9c5f932522d483672a1d06e4696c7f31756d8236a60f9d9557cd6f7a7998e,9979200d5ed09c0604b14d8e0e15c2050728a60a98bcd9c898bad2b96db46bbe,b41ae45ea6461a536b7dcc54e721970b2a850ba4d12598312e8e320f2739c8f2,0dd9eeee257a45632007ce0e2a68a2a4dcaa487c460cab800f28bfe6c0f44e90,,,,19749,206,486,2.616213,0,CompactTransactionError:compact write path is not allowlisted,True,False,207,207,0,a8d4f9e650f089eaf1c1f20ec9a3b606e4e1df465debbae22f950d33e0ebf740,a8d4f9e650f089eaf1c1f20ec9a3b606e4e1df465debbae22f950d33e0ebf740,e5b4af927d40711468698462136fe20b5b44bcce,08cbe306fe996c8edabce45d9cb9a5ab91dc0dabaf20e446846927ba92010059,16e7b990d4adbf7c47424ea0347d49053088248befc974d80aa9c264db1f597b,18b8376dbce15c850a234f9480523f378b55e547fdc2963459914ced417be43d,qwen/qwen3.5-flash-02-23,none,0.0,20260802,4096,0,0,False,d2cecde6c34039556fadf729cf7eb15d628b42094f6f0c092d9969c9cf659856,8ecbd18589a3494374f4360b35d9fe2ff9f2987a78e2ac3b28c1b7f2b7e457ae,5097797966079d2fde03b5373a06e0e99a64d85135a30d78fa12228dfffb44e7,10,4
state4_cancel,4,cancel_pending_goal,True,,1515e8686125cb0e9b2a00359bad4eb91eb0d9920d5f94162bb0bc95055697ca,a8b8c64ef239f1ea84a7327495c2a5a100d73c899b19f1e84a9c8e747397c79d,aa652d92c0d5212e68a0055a33a537b38b91c1432f32a335fc76e458a0446804,0,0,1,207,semantic-cancel-v1:state4_cancel,aa652d92c0d5212e68a0055a33a537b38b91c1432f32a335fc76e458a0446804,False,fsr_pc,True,ok,,True,False,False,False,False,True,ef81e2c058d46f1194abdca96e7543877f8a7bd7409ac072d3a6516192c3d641,e311585a853502e78c26eedfcad6e6f2566a6c3feacd22047d67808560200587,2af9c5f932522d483672a1d06e4696c7f31756d8236a60f9d9557cd6f7a7998e,9979200d5ed09c0604b14d8e0e15c2050728a60a98bcd9c898bad2b96db46bbe,da1627e936369716867bce90a4743304fceced545ae73677ee72c9a592163367,0dd9eeee257a45632007ce0e2a68a2a4dcaa487c460cab800f28bfe6c0f44e90,27e9f4f16e507be8d55f8080f73274b97b0b0c85de9b7ef913939e1656b31f21,,,19716,667,1496,3.800624,0,FullStateValidationError:commitment lifecycle statuses do not match cancellation,True,False,207,207,0,a8d4f9e650f089eaf1c1f20ec9a3b606e4e1df465debbae22f950d33e0ebf740,a8d4f9e650f089eaf1c1f20ec9a3b606e4e1df465debbae22f950d33e0ebf740,e5b4af927d40711468698462136fe20b5b44bcce,08cbe306fe996c8edabce45d9cb9a5ab91dc0dabaf20e446846927ba92010059,16e7b990d4adbf7c47424ea0347d49053088248befc974d80aa9c264db1f597b,18b8376dbce15c850a234f9480523f378b55e547fdc2963459914ced417be43d,qwen/qwen3.5-flash-02-23,none,0.0,20260802,4096,0,0,False,d2cecde6c34039556fadf729cf7eb15d628b42094f6f0c092d9969c9cf659856,8ecbd18589a3494374f4360b35d9fe2ff9f2987a78e2ac3b28c1b7f2b7e457ae,5097797966079d2fde03b5373a06e0e99a64d85135a30d78fa12228dfffb44e7,10,4
state4_replace,4,replace_pending_goal,True,,2f910647b1f6102087498de81749e3a59e77375895a55038ea5a8e7b6f6020ba,a8373aa2fdab724c7861e2bbca26a0e28ea78570f1c880415615e11ee33ea959,852630922e9c907bc578b56cb27ac84d7bb725e7895efc991a348b9bd575e88e,0,0,1,207,semantic-replace-v1:state4_replace,852630922e9c907bc578b56cb27ac84d7bb725e7895efc991a348b9bd575e88e,False,cope,True,ok,,True,True,True,False,False,True,8c7284644464caed25338075ef2c3c8d956e038e008b9d45c15fa8364f0ae01b,e311585a853502e78c26eedfcad6e6f2566a6c3feacd22047d67808560200587,0835ab28fdb555d808d5f701f7e8dd268f4b8fb21b41fedd894545fa30921ee8,9ba4eaa81b3efd9c9ca573919c3d780a12f9c468b8c2e2287c35bb8596990f5e,e2bd29d863937a22c67b886b5efe434b1b1e2a56d8adc1d55e9e6b4b9d150ad9,ae9c8cda5ceaed0fb102d65d2d54e8c6c5e11d318340e9b04a7cb7d4261f3a06,a8373aa2fdab724c7861e2bbca26a0e28ea78570f1c880415615e11ee33ea959,e138acb0cc757fad97700f3f53eb27a72da2857319b69d9a26a1fd6e4537c8b0,put both the alphabet soup and the cream cheese box in the basket,19819,94,246,3.064744,0,,True,False,207,207,0,a8d4f9e650f089eaf1c1f20ec9a3b606e4e1df465debbae22f950d33e0ebf740,a8d4f9e650f089eaf1c1f20ec9a3b606e4e1df465debbae22f950d33e0ebf740,e5b4af927d40711468698462136fe20b5b44bcce,08cbe306fe996c8edabce45d9cb9a5ab91dc0dabaf20e446846927ba92010059,16e7b990d4adbf7c47424ea0347d49053088248befc974d80aa9c264db1f597b,18b8376dbce15c850a234f9480523f378b55e547fdc2963459914ced417be43d,qwen/qwen3.5-flash-02-23,none,0.0,20260802,4096,0,0,False,d2cecde6c34039556fadf729cf7eb15d628b42094f6f0c092d9969c9cf659856,8ecbd18589a3494374f4360b35d9fe2ff9f2987a78e2ac3b28c1b7f2b7e457ae,5097797966079d2fde03b5373a06e0e99a64d85135a30d78fa12228dfffb44e7,10,4
state4_replace,4,replace_pending_goal,True,,2f910647b1f6102087498de81749e3a59e77375895a55038ea5a8e7b6f6020ba,a8373aa2fdab724c7861e2bbca26a0e28ea78570f1c880415615e11ee33ea959,852630922e9c907bc578b56cb27ac84d7bb725e7895efc991a348b9bd575e88e,0,0,1,207,semantic-replace-v1:state4_replace,852630922e9c907bc578b56cb27ac84d7bb725e7895efc991a348b9bd575e88e,False,compact_tx,True,ok,,False,False,False,False,False,True,8c7284644464caed25338075ef2c3c8d956e038e008b9d45c15fa8364f0ae01b,e311585a853502e78c26eedfcad6e6f2566a6c3feacd22047d67808560200587,0835ab28fdb555d808d5f701f7e8dd268f4b8fb21b41fedd894545fa30921ee8,9ba4eaa81b3efd9c9ca573919c3d780a12f9c468b8c2e2287c35bb8596990f5e,dda08eaee46920b9beb511f44241d704f830960540dbe20f8d0344d897030372,ae9c8cda5ceaed0fb102d65d2d54e8c6c5e11d318340e9b04a7cb7d4261f3a06,,,,19793,400,983,3.553628,0,CompactTransactionError:compact write path is malformed,True,False,207,207,0,a8d4f9e650f089eaf1c1f20ec9a3b606e4e1df465debbae22f950d33e0ebf740,a8d4f9e650f089eaf1c1f20ec9a3b606e4e1df465debbae22f950d33e0ebf740,e5b4af927d40711468698462136fe20b5b44bcce,08cbe306fe996c8edabce45d9cb9a5ab91dc0dabaf20e446846927ba92010059,16e7b990d4adbf7c47424ea0347d49053088248befc974d80aa9c264db1f597b,18b8376dbce15c850a234f9480523f378b55e547fdc2963459914ced417be43d,qwen/qwen3.5-flash-02-23,none,0.0,20260802,4096,0,0,False,d2cecde6c34039556fadf729cf7eb15d628b42094f6f0c092d9969c9cf659856,8ecbd18589a3494374f4360b35d9fe2ff9f2987a78e2ac3b28c1b7f2b7e457ae,5097797966079d2fde03b5373a06e0e99a64d85135a30d78fa12228dfffb44e7,10,4
