case_id,base_case_id,variant_index,phase,arm,input_hash,common_input_bytes,common_hash_equal,normalized_request_equal,oracle_state_equal,validator_pass,reasoning_effort,call_order_position,candidate_sha256
fresh_wrong_source_revoke_v4,wrong_source_revoke,4,expansion,compact_tx,248f326e06d07ffc43ac39c7f21230128eb5280454c65becf2fda3cefecba826,6707,True,True,True,True,none,0,ad8ef961c58528e68948b7b85fc19b1a1004727fe739cb97efcbeb2d8fea4522
fresh_wrong_source_revoke_v4,wrong_source_revoke,4,expansion,fsr_pc,248f326e06d07ffc43ac39c7f21230128eb5280454c65becf2fda3cefecba826,6707,True,True,True,True,none,1,ad8ef961c58528e68948b7b85fc19b1a1004727fe739cb97efcbeb2d8fea4522
fresh_wrong_source_revoke_v5,wrong_source_revoke,5,expansion,cope,286096d5c317c34905d0dc69046264dbc07cf1706acc467814938fbf5b25d7d8,7567,True,True,True,True,none,1,8c9666d1dcee7fd87c6ef864d7b4d5ed571e9c8f22f0edab776186990cefe065
fresh_wrong_source_revoke_v5,wrong_source_revoke,5,expansion,compact_tx,286096d5c317c34905d0dc69046264dbc07cf1706acc467814938fbf5b25d7d8,7567,True,True,True,True,none,2,8c9666d1dcee7fd87c6ef864d7b4d5ed571e9c8f22f0edab776186990cefe065
fresh_wrong_source_revoke_v5,wrong_source_revoke,5,expansion,fsr_pc,286096d5c317c34905d0dc69046264dbc07cf1706acc467814938fbf5b25d7d8,7567,True,True,True,True,none,0,8c9666d1dcee7fd87c6ef864d7b4d5ed571e9c8f22f0edab776186990cefe065
fresh_continuity_invalid_v1,continuity_invalid,1,smoke,cope,e90dcc5f36ebae2873ded95630c917589dcbf36b6797cda4dde53079d0142053,4204,True,True,True,True,none,0,13591f91b6e3c7c99b257b67597c391bd2bf6ca64890ecb2005beb373d71ada9
fresh_continuity_invalid_v1,continuity_invalid,1,smoke,compact_tx,e90dcc5f36ebae2873ded95630c917589dcbf36b6797cda4dde53079d0142053,4204,True,True,True,True,none,1,13591f91b6e3c7c99b257b67597c391bd2bf6ca64890ecb2005beb373d71ada9
fresh_continuity_invalid_v1,continuity_invalid,1,smoke,fsr_pc,e90dcc5f36ebae2873ded95630c917589dcbf36b6797cda4dde53079d0142053,4204,True,True,True,True,none,2,13591f91b6e3c7c99b257b67597c391bd2bf6ca64890ecb2005beb373d71ada9
fresh_continuity_invalid_v2,continuity_invalid,2,expansion,cope,dd25596a647003bb496943af186455d1b615de3fd5cb5dbc6eb29e28bfc55eea,5056,True,True,True,True,none,2,1fb7456794ac00b26561aba46e0ec42a5e54f16f22a72377b039f927632c14b5
fresh_continuity_invalid_v2,continuity_invalid,2,expansion,compact_tx,dd25596a647003bb496943af186455d1b615de3fd5cb5dbc6eb29e28bfc55eea,5056,True,True,True,True,none,0,1fb7456794ac00b26561aba46e0ec42a5e54f16f22a72377b039f927632c14b5
fresh_continuity_invalid_v2,continuity_invalid,2,expansion,fsr_pc,dd25596a647003bb496943af186455d1b615de3fd5cb5dbc6eb29e28bfc55eea,5056,True,True,True,True,none,1,1fb7456794ac00b26561aba46e0ec42a5e54f16f22a72377b039f927632c14b5
fresh_continuity_invalid_v3,continuity_invalid,3,expansion,cope,9f8d83b21d488d143f5dee6f71bb5f8179ff87a6ac56e305aec8ba09bb4ccdb1,5948,True,True,True,True,none,1,9e267c829e816c94d51d525baadae35cb8ef529338b068a5e88ae80ce0edfdb8
fresh_continuity_invalid_v3,continuity_invalid,3,expansion,compact_tx,9f8d83b21d488d143f5dee6f71bb5f8179ff87a6ac56e305aec8ba09bb4ccdb1,5948,True,True,True,True,none,2,9e267c829e816c94d51d525baadae35cb8ef529338b068a5e88ae80ce0edfdb8
fresh_continuity_invalid_v3,continuity_invalid,3,expansion,fsr_pc,9f8d83b21d488d143f5dee6f71bb5f8179ff87a6ac56e305aec8ba09bb4ccdb1,5948,True,True,True,True,none,0,9e267c829e816c94d51d525baadae35cb8ef529338b068a5e88ae80ce0edfdb8
fresh_continuity_invalid_v4,continuity_invalid,4,expansion,cope,94ef841565334fc8c15b31e0ef15ace9d21572affe391da465b90d53669505d3,6800,True,True,True,True,none,0,bdbcdd5659012b4a2f4d4f71c07a1c209d233b334ec89d2c49b8af4abaec0324
fresh_continuity_invalid_v4,continuity_invalid,4,expansion,compact_tx,94ef841565334fc8c15b31e0ef15ace9d21572affe391da465b90d53669505d3,6800,True,True,True,True,none,1,bdbcdd5659012b4a2f4d4f71c07a1c209d233b334ec89d2c49b8af4abaec0324
fresh_continuity_invalid_v4,continuity_invalid,4,expansion,fsr_pc,94ef841565334fc8c15b31e0ef15ace9d21572affe391da465b90d53669505d3,6800,True,True,True,True,none,2,bdbcdd5659012b4a2f4d4f71c07a1c209d233b334ec89d2c49b8af4abaec0324
fresh_continuity_invalid_v5,continuity_invalid,5,expansion,cope,45869b424eabaeb67662663b0d6a861aa19bbe1de7a53445b9ad1ce99e102801,7652,True,True,True,True,none,2,a1d59fe26b0e5c0fb65fcff5e5b59ff81017d3a3f67f3ebcbd4b7a329578bac7
fresh_continuity_invalid_v5,continuity_invalid,5,expansion,compact_tx,45869b424eabaeb67662663b0d6a861aa19bbe1de7a53445b9ad1ce99e102801,7652,True,True,True,True,none,0,a1d59fe26b0e5c0fb65fcff5e5b59ff81017d3a3f67f3ebcbd4b7a329578bac7
fresh_continuity_invalid_v5,continuity_invalid,5,expansion,fsr_pc,45869b424eabaeb67662663b0d6a861aa19bbe1de7a53445b9ad1ce99e102801,7652,True,True,True,True,none,1,a1d59fe26b0e5c0fb65fcff5e5b59ff81017d3a3f67f3ebcbd4b7a329578bac7
fresh_cancel_sibling_v1,cancel_sibling,1,smoke,cope,8324ace78d236cc76c4e817e418c0ee7f50e1a95f455a6c15c9554c9a8a7d82f,4029,True,True,True,True,none,1,5c94b31df7db19961fbc9aa729305bb67f0df971577714f0535fc141f40b194f
fresh_cancel_sibling_v1,cancel_sibling,1,smoke,compact_tx,8324ace78d236cc76c4e817e418c0ee7f50e1a95f455a6c15c9554c9a8a7d82f,4029,True,True,True,True,none,2,5c94b31df7db19961fbc9aa729305bb67f0df971577714f0535fc141f40b194f
fresh_cancel_sibling_v1,cancel_sibling,1,smoke,fsr_pc,8324ace78d236cc76c4e817e418c0ee7f50e1a95f455a6c15c9554c9a8a7d82f,4029,True,True,True,True,none,0,5c94b31df7db19961fbc9aa729305bb67f0df971577714f0535fc141f40b194f
fresh_cancel_sibling_v2,cancel_sibling,2,expansion,cope,b63dd30dcb37436d600493bf2272f2127ea3227d2a97e34cfc5445e77f62fba3,4849,True,True,True,True,none,0,d2bcf4e06c84592d652e85fd1e19f6f2fb2052e244697ef68ad46d48103846c4
fresh_cancel_sibling_v2,cancel_sibling,2,expansion,compact_tx,b63dd30dcb37436d600493bf2272f2127ea3227d2a97e34cfc5445e77f62fba3,4849,True,True,True,True,none,1,d2bcf4e06c84592d652e85fd1e19f6f2fb2052e244697ef68ad46d48103846c4
fresh_cancel_sibling_v2,cancel_sibling,2,expansion,fsr_pc,b63dd30dcb37436d600493bf2272f2127ea3227d2a97e34cfc5445e77f62fba3,4849,True,True,True,True,none,2,d2bcf4e06c84592d652e85fd1e19f6f2fb2052e244697ef68ad46d48103846c4
fresh_cancel_sibling_v3,cancel_sibling,3,expansion,cope,f05172f415265c5f5d9ea4217a752d84c9b758e3e7c208b73990dc2cf367f2b2,5705,True,True,True,True,none,2,dcbc304603380de4cc2c296570225a2fdd2b61c9e520ad97c7aaee802c88a7aa
fresh_cancel_sibling_v3,cancel_sibling,3,expansion,compact_tx,f05172f415265c5f5d9ea4217a752d84c9b758e3e7c208b73990dc2cf367f2b2,5705,True,True,True,True,none,0,dcbc304603380de4cc2c296570225a2fdd2b61c9e520ad97c7aaee802c88a7aa
fresh_cancel_sibling_v3,cancel_sibling,3,expansion,fsr_pc,f05172f415265c5f5d9ea4217a752d84c9b758e3e7c208b73990dc2cf367f2b2,5705,True,True,True,True,none,1,dcbc304603380de4cc2c296570225a2fdd2b61c9e520ad97c7aaee802c88a7aa
fresh_cancel_sibling_v4,cancel_sibling,4,expansion,cope,7dfce6c31dd7b8851d217ddd72ed7c0d154d7bee00f5235f4c61d4653611c939,6525,True,True,True,True,none,1,fbc231317408c9153b0510d4f132f8ad6d28fde5ccbb7d7c2d502e5b7983ba16
fresh_cancel_sibling_v4,cancel_sibling,4,expansion,compact_tx,7dfce6c31dd7b8851d217ddd72ed7c0d154d7bee00f5235f4c61d4653611c939,6525,True,True,True,True,none,2,fbc231317408c9153b0510d4f132f8ad6d28fde5ccbb7d7c2d502e5b7983ba16
fresh_cancel_sibling_v4,cancel_sibling,4,expansion,fsr_pc,7dfce6c31dd7b8851d217ddd72ed7c0d154d7bee00f5235f4c61d4653611c939,6525,True,True,True,True,none,0,fbc231317408c9153b0510d4f132f8ad6d28fde5ccbb7d7c2d502e5b7983ba16
fresh_cancel_sibling_v5,cancel_sibling,5,expansion,cope,8ca3b57da184735aa6c66a0fae424f94bc014d5c5edd2d792db74cd199ac884a,7345,True,True,True,True,none,0,9dc062c37475d3cefabf0b224aa0ba5765434582d28e1099b940dcef4ffcf7cd
fresh_cancel_sibling_v5,cancel_sibling,5,expansion,compact_tx,8ca3b57da184735aa6c66a0fae424f94bc014d5c5edd2d792db74cd199ac884a,7345,True,True,True,True,none,1,9dc062c37475d3cefabf0b224aa0ba5765434582d28e1099b940dcef4ffcf7cd
fresh_cancel_sibling_v5,cancel_sibling,5,expansion,fsr_pc,8ca3b57da184735aa6c66a0fae424f94bc014d5c5edd2d792db74cd199ac884a,7345,True,True,True,True,none,2,9dc062c37475d3cefabf0b224aa0ba5765434582d28e1099b940dcef4ffcf7cd
fresh_activate_override_v1,activate_override,1,smoke,cope,938569b590ff1abafc4f0bd2e68f9f264cf0ed2ab36f2768dc4d56541943404f,4106,True,True,True,True,none,2,503494d3b572d3ed3754f64ed53d1cd4ebf299d28bbe5860197e90f7c69f3eac
fresh_activate_override_v1,activate_override,1,smoke,compact_tx,938569b590ff1abafc4f0bd2e68f9f264cf0ed2ab36f2768dc4d56541943404f,4106,True,True,True,True,none,0,503494d3b572d3ed3754f64ed53d1cd4ebf299d28bbe5860197e90f7c69f3eac
fresh_activate_override_v1,activate_override,1,smoke,fsr_pc,938569b590ff1abafc4f0bd2e68f9f264cf0ed2ab36f2768dc4d56541943404f,4106,True,True,True,True,none,1,503494d3b572d3ed3754f64ed53d1cd4ebf299d28bbe5860197e90f7c69f3eac
fresh_activate_override_v2,activate_override,2,expansion,cope,ba34f19ffaae4ebda29066b7759a55404b371b1b26ae7da3cadbdbcb1e1ca649,4950,True,True,True,True,none,1,3e9f00d6408437d25c43d48784e1b049f33b6828a4d998bae683c522fca122c4
fresh_activate_override_v2,activate_override,2,expansion,compact_tx,ba34f19ffaae4ebda29066b7759a55404b371b1b26ae7da3cadbdbcb1e1ca649,4950,True,True,True,True,none,2,3e9f00d6408437d25c43d48784e1b049f33b6828a4d998bae683c522fca122c4
fresh_activate_override_v2,activate_override,2,expansion,fsr_pc,ba34f19ffaae4ebda29066b7759a55404b371b1b26ae7da3cadbdbcb1e1ca649,4950,True,True,True,True,none,0,3e9f00d6408437d25c43d48784e1b049f33b6828a4d998bae683c522fca122c4
fresh_activate_override_v3,activate_override,3,expansion,cope,69ef812f2d6878ed3a2971828685737f7fc2a705b7dbf0d388f90f77909a0872,5833,True,True,True,True,none,0,6bc0361fc9a274d4151dc9fc653efdba263bf4b917e91aa10baf63ac536097b7
fresh_activate_override_v3,activate_override,3,expansion,compact_tx,69ef812f2d6878ed3a2971828685737f7fc2a705b7dbf0d388f90f77909a0872,5833,True,True,True,True,none,1,6bc0361fc9a274d4151dc9fc653efdba263bf4b917e91aa10baf63ac536097b7
fresh_activate_override_v3,activate_override,3,expansion,fsr_pc,69ef812f2d6878ed3a2971828685737f7fc2a705b7dbf0d388f90f77909a0872,5833,True,True,True,True,none,2,6bc0361fc9a274d4151dc9fc653efdba263bf4b917e91aa10baf63ac536097b7
fresh_activate_override_v4,activate_override,4,expansion,cope,0977b0deceaf318adbf7ec88ca6175b9e15bd5dadc065eadb1756ebf18fb4ab5,6677,True,True,True,True,none,2,e8a4ae7330398b53dfb94564f03d822cf835d3119e10c895d7d8c8a722c9098a
fresh_activate_override_v4,activate_override,4,expansion,compact_tx,0977b0deceaf318adbf7ec88ca6175b9e15bd5dadc065eadb1756ebf18fb4ab5,6677,True,True,True,True,none,0,e8a4ae7330398b53dfb94564f03d822cf835d3119e10c895d7d8c8a722c9098a
fresh_activate_override_v4,activate_override,4,expansion,fsr_pc,0977b0deceaf318adbf7ec88ca6175b9e15bd5dadc065eadb1756ebf18fb4ab5,6677,True,True,True,True,none,1,e8a4ae7330398b53dfb94564f03d822cf835d3119e10c895d7d8c8a722c9098a
fresh_activate_override_v5,activate_override,5,expansion,cope,0e048411e7273f1dcd256486711c5f9c1efadd0197cb4cd97d2e43fe8d34302a,7521,True,True,True,True,none,1,201d1bf3608a209afab45721ea02a3b286e6d872f60114b688ff7482fcde2b98
fresh_activate_override_v5,activate_override,5,expansion,compact_tx,0e048411e7273f1dcd256486711c5f9c1efadd0197cb4cd97d2e43fe8d34302a,7521,True,True,True,True,none,2,201d1bf3608a209afab45721ea02a3b286e6d872f60114b688ff7482fcde2b98
fresh_activate_override_v5,activate_override,5,expansion,fsr_pc,0e048411e7273f1dcd256486711c5f9c1efadd0197cb4cd97d2e43fe8d34302a,7521,True,True,True,True,none,0,201d1bf3608a209afab45721ea02a3b286e6d872f60114b688ff7482fcde2b98
fresh_release_override_v1,release_override,1,expansion,cope,dcf80f6c319b738afe9f4093d5f280fcd203e95999daf223beb85eb6bc1d5406,4363,True,True,True,True,none,0,a434b0a42737d6dfe8b7610987b5e17745b38abf037ac0e23b23157fd7b2e303
fresh_release_override_v1,release_override,1,expansion,compact_tx,dcf80f6c319b738afe9f4093d5f280fcd203e95999daf223beb85eb6bc1d5406,4363,True,True,True,True,none,1,a434b0a42737d6dfe8b7610987b5e17745b38abf037ac0e23b23157fd7b2e303
fresh_release_override_v1,release_override,1,expansion,fsr_pc,dcf80f6c319b738afe9f4093d5f280fcd203e95999daf223beb85eb6bc1d5406,4363,True,True,True,True,none,2,a434b0a42737d6dfe8b7610987b5e17745b38abf037ac0e23b23157fd7b2e303
fresh_release_override_v2,release_override,2,expansion,cope,80e83844a7e73bf4bed36d1fa1d00069c85792de4b11fe37f30e88ee10c384ae,5199,True,True,True,True,none,2,0c13c6817c9517248c829c21d7e931a82bc9968612c64ef699c768e3cebd0a3d
fresh_release_override_v2,release_override,2,expansion,compact_tx,80e83844a7e73bf4bed36d1fa1d00069c85792de4b11fe37f30e88ee10c384ae,5199,True,True,True,True,none,0,0c13c6817c9517248c829c21d7e931a82bc9968612c64ef699c768e3cebd0a3d
fresh_release_override_v2,release_override,2,expansion,fsr_pc,80e83844a7e73bf4bed36d1fa1d00069c85792de4b11fe37f30e88ee10c384ae,5199,True,True,True,True,none,1,0c13c6817c9517248c829c21d7e931a82bc9968612c64ef699c768e3cebd0a3d
fresh_release_override_v3,release_override,3,expansion,cope,b445891c35dcd78ac560a8506f233ed0ad0dbcc3fed51fab1783784cda931424,6073,True,True,True,True,none,1,f20803741591bece83075dca6595ad1c6534ab67136d6361556dec93870b158f
fresh_release_override_v3,release_override,3,expansion,compact_tx,b445891c35dcd78ac560a8506f233ed0ad0dbcc3fed51fab1783784cda931424,6073,True,True,True,True,none,2,f20803741591bece83075dca6595ad1c6534ab67136d6361556dec93870b158f
fresh_release_override_v3,release_override,3,expansion,fsr_pc,b445891c35dcd78ac560a8506f233ed0ad0dbcc3fed51fab1783784cda931424,6073,True,True,True,True,none,0,f20803741591bece83075dca6595ad1c6534ab67136d6361556dec93870b158f
fresh_release_override_v4,release_override,4,expansion,cope,60829fa1ae5fdf2256f3e85e26e5eacad450156dc98df366742f47d853d42a21,6909,True,True,True,True,none,0,316dba3e1414b80a8fa3b7d6dd449393289f242da501503d5b58f5a48e9bb098
fresh_release_override_v4,release_override,4,expansion,compact_tx,60829fa1ae5fdf2256f3e85e26e5eacad450156dc98df366742f47d853d42a21,6909,True,True,True,True,none,1,316dba3e1414b80a8fa3b7d6dd449393289f242da501503d5b58f5a48e9bb098
fresh_release_override_v4,release_override,4,expansion,fsr_pc,60829fa1ae5fdf2256f3e85e26e5eacad450156dc98df366742f47d853d42a21,6909,True,True,True,True,none,2,316dba3e1414b80a8fa3b7d6dd449393289f242da501503d5b58f5a48e9bb098
fresh_release_override_v5,release_override,5,expansion,cope,1258047406dc73dc43af10df25ea43ad484d125e30060e2b8de543f0a9ba2ef4,7745,True,True,True,True,none,2,202c3171ffa8064648cd7a02d0279e4e4eafe13b8ec08e5524b7c3e211744019
fresh_release_override_v5,release_override,5,expansion,compact_tx,1258047406dc73dc43af10df25ea43ad484d125e30060e2b8de543f0a9ba2ef4,7745,True,True,True,True,none,0,202c3171ffa8064648cd7a02d0279e4e4eafe13b8ec08e5524b7c3e211744019
