case_id,phase,family,source,arm,model,temperature,seed,max_completion_tokens,timeout_seconds,retry_budget,repair_budget,input_hash,common_input_bytes_sha256,normalized_request_sha256,fairness_pass,provider_status,provider_error,response_sha256,parser_valid,semantic_valid,first_pass_valid,semantic_correct,unauthorized_or_stale_edit,progress_corruption,continuity_error,compiled_directive,prompt_tokens,completion_tokens,latency_seconds,validator_calls,repair_success,proposal_bytes,call_order_position,parse_or_validation_error
continuity_invalid,smoke,continuity,public_synthetic,fsr_pc,qwen/qwen3.5-flash-02-23,0.0,20260802,4096,90.0,0,0,5905cbc13255b560d62ddac2406c09b82e0a95f2f0f022192971b41c9698d24d,32530bcab41bf163fd5561c1deb83525e4005b6fd6d3e55066d98da3e0bd014e,0e06250f6bd703df389bebfcb2d6ac97c7f21e026dbf8ee5ce26b1192ba611ad,True,configuration_blocked,credential_unavailable,,,,,,,,,,0,0,0.000000,0,not_enabled,0,2,
cancel_sibling,expansion,cancellation,public_synthetic,cope,qwen/qwen3.5-flash-02-23,0.0,20260802,4096,90.0,0,0,d70e32303e2007d36665a65ff0f7a1a7160835c118261c7b2eca0c62e7cbc7d4,6d777667dbc9742600e9760bed19a72bc1d1e6331cbc3db807a39d0a130a9614,33db82534223ae280c3cac772c05f9ea413fbd93893662d5e924a103dbd76c46,True,configuration_blocked,credential_unavailable,,,,,,,,,,0,0,0.000000,0,not_enabled,0,2,
cancel_sibling,expansion,cancellation,public_synthetic,compact_tx,qwen/qwen3.5-flash-02-23,0.0,20260802,4096,90.0,0,0,d70e32303e2007d36665a65ff0f7a1a7160835c118261c7b2eca0c62e7cbc7d4,6d777667dbc9742600e9760bed19a72bc1d1e6331cbc3db807a39d0a130a9614,33db82534223ae280c3cac772c05f9ea413fbd93893662d5e924a103dbd76c46,True,configuration_blocked,credential_unavailable,,,,,,,,,,0,0,0.000000,0,not_enabled,0,0,
cancel_sibling,expansion,cancellation,public_synthetic,fsr_pc,qwen/qwen3.5-flash-02-23,0.0,20260802,4096,90.0,0,0,d70e32303e2007d36665a65ff0f7a1a7160835c118261c7b2eca0c62e7cbc7d4,6d777667dbc9742600e9760bed19a72bc1d1e6331cbc3db807a39d0a130a9614,33db82534223ae280c3cac772c05f9ea413fbd93893662d5e924a103dbd76c46,True,configuration_blocked,credential_unavailable,,,,,,,,,,0,0,0.000000,0,not_enabled,0,1,
activate_override,expansion,override,public_synthetic,cope,qwen/qwen3.5-flash-02-23,0.0,20260802,4096,90.0,0,0,421c035579ab824aa9017e6b15d1397c41620e4862c8f63493f1f76539315596,c6f6ecff1a47809137fa3fc0647d3c30261dc2e36ccd6c5aa79c45d02998d241,78509868661a8f653be1bcb4bd00cf285c5c621fdbd4ba6b41560e62bf00619c,True,configuration_blocked,credential_unavailable,,,,,,,,,,0,0,0.000000,0,not_enabled,0,1,
activate_override,expansion,override,public_synthetic,compact_tx,qwen/qwen3.5-flash-02-23,0.0,20260802,4096,90.0,0,0,421c035579ab824aa9017e6b15d1397c41620e4862c8f63493f1f76539315596,c6f6ecff1a47809137fa3fc0647d3c30261dc2e36ccd6c5aa79c45d02998d241,78509868661a8f653be1bcb4bd00cf285c5c621fdbd4ba6b41560e62bf00619c,True,configuration_blocked,credential_unavailable,,,,,,,,,,0,0,0.000000,0,not_enabled,0,2,
activate_override,expansion,override,public_synthetic,fsr_pc,qwen/qwen3.5-flash-02-23,0.0,20260802,4096,90.0,0,0,421c035579ab824aa9017e6b15d1397c41620e4862c8f63493f1f76539315596,c6f6ecff1a47809137fa3fc0647d3c30261dc2e36ccd6c5aa79c45d02998d241,78509868661a8f653be1bcb4bd00cf285c5c621fdbd4ba6b41560e62bf00619c,True,configuration_blocked,credential_unavailable,,,,,,,,,,0,0,0.000000,0,not_enabled,0,0,
release_override,expansion,release,public_synthetic,cope,qwen/qwen3.5-flash-02-23,0.0,20260802,4096,90.0,0,0,35b111659eaf1f4fa148c3edf63ce97ad9cddd6d75af37ea2d50e0a5c080755e,d0d5e51d257d41dd08a966df2caba035757c94d2e2466257dcee8e8cc180319c,b2cf6816c6a80c6fc6014d967a71bbd2473965c23ad34128bf01044ccae8d965,True,configuration_blocked,credential_unavailable,,,,,,,,,,0,0,0.000000,0,not_enabled,0,0,
release_override,expansion,release,public_synthetic,compact_tx,qwen/qwen3.5-flash-02-23,0.0,20260802,4096,90.0,0,0,35b111659eaf1f4fa148c3edf63ce97ad9cddd6d75af37ea2d50e0a5c080755e,d0d5e51d257d41dd08a966df2caba035757c94d2e2466257dcee8e8cc180319c,b2cf6816c6a80c6fc6014d967a71bbd2473965c23ad34128bf01044ccae8d965,True,configuration_blocked,credential_unavailable,,,,,,,,,,0,0,0.000000,0,not_enabled,0,1,
release_override,expansion,release,public_synthetic,fsr_pc,qwen/qwen3.5-flash-02-23,0.0,20260802,4096,90.0,0,0,35b111659eaf1f4fa148c3edf63ce97ad9cddd6d75af37ea2d50e0a5c080755e,d0d5e51d257d41dd08a966df2caba035757c94d2e2466257dcee8e8cc180319c,b2cf6816c6a80c6fc6014d967a71bbd2473965c23ad34128bf01044ccae8d965,True,configuration_blocked,credential_unavailable,,,,,,,,,,0,0,0.000000,0,not_enabled,0,2,
world_change_release,expansion,release_world_change,public_synthetic,cope,qwen/qwen3.5-flash-02-23,0.0,20260802,4096,90.0,0,0,3b773b83ac712a820a364c48f0e7c0228912705eff4caf09fee574572d89f300,d113a5f58ba69306957f5df7bafc50c964ba2cd9b59f1d013e28d18284bbfac3,00b876ee35751bfb0c4402dd167c97011983b6288ebd2a9415f1655a0a37ec43,True,configuration_blocked,credential_unavailable,,,,,,,,,,0,0,0.000000,0,not_enabled,0,2,
world_change_release,expansion,release_world_change,public_synthetic,compact_tx,qwen/qwen3.5-flash-02-23,0.0,20260802,4096,90.0,0,0,3b773b83ac712a820a364c48f0e7c0228912705eff4caf09fee574572d89f300,d113a5f58ba69306957f5df7bafc50c964ba2cd9b59f1d013e28d18284bbfac3,00b876ee35751bfb0c4402dd167c97011983b6288ebd2a9415f1655a0a37ec43,True,configuration_blocked,credential_unavailable,,,,,,,,,,0,0,0.000000,0,not_enabled,0,0,
world_change_release,expansion,release_world_change,public_synthetic,fsr_pc,qwen/qwen3.5-flash-02-23,0.0,20260802,4096,90.0,0,0,3b773b83ac712a820a364c48f0e7c0228912705eff4caf09fee574572d89f300,d113a5f58ba69306957f5df7bafc50c964ba2cd9b59f1d013e28d18284bbfac3,00b876ee35751bfb0c4402dd167c97011983b6288ebd2a9415f1655a0a37ec43,True,configuration_blocked,credential_unavailable,,,,,,,,,,0,0,0.000000,0,not_enabled,0,1,
stale_version,expansion,version,public_synthetic,cope,qwen/qwen3.5-flash-02-23,0.0,20260802,4096,90.0,0,0,861d7f043e35393f861d215f107bc505aa8e04aa276ec4e89795f189339fd1b6,8b96f7f9e9b2b42b559c880c033f1faa34d92ccedfb0c283a6bc6e75f8bdc3d1,4b18815faf4bb866845c11663020681e081d6ab0c9a6b4f6c6535ca62e73858c,True,configuration_blocked,credential_unavailable,,,,,,,,,,0,0,0.000000,0,not_enabled,0,1,
stale_version,expansion,version,public_synthetic,compact_tx,qwen/qwen3.5-flash-02-23,0.0,20260802,4096,90.0,0,0,861d7f043e35393f861d215f107bc505aa8e04aa276ec4e89795f189339fd1b6,8b96f7f9e9b2b42b559c880c033f1faa34d92ccedfb0c283a6bc6e75f8bdc3d1,4b18815faf4bb866845c11663020681e081d6ab0c9a6b4f6c6535ca62e73858c,True,configuration_blocked,credential_unavailable,,,,,,,,,,0,0,0.000000,0,not_enabled,0,2,
stale_version,expansion,version,public_synthetic,fsr_pc,qwen/qwen3.5-flash-02-23,0.0,20260802,4096,90.0,0,0,861d7f043e35393f861d215f107bc505aa8e04aa276ec4e89795f189339fd1b6,8b96f7f9e9b2b42b559c880c033f1faa34d92ccedfb0c283a6bc6e75f8bdc3d1,4b18815faf4bb866845c11663020681e081d6ab0c9a6b4f6c6535ca62e73858c,True,configuration_blocked,credential_unavailable,,,,,,,,,,0,0,0.000000,0,not_enabled,0,0,
idempotence,expansion,idempotence,public_synthetic,cope,qwen/qwen3.5-flash-02-23,0.0,20260802,4096,90.0,0,0,4242b4432cb1eac4b2f0b7f0bcfcc22013fa28664efd87483e5fd9d517f11850,92aa17fb4d6eb5ce94ae6849268ba5c380e2d8ccbed8c1467c792ae08797b023,8044c448dc6dd501c5207d9b2b0eca40960eabb2d9b9bebfc90792477e29b9c5,True,configuration_blocked,credential_unavailable,,,,,,,,,,0,0,0.000000,0,not_enabled,0,0,
idempotence,expansion,idempotence,public_synthetic,compact_tx,qwen/qwen3.5-flash-02-23,0.0,20260802,4096,90.0,0,0,4242b4432cb1eac4b2f0b7f0bcfcc22013fa28664efd87483e5fd9d517f11850,92aa17fb4d6eb5ce94ae6849268ba5c380e2d8ccbed8c1467c792ae08797b023,8044c448dc6dd501c5207d9b2b0eca40960eabb2d9b9bebfc90792477e29b9c5,True,configuration_blocked,credential_unavailable,,,,,,,,,,0,0,0.000000,0,not_enabled,0,1,
idempotence,expansion,idempotence,public_synthetic,fsr_pc,qwen/qwen3.5-flash-02-23,0.0,20260802,4096,90.0,0,0,4242b4432cb1eac4b2f0b7f0bcfcc22013fa28664efd87483e5fd9d517f11850,92aa17fb4d6eb5ce94ae6849268ba5c380e2d8ccbed8c1467c792ae08797b023,8044c448dc6dd501c5207d9b2b0eca40960eabb2d9b9bebfc90792477e29b9c5,True,configuration_blocked,credential_unavailable,,,,,,,,,,0,0,0.000000,0,not_enabled,0,2,
irrelevant_sibling_change,expansion,irrelevant_change,public_synthetic,cope,qwen/qwen3.5-flash-02-23,0.0,20260802,4096,90.0,0,0,208a55daa80e5ff725c537ba7bae3368d2fd3217869e8553099502bbc774f692,f1279a24cbe2754d77d074541bd7872b0971019ff820a98ab1563f385b9a8b16,0866b24239d48848916f0f52f1a9f7297f96678232d692f60328db2d2d3b0256,True,configuration_blocked,credential_unavailable,,,,,,,,,,0,0,0.000000,0,not_enabled,0,2,
irrelevant_sibling_change,expansion,irrelevant_change,public_synthetic,compact_tx,qwen/qwen3.5-flash-02-23,0.0,20260802,4096,90.0,0,0,208a55daa80e5ff725c537ba7bae3368d2fd3217869e8553099502bbc774f692,f1279a24cbe2754d77d074541bd7872b0971019ff820a98ab1563f385b9a8b16,0866b24239d48848916f0f52f1a9f7297f96678232d692f60328db2d2d3b0256,True,configuration_blocked,credential_unavailable,,,,,,,,,,0,0,0.000000,0,not_enabled,0,0,
irrelevant_sibling_change,expansion,irrelevant_change,public_synthetic,fsr_pc,qwen/qwen3.5-flash-02-23,0.0,20260802,4096,90.0,0,0,208a55daa80e5ff725c537ba7bae3368d2fd3217869e8553099502bbc774f692,f1279a24cbe2754d77d074541bd7872b0971019ff820a98ab1563f385b9a8b16,0866b24239d48848916f0f52f1a9f7297f96678232d692f60328db2d2d3b0256,True,configuration_blocked,credential_unavailable,,,,,,,,,,0,0,0.000000,0,not_enabled,0,1,
continuity_valid,expansion,continuity,public_synthetic,cope,qwen/qwen3.5-flash-02-23,0.0,20260802,4096,90.0,0,0,1796c5bae12f0f95c7a063e8a0b180982d0a286882675d546b9950e8e1dbd6fd,3803d79ae53acf135142a3b39ee5e332460ce12bf3b5beaaec73d84e729bcb92,394f9061efce766d5dcc8494d8b818739d156798eb2d48e27bcd8bcf10ec58e6,True,configuration_blocked,credential_unavailable,,,,,,,,,,0,0,0.000000,0,not_enabled,0,1,
continuity_valid,expansion,continuity,public_synthetic,compact_tx,qwen/qwen3.5-flash-02-23,0.0,20260802,4096,90.0,0,0,1796c5bae12f0f95c7a063e8a0b180982d0a286882675d546b9950e8e1dbd6fd,3803d79ae53acf135142a3b39ee5e332460ce12bf3b5beaaec73d84e729bcb92,394f9061efce766d5dcc8494d8b818739d156798eb2d48e27bcd8bcf10ec58e6,True,configuration_blocked,credential_unavailable,,,,,,,,,,0,0,0.000000,0,not_enabled,0,2,
continuity_valid,expansion,continuity,public_synthetic,fsr_pc,qwen/qwen3.5-flash-02-23,0.0,20260802,4096,90.0,0,0,1796c5bae12f0f95c7a063e8a0b180982d0a286882675d546b9950e8e1dbd6fd,3803d79ae53acf135142a3b39ee5e332460ce12bf3b5beaaec73d84e729bcb92,394f9061efce766d5dcc8494d8b818739d156798eb2d48e27bcd8bcf10ec58e6,True,configuration_blocked,credential_unavailable,,,,,,,,,,0,0,0.000000,0,not_enabled,0,0,
