task_suite,task_id,task_name,initial_state_id,state_sha256,dtype,dtype_str,shape,strides,serialization_order,serialized_bytes,finite,catalog_expected_sha256,catalog_match,catalog_reference_sha256,bddl_sha256,bddl_path,init_file_sha256,init_file_bytes,init_file_path,whole_array_shape,whole_array_dtype,source_host,source_repository_head,local_integrated_head,libero_source_head,observed_utc,evidence_status
libero_10,4,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,4365b3c5a82da7f8818c11ef5fd494c4890c17c4c3e27948dc290a9ac2f08131,float64,<f8,[84],[8],C,672,true,,not_previously_present,e2406a00c8b39b497f3a8af7ffa39d7ed117394a9f64085f2c6e69914f763f2f,0c6749b920bff1e1efe47ffb0e0b801a3e6959a650e710f376dd2b812c74e865,/home/lijingsu/vla/src/LIBERO/libero/libero/bddl_files/libero_10/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate.bddl,b6f20784b381c75d715f4fdaadda1fb460cbe24adcbad76f381a009419b8474e,41775,/home/lijingsu/vla/src/LIBERO/libero/libero/init_files/libero_10/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate.pruned_init,"[50, 84]",float64,fvl12,c0308c1fc13036ef34983dd07397744f659cb417,688b7eb3a91fdf5229ea2cda87e9a33f85566fe6,570d78333ee977c8ae6de3d97120b23272c4c660,2026-09-06T17:09:41.090632+00:00,SOURCE_DERIVED_UNQUALIFIED
libero_10,4,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,1,b55dd89278457f3c00d7b4d871dc8d64e84534e5a119dd35a53e5a152c831d6a,float64,<f8,[84],[8],C,672,true,,not_previously_present,e2406a00c8b39b497f3a8af7ffa39d7ed117394a9f64085f2c6e69914f763f2f,0c6749b920bff1e1efe47ffb0e0b801a3e6959a650e710f376dd2b812c74e865,/home/lijingsu/vla/src/LIBERO/libero/libero/bddl_files/libero_10/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate.bddl,b6f20784b381c75d715f4fdaadda1fb460cbe24adcbad76f381a009419b8474e,41775,/home/lijingsu/vla/src/LIBERO/libero/libero/init_files/libero_10/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate.pruned_init,"[50, 84]",float64,fvl12,c0308c1fc13036ef34983dd07397744f659cb417,688b7eb3a91fdf5229ea2cda87e9a33f85566fe6,570d78333ee977c8ae6de3d97120b23272c4c660,2026-09-06T17:09:41.090632+00:00,SOURCE_DERIVED_UNQUALIFIED
libero_10,4,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,2,1d2fdd615bb32a097ad2781dd5e9203104555e54521dd9bce6eacbb5bf718e33,float64,<f8,[84],[8],C,672,true,,not_previously_present,e2406a00c8b39b497f3a8af7ffa39d7ed117394a9f64085f2c6e69914f763f2f,0c6749b920bff1e1efe47ffb0e0b801a3e6959a650e710f376dd2b812c74e865,/home/lijingsu/vla/src/LIBERO/libero/libero/bddl_files/libero_10/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate.bddl,b6f20784b381c75d715f4fdaadda1fb460cbe24adcbad76f381a009419b8474e,41775,/home/lijingsu/vla/src/LIBERO/libero/libero/init_files/libero_10/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate.pruned_init,"[50, 84]",float64,fvl12,c0308c1fc13036ef34983dd07397744f659cb417,688b7eb3a91fdf5229ea2cda87e9a33f85566fe6,570d78333ee977c8ae6de3d97120b23272c4c660,2026-09-06T17:09:41.090632+00:00,SOURCE_DERIVED_UNQUALIFIED
libero_10,4,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,3,79a2ec18a6067d027a62de697a1931bf818dffc4dd7572c39c4426e122bd35d0,float64,<f8,[84],[8],C,672,true,,not_previously_present,e2406a00c8b39b497f3a8af7ffa39d7ed117394a9f64085f2c6e69914f763f2f,0c6749b920bff1e1efe47ffb0e0b801a3e6959a650e710f376dd2b812c74e865,/home/lijingsu/vla/src/LIBERO/libero/libero/bddl_files/libero_10/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate.bddl,b6f20784b381c75d715f4fdaadda1fb460cbe24adcbad76f381a009419b8474e,41775,/home/lijingsu/vla/src/LIBERO/libero/libero/init_files/libero_10/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate.pruned_init,"[50, 84]",float64,fvl12,c0308c1fc13036ef34983dd07397744f659cb417,688b7eb3a91fdf5229ea2cda87e9a33f85566fe6,570d78333ee977c8ae6de3d97120b23272c4c660,2026-09-06T17:09:41.090632+00:00,SOURCE_DERIVED_UNQUALIFIED
libero_10,4,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,4,4da1e19512111404fa9dc3c87088cf26dce60996e1e9cf5b43ca04c73465a4e6,float64,<f8,[84],[8],C,672,true,,not_previously_present,e2406a00c8b39b497f3a8af7ffa39d7ed117394a9f64085f2c6e69914f763f2f,0c6749b920bff1e1efe47ffb0e0b801a3e6959a650e710f376dd2b812c74e865,/home/lijingsu/vla/src/LIBERO/libero/libero/bddl_files/libero_10/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate.bddl,b6f20784b381c75d715f4fdaadda1fb460cbe24adcbad76f381a009419b8474e,41775,/home/lijingsu/vla/src/LIBERO/libero/libero/init_files/libero_10/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate.pruned_init,"[50, 84]",float64,fvl12,c0308c1fc13036ef34983dd07397744f659cb417,688b7eb3a91fdf5229ea2cda87e9a33f85566fe6,570d78333ee977c8ae6de3d97120b23272c4c660,2026-09-06T17:09:41.090632+00:00,SOURCE_DERIVED_UNQUALIFIED
libero_10,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,61a34575b44313156895ce73996cf18dd243c396572fd0e1cd476e0e9fbe70af,float64,<f8,[47],[8],C,376,true,,not_previously_present,e2406a00c8b39b497f3a8af7ffa39d7ed117394a9f64085f2c6e69914f763f2f,ae1299a707d3e810096ad648948c517de40474bcdacca93a15e17d191e34454a,/home/lijingsu/vla/src/LIBERO/libero/libero/bddl_files/libero_10/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove.bddl,44f992e911c84a1340589510ecdaf947a4872966f7678c8364d8bb5d13dc4dac,22831,/home/lijingsu/vla/src/LIBERO/libero/libero/init_files/libero_10/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove.pruned_init,"[50, 47]",float64,fvl12,c0308c1fc13036ef34983dd07397744f659cb417,688b7eb3a91fdf5229ea2cda87e9a33f85566fe6,570d78333ee977c8ae6de3d97120b23272c4c660,2026-09-06T17:09:41.090632+00:00,SOURCE_DERIVED_UNQUALIFIED
libero_10,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,1,cf1b859b0688c3c3ea64fba0ab5bd29b88ff7f28dc5893df4cb7564ac4db8cce,float64,<f8,[47],[8],C,376,true,,not_previously_present,e2406a00c8b39b497f3a8af7ffa39d7ed117394a9f64085f2c6e69914f763f2f,ae1299a707d3e810096ad648948c517de40474bcdacca93a15e17d191e34454a,/home/lijingsu/vla/src/LIBERO/libero/libero/bddl_files/libero_10/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove.bddl,44f992e911c84a1340589510ecdaf947a4872966f7678c8364d8bb5d13dc4dac,22831,/home/lijingsu/vla/src/LIBERO/libero/libero/init_files/libero_10/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove.pruned_init,"[50, 47]",float64,fvl12,c0308c1fc13036ef34983dd07397744f659cb417,688b7eb3a91fdf5229ea2cda87e9a33f85566fe6,570d78333ee977c8ae6de3d97120b23272c4c660,2026-09-06T17:09:41.090632+00:00,SOURCE_DERIVED_UNQUALIFIED
libero_10,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,9f3bbe14f940c66de58d1dbecf0b5a2af12b48cbb93deec15c094fe4a9f5323a,float64,<f8,[47],[8],C,376,true,,not_previously_present,e2406a00c8b39b497f3a8af7ffa39d7ed117394a9f64085f2c6e69914f763f2f,ae1299a707d3e810096ad648948c517de40474bcdacca93a15e17d191e34454a,/home/lijingsu/vla/src/LIBERO/libero/libero/bddl_files/libero_10/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove.bddl,44f992e911c84a1340589510ecdaf947a4872966f7678c8364d8bb5d13dc4dac,22831,/home/lijingsu/vla/src/LIBERO/libero/libero/init_files/libero_10/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove.pruned_init,"[50, 47]",float64,fvl12,c0308c1fc13036ef34983dd07397744f659cb417,688b7eb3a91fdf5229ea2cda87e9a33f85566fe6,570d78333ee977c8ae6de3d97120b23272c4c660,2026-09-06T17:09:41.090632+00:00,SOURCE_DERIVED_UNQUALIFIED
libero_10,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,f53dd32b70bd23ffa2dd5b1e41267ba1c59e88e245857be8b71d5f9b93865763,float64,<f8,[47],[8],C,376,true,,not_previously_present,e2406a00c8b39b497f3a8af7ffa39d7ed117394a9f64085f2c6e69914f763f2f,ae1299a707d3e810096ad648948c517de40474bcdacca93a15e17d191e34454a,/home/lijingsu/vla/src/LIBERO/libero/libero/bddl_files/libero_10/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove.bddl,44f992e911c84a1340589510ecdaf947a4872966f7678c8364d8bb5d13dc4dac,22831,/home/lijingsu/vla/src/LIBERO/libero/libero/init_files/libero_10/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove.pruned_init,"[50, 47]",float64,fvl12,c0308c1fc13036ef34983dd07397744f659cb417,688b7eb3a91fdf5229ea2cda87e9a33f85566fe6,570d78333ee977c8ae6de3d97120b23272c4c660,2026-09-06T17:09:41.090632+00:00,SOURCE_DERIVED_UNQUALIFIED
libero_10,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,4,02b2b6ed14553a05557e097c0a838ce6f5d5aa05c839844aef81678752dace65,float64,<f8,[47],[8],C,376,true,,not_previously_present,e2406a00c8b39b497f3a8af7ffa39d7ed117394a9f64085f2c6e69914f763f2f,ae1299a707d3e810096ad648948c517de40474bcdacca93a15e17d191e34454a,/home/lijingsu/vla/src/LIBERO/libero/libero/bddl_files/libero_10/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove.bddl,44f992e911c84a1340589510ecdaf947a4872966f7678c8364d8bb5d13dc4dac,22831,/home/lijingsu/vla/src/LIBERO/libero/libero/init_files/libero_10/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove.pruned_init,"[50, 47]",float64,fvl12,c0308c1fc13036ef34983dd07397744f659cb417,688b7eb3a91fdf5229ea2cda87e9a33f85566fe6,570d78333ee977c8ae6de3d97120b23272c4c660,2026-09-06T17:09:41.090632+00:00,SOURCE_DERIVED_UNQUALIFIED
