case_id,family,mode,arm,call_order_position,provider_status,provider_error,parser_valid,semantic_correct,unsafe_mutation_attempt,input_hash,common_input_bytes_sha256,normalized_request_sha256,fairness_pass,response_sha256,prompt_tokens,completion_tokens,proposal_bytes,latency_seconds,retry_count,parse_or_validation_error,model,reasoning_effort,temperature,seed,max_completion_tokens,timeout_seconds,retry_budget,repair_budget,fallback_used,oracle_substitution
X16-O01,override,structured,fsr_pc,3,ok,,True,False,True,a264072b2d609ca0da0b6bbe380b491a94e5f7c12cee8e97762e0110d6b01ade,529e2a25c2de9e9ecced26ba4c9113d3de021ef9da8ec1ccb5b4566f9f730470,1abd600cee2a0b92bf88dec710cf02e3e08bddc626d77da1df16e9d06ebb5f5c,True,995a19d2af862315bc27079df0d5f83c153b21330f63b21b152314a163be6735,1412,517,1031,2.998069,0,ValueError:candidate differs from canonical post-state,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-O01,override,structured,cope,4,ok,,True,False,True,a264072b2d609ca0da0b6bbe380b491a94e5f7c12cee8e97762e0110d6b01ade,529e2a25c2de9e9ecced26ba4c9113d3de021ef9da8ec1ccb5b4566f9f730470,1abd600cee2a0b92bf88dec710cf02e3e08bddc626d77da1df16e9d06ebb5f5c,True,8518940de9e01a205259e8cee07bc1dc0e63b4094cd1c9b084d4a2932ee709ad,1252,330,673,2.140119,0,ValueError:candidate differs from canonical post-state,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-R01,release,plain,compact_tx,1,ok,,True,False,True,ea2a9312db06be9f17c6f44ff107233167109ec9750b544e0d4d9bbef627a76d,cc06ed0b30170bb009d310478f03ac25f818f4fa4cd143be652c8ce5d4f8c2e7,ece8dbf163ffe11ba1d77494430d3dd448528601494cf98f19352430986ad1e4,True,433d7c707684055dd97a0f22dc6882399543f290affd113881e250b06ce630d2,904,315,634,1.909847,0,ValueError:candidate differs from canonical post-state,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-R01,release,plain,fsr_pc,2,ok,,True,False,True,ea2a9312db06be9f17c6f44ff107233167109ec9750b544e0d4d9bbef627a76d,cc06ed0b30170bb009d310478f03ac25f818f4fa4cd143be652c8ce5d4f8c2e7,ece8dbf163ffe11ba1d77494430d3dd448528601494cf98f19352430986ad1e4,True,b2c269321413ca32b47034edc7171eb9a877842f7ffecb7eb860b36266a126c4,1396,444,896,2.616572,0,ValueError:candidate differs from canonical post-state,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-R01,release,plain,cope,3,ok,,True,False,True,ea2a9312db06be9f17c6f44ff107233167109ec9750b544e0d4d9bbef627a76d,cc06ed0b30170bb009d310478f03ac25f818f4fa4cd143be652c8ce5d4f8c2e7,ece8dbf163ffe11ba1d77494430d3dd448528601494cf98f19352430986ad1e4,True,3387e708afd0fc7d31f6bf6eb63c30199e1a4f6ffe05b87716f1744da6e5aa6f,1236,232,461,1.511001,0,ValueError:oracle reason_code mismatch,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-R01,release,plain,neutral_typed,4,ok,,True,False,True,ea2a9312db06be9f17c6f44ff107233167109ec9750b544e0d4d9bbef627a76d,cc06ed0b30170bb009d310478f03ac25f818f4fa4cd143be652c8ce5d4f8c2e7,ece8dbf163ffe11ba1d77494430d3dd448528601494cf98f19352430986ad1e4,True,c02c3bf94b9a3576c450a459af0c3c171b8e3380627acf0fd3fa28e12e7bf080,1267,203,393,1.464221,0,KeyError:'status',qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-R01,release,structured,compact_tx,1,ok,,True,False,True,ea2a9312db06be9f17c6f44ff107233167109ec9750b544e0d4d9bbef627a76d,cc06ed0b30170bb009d310478f03ac25f818f4fa4cd143be652c8ce5d4f8c2e7,b231a85eb5552084675a2f7f8318310af92dcdef591dffed1ac0d906e079ba94,True,9bd174977675b0206228e063b058262803b2314e7401c5fa04297272d6c8c21b,904,316,657,2.008544,0,ValueError:candidate differs from canonical post-state,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-R01,release,structured,fsr_pc,2,ok,,True,False,True,ea2a9312db06be9f17c6f44ff107233167109ec9750b544e0d4d9bbef627a76d,cc06ed0b30170bb009d310478f03ac25f818f4fa4cd143be652c8ce5d4f8c2e7,b231a85eb5552084675a2f7f8318310af92dcdef591dffed1ac0d906e079ba94,True,79a4475b9f2868d8b1190a943c986ac7e2f91eda555d11f90bcd36dd3b05940a,1396,444,896,2.709445,0,ValueError:candidate differs from canonical post-state,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-R01,release,structured,cope,3,ok,,True,False,True,ea2a9312db06be9f17c6f44ff107233167109ec9750b544e0d4d9bbef627a76d,cc06ed0b30170bb009d310478f03ac25f818f4fa4cd143be652c8ce5d4f8c2e7,b231a85eb5552084675a2f7f8318310af92dcdef591dffed1ac0d906e079ba94,True,66c1165d894e9c631446295cfaf2d3bce76500ae1484c38bf0317ea5f7dadc6a,1236,232,461,1.457305,0,ValueError:oracle reason_code mismatch,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-R01,release,structured,neutral_typed,4,ok,,True,False,True,ea2a9312db06be9f17c6f44ff107233167109ec9750b544e0d4d9bbef627a76d,cc06ed0b30170bb009d310478f03ac25f818f4fa4cd143be652c8ce5d4f8c2e7,b231a85eb5552084675a2f7f8318310af92dcdef591dffed1ac0d906e079ba94,True,c070da8f0ae32b6f97d3d87e3b973d926e4d932627cbb2aa1733083304a82b7a,1267,201,387,1.443440,0,KeyError:'status',qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-W01,world-change release,plain,fsr_pc,1,ok,,True,False,True,e9bf08831f6ea09407081c4290832abc9306e81635864ca291ab0089c9918d55,a9eb7bd215046e910ca27d03fe58cc42b4e8ff39539a512d0824bef1b0d1ccbc,5d0789c2da24ce1a544bf8e37f18549eba9755c2ff6aa4e9e931de4b0d3101e4,True,c85273480cb3e792988542460337696e11399fe04da34c26abe1d7d0a85d82be,1408,412,847,2.190191,0,ValueError:candidate differs from canonical post-state,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-W01,world-change release,plain,cope,2,ok,,True,False,True,e9bf08831f6ea09407081c4290832abc9306e81635864ca291ab0089c9918d55,a9eb7bd215046e910ca27d03fe58cc42b4e8ff39539a512d0824bef1b0d1ccbc,5d0789c2da24ce1a544bf8e37f18549eba9755c2ff6aa4e9e931de4b0d3101e4,True,a2a01683186e9bfa48a480f1099b712b02a126c0cbfb3b0c44ce25734136963d,1248,272,545,1.733309,0,ValueError:oracle reason_code mismatch,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-W01,world-change release,plain,neutral_typed,3,ok,,True,False,True,e9bf08831f6ea09407081c4290832abc9306e81635864ca291ab0089c9918d55,a9eb7bd215046e910ca27d03fe58cc42b4e8ff39539a512d0824bef1b0d1ccbc,5d0789c2da24ce1a544bf8e37f18549eba9755c2ff6aa4e9e931de4b0d3101e4,True,a6d843bcb9a015a4e617a54d4f27e7422d6f810aa5a718d904e47d89af52c763,1279,445,825,2.599287,0,ValueError:oracle reason_code mismatch,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-W01,world-change release,plain,compact_tx,4,ok,,True,False,True,e9bf08831f6ea09407081c4290832abc9306e81635864ca291ab0089c9918d55,a9eb7bd215046e910ca27d03fe58cc42b4e8ff39539a512d0824bef1b0d1ccbc,5d0789c2da24ce1a544bf8e37f18549eba9755c2ff6aa4e9e931de4b0d3101e4,True,003deff0402efb10e2eee8a9dfb2c7a3c7c7ac0e2438a06b378f9edd4b74d27d,916,460,906,2.598546,0,ValueError:record insert malformed,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-W01,world-change release,structured,fsr_pc,1,ok,,True,False,True,e9bf08831f6ea09407081c4290832abc9306e81635864ca291ab0089c9918d55,a9eb7bd215046e910ca27d03fe58cc42b4e8ff39539a512d0824bef1b0d1ccbc,4a1b1859e4d12d7f570b05bbe74a3d318043dbbe32d117a22f7dd98b3dd924fd,True,587308cdce8ecc91edbef48421da97156ef67e5aa6b672c857fbee24d216a666,1408,412,847,2.575593,0,ValueError:candidate differs from canonical post-state,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-W01,world-change release,structured,cope,2,ok,,True,False,True,e9bf08831f6ea09407081c4290832abc9306e81635864ca291ab0089c9918d55,a9eb7bd215046e910ca27d03fe58cc42b4e8ff39539a512d0824bef1b0d1ccbc,4a1b1859e4d12d7f570b05bbe74a3d318043dbbe32d117a22f7dd98b3dd924fd,True,a5947929efdb6befcd7b126b5c8dbe3b1f679672bc64d52bdb9a3793cae94b5c,1248,237,471,1.605656,0,ValueError:oracle reason_code mismatch,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-W01,world-change release,structured,neutral_typed,3,ok,,True,False,True,e9bf08831f6ea09407081c4290832abc9306e81635864ca291ab0089c9918d55,a9eb7bd215046e910ca27d03fe58cc42b4e8ff39539a512d0824bef1b0d1ccbc,4a1b1859e4d12d7f570b05bbe74a3d318043dbbe32d117a22f7dd98b3dd924fd,True,92ff7c895da25985a9c040d6e4883ebf6b22d65fd8ad706b044336826f0d56ba,1279,410,763,2.747608,0,ValueError:oracle reason_code mismatch,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-W01,world-change release,structured,compact_tx,4,ok,,True,False,True,e9bf08831f6ea09407081c4290832abc9306e81635864ca291ab0089c9918d55,a9eb7bd215046e910ca27d03fe58cc42b4e8ff39539a512d0824bef1b0d1ccbc,4a1b1859e4d12d7f570b05bbe74a3d318043dbbe32d117a22f7dd98b3dd924fd,True,be9fe0f55df7c8216db29ffee22e2f75e2a8ad7c5d3fe16a7876668132fa6674,916,486,967,3.122376,0,ValueError:record insert malformed,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-P01,replacement,plain,cope,1,ok,,True,False,True,848437bfb8d61b699cad4407ef3009c4be481426b015eee5df8aad75b6b4f09a,d75f5f8d2f5883ec268e91851112937b7017deb556b301a483928a1526b730db,003b787dcdaf0b44449a3ab786fcadeee53e56075a2d6e8b13abd129dfeac482,True,986d485c365bce62b93663513e47d1b2214095017970b822d8ca8c9843896862,1246,216,431,1.412783,0,ValueError:candidate differs from canonical post-state,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-P01,replacement,plain,neutral_typed,2,ok,,True,False,True,848437bfb8d61b699cad4407ef3009c4be481426b015eee5df8aad75b6b4f09a,d75f5f8d2f5883ec268e91851112937b7017deb556b301a483928a1526b730db,003b787dcdaf0b44449a3ab786fcadeee53e56075a2d6e8b13abd129dfeac482,True,3dcdfb5aa6ba8f4ad87574f401e2914e2fd0da38b92e4d358d81a203f1470ada,1277,416,784,2.455897,0,KeyError:'status',qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-P01,replacement,plain,compact_tx,3,ok,,True,False,True,848437bfb8d61b699cad4407ef3009c4be481426b015eee5df8aad75b6b4f09a,d75f5f8d2f5883ec268e91851112937b7017deb556b301a483928a1526b730db,003b787dcdaf0b44449a3ab786fcadeee53e56075a2d6e8b13abd129dfeac482,True,090f0d62bc8948ea7586cd84e60b8cab773051c21a924ae0b632dcfade8354fb,914,399,796,2.366520,0,ValueError:candidate differs from canonical post-state,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-P01,replacement,plain,fsr_pc,4,ok,,True,False,True,848437bfb8d61b699cad4407ef3009c4be481426b015eee5df8aad75b6b4f09a,d75f5f8d2f5883ec268e91851112937b7017deb556b301a483928a1526b730db,003b787dcdaf0b44449a3ab786fcadeee53e56075a2d6e8b13abd129dfeac482,True,54616020e056122ca77d732783d4dbec64f41236e13870b600e1918d251c9d37,1406,457,942,2.791950,0,ValueError:candidate differs from canonical post-state,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-P01,replacement,structured,cope,1,ok,,True,False,True,848437bfb8d61b699cad4407ef3009c4be481426b015eee5df8aad75b6b4f09a,d75f5f8d2f5883ec268e91851112937b7017deb556b301a483928a1526b730db,818261743ee6b8e6b5c8f8aea6711da0d9681ba7b2fd6150995afa89b6c9f28d,True,b915681e5af8f6a3ee76385fcae4dc6aa3b9d4aa1ad46e19cbe582c1f0ca4cbd,1246,216,431,2.509042,0,ValueError:candidate differs from canonical post-state,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-P01,replacement,structured,neutral_typed,2,ok,,True,False,True,848437bfb8d61b699cad4407ef3009c4be481426b015eee5df8aad75b6b4f09a,d75f5f8d2f5883ec268e91851112937b7017deb556b301a483928a1526b730db,818261743ee6b8e6b5c8f8aea6711da0d9681ba7b2fd6150995afa89b6c9f28d,True,c065bd68eb0606f946ae71a8500c6a2d1c4ef75cc911dc8d335d472e5e5f61b9,1277,493,967,2.883604,0,KeyError:'target_id',qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-P01,replacement,structured,compact_tx,3,ok,,True,False,True,848437bfb8d61b699cad4407ef3009c4be481426b015eee5df8aad75b6b4f09a,d75f5f8d2f5883ec268e91851112937b7017deb556b301a483928a1526b730db,818261743ee6b8e6b5c8f8aea6711da0d9681ba7b2fd6150995afa89b6c9f28d,True,f83506c2376ec7c892de19716bf234e0749cae230cb5d70d509cd2e6eb0698fb,914,399,796,2.653278,0,ValueError:candidate differs from canonical post-state,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-P01,replacement,structured,fsr_pc,4,ok,,True,False,True,848437bfb8d61b699cad4407ef3009c4be481426b015eee5df8aad75b6b4f09a,d75f5f8d2f5883ec268e91851112937b7017deb556b301a483928a1526b730db,818261743ee6b8e6b5c8f8aea6711da0d9681ba7b2fd6150995afa89b6c9f28d,True,eec12ba7d8f6ac35dc17340db8c702589fb24368bb772aa14c41c85cf4d2c8d6,1406,457,942,2.839053,0,ValueError:candidate differs from canonical post-state,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-CC01,continuity conflict,plain,neutral_typed,1,ok,,True,False,True,ec3320985e3525308fb4743520702c0835483b5ab3faea26e6edf4b4f3e90fe4,45439f16152a9bcd4c4b63f8ebdd0237d480d366202f0fd9ab688d0d0c5d2518,3c41b23242f9b96e46208aba93f3f71bb5c9097c084b56f74c7c9022d3c07548,True,f5ae947f1c593ed45cd4e85aca377c811a0ed94cd458cd4952044cb90d7496ab,1229,157,298,1.247552,0,KeyError:'target_id',qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-CC01,continuity conflict,plain,compact_tx,2,ok,,True,False,True,ec3320985e3525308fb4743520702c0835483b5ab3faea26e6edf4b4f3e90fe4,45439f16152a9bcd4c4b63f8ebdd0237d480d366202f0fd9ab688d0d0c5d2518,3c41b23242f9b96e46208aba93f3f71bb5c9097c084b56f74c7c9022d3c07548,True,9bb069d3780a0e9e7478f82b4c48aa835977ede451bf9d50cb74439de8d90f10,866,187,389,1.432366,0,"ValueError:expected one record carry_hot_part, got 0",qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-CC01,continuity conflict,plain,fsr_pc,3,ok,,True,False,True,ec3320985e3525308fb4743520702c0835483b5ab3faea26e6edf4b4f3e90fe4,45439f16152a9bcd4c4b63f8ebdd0237d480d366202f0fd9ab688d0d0c5d2518,3c41b23242f9b96e46208aba93f3f71bb5c9097c084b56f74c7c9022d3c07548,True,dab46971ca76ead95f0b8d2746fb452106f8306735be6d191cd1abd09a4efd04,1358,373,738,2.317040,0,ValueError:candidate differs from canonical post-state,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-CC01,continuity conflict,plain,cope,4,ok,,True,False,True,ec3320985e3525308fb4743520702c0835483b5ab3faea26e6edf4b4f3e90fe4,45439f16152a9bcd4c4b63f8ebdd0237d480d366202f0fd9ab688d0d0c5d2518,3c41b23242f9b96e46208aba93f3f71bb5c9097c084b56f74c7c9022d3c07548,True,081c389f46d1573ff6da3dc0534f2aedf6aadbd799699cc2f4b58199114d03a6,1198,152,284,1.213057,0,ValueError:candidate differs from canonical post-state,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-CC01,continuity conflict,structured,neutral_typed,1,ok,,True,False,True,ec3320985e3525308fb4743520702c0835483b5ab3faea26e6edf4b4f3e90fe4,45439f16152a9bcd4c4b63f8ebdd0237d480d366202f0fd9ab688d0d0c5d2518,23612ec61cac8168ec5edcdca6b2511a5afd075c7f9df89a6196275f675013e8,True,3e52ccd621c0a9a639eaba1baffc19767e08c3afac56a93eaa277e736610faba,1229,287,583,2.426202,0,KeyError:'target_id',qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-CC01,continuity conflict,structured,compact_tx,2,ok,,True,False,True,ec3320985e3525308fb4743520702c0835483b5ab3faea26e6edf4b4f3e90fe4,45439f16152a9bcd4c4b63f8ebdd0237d480d366202f0fd9ab688d0d0c5d2518,23612ec61cac8168ec5edcdca6b2511a5afd075c7f9df89a6196275f675013e8,True,7a3d8065d49ab2b607547280b1457da528fc0838bcab178e3904eaff43439b31,866,277,545,1.896860,0,ValueError:compact path invalid: /restorations/+/carry_hot_part,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-CC01,continuity conflict,structured,fsr_pc,3,ok,,True,False,True,ec3320985e3525308fb4743520702c0835483b5ab3faea26e6edf4b4f3e90fe4,45439f16152a9bcd4c4b63f8ebdd0237d480d366202f0fd9ab688d0d0c5d2518,23612ec61cac8168ec5edcdca6b2511a5afd075c7f9df89a6196275f675013e8,True,8781b8726a86ce9b8e52520abae3b2fa97425a1d7dc405e16f33a1ed48bb6db2,1358,373,738,2.329204,0,ValueError:candidate differs from canonical post-state,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-CC01,continuity conflict,structured,cope,4,ok,,True,False,True,ec3320985e3525308fb4743520702c0835483b5ab3faea26e6edf4b4f3e90fe4,45439f16152a9bcd4c4b63f8ebdd0237d480d366202f0fd9ab688d0d0c5d2518,23612ec61cac8168ec5edcdca6b2511a5afd075c7f9df89a6196275f675013e8,True,679c755ea2da99dda09c069190d3fa274a65418b302f6605a5c45c46a5378397,1198,152,284,1.334188,0,ValueError:candidate differs from canonical post-state,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
