suite,task_id,state_id,timing,mode,pair_key,prompt,oracle_execution,oracle_operation_selection,learned_policy_used,warmup_steps,completed_progress_success,physical_truth_before_first_patch,first_patch_accepted,held_checkpoint_success,held_object_lift_m,timing_advance_steps,event_step,action_prefix_sha256,sim_state_before_patch_sha256,sim_state_after_patch_sha256,patch_preserved_sim_state,patch_emitted_no_action,physical_truth_before_second_patch,held_at_event,held_in_region_at_event,eef_at_event,held_position_at_event,second_patch_accepted,revision_after_event_two,hash_chain_valid,safe_return_success,safe_return_error_m,replacement_skill_success,stale_place_success,done_object_in_region,butter_in_region,alphabet_soup_in_region,tomato_sauce_in_region,final_goal_success,stale_commitment_executed,environment_steps,within_horizon,force_contact_collision_safety_measured,expected_outcome_observed,source_csv
libero_10,1,1,pre_release,stale_continue,timing:task01:state01:pre_release,put both the cream cheese box and the butter in the basket,True,True,False,10,True,True,True,True,0.198117050,34,325,a9f4f1d548583493f688628048c96de2f7b728d956cb08e248d9b58168b34122,6f27c3e8466965933481db858fff37459f05bf997bd79f382856df83efdfd497,6f27c3e8466965933481db858fff37459f05bf997bd79f382856df83efdfd497,True,True,True,True,False,"[0.001763218,0.266016519,0.753894264]","[0.007682594,0.267081421,0.747578628]",True,3,True,,,,True,True,False,True,False,False,True,389,True,False,True,research/oracle_interruption_timing/raw_v1/state1_pre_release_stale_continue.csv
libero_10,1,1,pre_release,safe_return_switch,timing:task01:state01:pre_release,put both the cream cheese box and the butter in the basket,True,True,False,10,True,True,True,True,0.198117050,34,325,a9f4f1d548583493f688628048c96de2f7b728d956cb08e248d9b58168b34122,6f27c3e8466965933481db858fff37459f05bf997bd79f382856df83efdfd497,6f27c3e8466965933481db858fff37459f05bf997bd79f382856df83efdfd497,True,True,True,True,False,"[0.001763218,0.266016519,0.753894264]","[0.007682594,0.267081421,0.747578628]",True,3,True,True,0.002443300,True,,True,False,False,True,True,False,599,True,False,True,research/oracle_interruption_timing/raw_v1/state1_pre_release_safe_return_switch.csv
libero_10,1,2,post_lift,stale_continue,timing:task01:state02:post_lift,put both the cream cheese box and the butter in the basket,True,True,False,10,True,True,True,True,0.197968421,0,277,0a24777ff1a0d0ed930ee10c21852e30c79a73f9cc8658ae4c431eab035b6567,335d8a061439dfd7bb8158eb16a028cb089e2db015e9f9e8c03571b99e48decf,335d8a061439dfd7bb8158eb16a028cb089e2db015e9f9e8c03571b99e48decf,True,True,True,True,False,"[-0.114019999,-0.135492073,0.679354076]","[-0.107657317,-0.135041776,0.673138545]",True,3,True,,,,True,True,False,True,False,False,True,372,True,False,True,research/oracle_interruption_timing/raw_v1/state2_post_lift_stale_continue.csv
libero_10,1,2,post_lift,safe_return_switch,timing:task01:state02:post_lift,put both the cream cheese box and the butter in the basket,True,True,False,10,True,True,True,True,0.197968421,0,277,0a24777ff1a0d0ed930ee10c21852e30c79a73f9cc8658ae4c431eab035b6567,335d8a061439dfd7bb8158eb16a028cb089e2db015e9f9e8c03571b99e48decf,335d8a061439dfd7bb8158eb16a028cb089e2db015e9f9e8c03571b99e48decf,True,True,True,True,False,"[-0.114019999,-0.135492073,0.679354076]","[-0.107657317,-0.135041776,0.673138545]",True,3,True,True,0.001081403,True,,True,False,False,True,True,False,517,True,False,True,research/oracle_interruption_timing/raw_v1/state2_post_lift_safe_return_switch.csv
libero_10,1,2,mid_transfer,stale_continue,timing:task01:state02:mid_transfer,put both the cream cheese box and the butter in the basket,True,True,False,10,True,True,True,True,0.197968421,18,295,0562a97cc3ed8a022a0e8acd339e611b5d9d99d79841c311eae8301bfba3c0ad,ad2d43b9f0378e8287673bd5020c71e8d80c0ad5ad85213313cd7c44e1cc2208,ad2d43b9f0378e8287673bd5020c71e8d80c0ad5ad85213313cd7c44e1cc2208,True,True,True,True,False,"[-0.058395595,0.057125377,0.717858434]","[-0.051960434,0.057427371,0.711520936]",True,3,True,,,,True,True,False,True,False,False,True,376,True,False,True,research/oracle_interruption_timing/raw_v1/state2_mid_transfer_stale_continue.csv
libero_10,1,2,mid_transfer,safe_return_switch,timing:task01:state02:mid_transfer,put both the cream cheese box and the butter in the basket,True,True,False,10,True,True,True,True,0.197968421,18,295,0562a97cc3ed8a022a0e8acd339e611b5d9d99d79841c311eae8301bfba3c0ad,ad2d43b9f0378e8287673bd5020c71e8d80c0ad5ad85213313cd7c44e1cc2208,ad2d43b9f0378e8287673bd5020c71e8d80c0ad5ad85213313cd7c44e1cc2208,True,True,True,True,False,"[-0.058395595,0.057125377,0.717858434]","[-0.051960434,0.057427371,0.711520936]",True,3,True,True,0.001888226,True,,True,False,False,True,True,False,548,True,False,True,research/oracle_interruption_timing/raw_v1/state2_mid_transfer_safe_return_switch.csv
libero_10,1,2,pre_release,stale_continue,timing:task01:state02:pre_release,put both the cream cheese box and the butter in the basket,True,True,False,10,True,True,True,True,0.197968421,33,310,c6e6aa370d158116f6ba73b5a016bef90e100efb6290274a4d765e836efa4e2c,468569da62dfd1e6b518d3951c6d811dd24cfa7f7a865b58cbe8303c7b6d9cd6,468569da62dfd1e6b518d3951c6d811dd24cfa7f7a865b58cbe8303c7b6d9cd6,True,True,True,True,False,"[-0.006290075,0.252613032,0.75340376]","[0.000435028,0.252733869,0.747167697]",True,3,True,,,,True,True,False,True,False,False,True,374,True,False,True,research/oracle_interruption_timing/raw_v1/state2_pre_release_stale_continue.csv
libero_10,1,2,pre_release,safe_return_switch,timing:task01:state02:pre_release,put both the cream cheese box and the butter in the basket,True,True,False,10,True,True,True,True,0.197968421,33,310,c6e6aa370d158116f6ba73b5a016bef90e100efb6290274a4d765e836efa4e2c,468569da62dfd1e6b518d3951c6d811dd24cfa7f7a865b58cbe8303c7b6d9cd6,468569da62dfd1e6b518d3951c6d811dd24cfa7f7a865b58cbe8303c7b6d9cd6,True,True,True,True,False,"[-0.006290075,0.252613032,0.75340376]","[0.000435028,0.252733869,0.747167697]",True,3,True,True,0.000870831,True,,True,False,False,True,True,False,579,True,False,True,research/oracle_interruption_timing/raw_v1/state2_pre_release_safe_return_switch.csv
libero_10,1,3,post_lift,stale_continue,timing:task01:state03:post_lift,put both the cream cheese box and the butter in the basket,True,True,False,10,True,True,True,True,0.197869619,0,293,cfc79e383595acaf9b2f1313a86fd47c8d6445bb0d660cb074971eaa540610e6,88d8acfc56ff24067850f7be7b9b8f1c6d157a90abba402d813302b4248e64b6,88d8acfc56ff24067850f7be7b9b8f1c6d157a90abba402d813302b4248e64b6,True,True,True,True,False,"[-0.092580963,-0.173323104,0.679302018]","[-0.08686036,-0.172084115,0.673039743]",True,3,True,,,,True,True,False,True,False,False,True,392,True,False,True,research/oracle_interruption_timing/raw_v1/state3_post_lift_stale_continue.csv
libero_10,1,3,post_lift,safe_return_switch,timing:task01:state03:post_lift,put both the cream cheese box and the butter in the basket,True,True,False,10,True,True,True,True,0.197869619,0,293,cfc79e383595acaf9b2f1313a86fd47c8d6445bb0d660cb074971eaa540610e6,88d8acfc56ff24067850f7be7b9b8f1c6d157a90abba402d813302b4248e64b6,88d8acfc56ff24067850f7be7b9b8f1c6d157a90abba402d813302b4248e64b6,True,True,True,True,False,"[-0.092580963,-0.173323104,0.679302018]","[-0.08686036,-0.172084115,0.673039743]",True,3,True,True,0.002284972,True,,True,False,False,True,True,False,537,True,False,True,research/oracle_interruption_timing/raw_v1/state3_post_lift_safe_return_switch.csv
libero_10,1,3,mid_transfer,stale_continue,timing:task01:state03:mid_transfer,put both the cream cheese box and the butter in the basket,True,True,False,10,True,True,True,True,0.197869619,20,313,816d224c63d69b94653bf06a9aef052f904fe2a3ca22f526019c9a594f0b9294,bdd0a9b908edc34d23423e577321c35207b1f0f1300f1fb39294c53231ec719e,bdd0a9b908edc34d23423e577321c35207b1f0f1300f1fb39294c53231ec719e,True,True,True,True,False,"[-0.049849081,0.04248089,0.716234881]","[-0.043975357,0.043591791,0.709900851]",True,3,True,,,,True,True,False,True,False,False,True,395,True,False,True,research/oracle_interruption_timing/raw_v1/state3_mid_transfer_stale_continue.csv
libero_10,1,3,mid_transfer,safe_return_switch,timing:task01:state03:mid_transfer,put both the cream cheese box and the butter in the basket,True,True,False,10,True,True,True,True,0.197869619,20,313,816d224c63d69b94653bf06a9aef052f904fe2a3ca22f526019c9a594f0b9294,bdd0a9b908edc34d23423e577321c35207b1f0f1300f1fb39294c53231ec719e,bdd0a9b908edc34d23423e577321c35207b1f0f1300f1fb39294c53231ec719e,True,True,True,True,False,"[-0.049849081,0.04248089,0.716234881]","[-0.043975357,0.043591791,0.709900851]",True,3,True,True,0.001925109,True,,True,False,False,True,True,False,569,True,False,True,research/oracle_interruption_timing/raw_v1/state3_mid_transfer_safe_return_switch.csv
libero_10,1,3,pre_release,stale_continue,timing:task01:state03:pre_release,put both the cream cheese box and the butter in the basket,True,True,False,10,True,True,True,True,0.197869619,37,330,025af6f4f9b9d95cab61bf30bd066077bda77dfb207b9e9231812ab6b73cdcef,004794b89744cc9cb7424895721075f15a4bc5059f7adbaf2b4346a9b4dc17e9,004794b89744cc9cb7424895721075f15a4bc5059f7adbaf2b4346a9b4dc17e9,True,True,True,True,False,"[-0.005224678,0.262199083,0.754834909]","[0.000873723,0.263098274,0.748500404]",True,3,True,,,,True,True,False,True,False,False,True,394,True,False,True,research/oracle_interruption_timing/raw_v1/state3_pre_release_stale_continue.csv
libero_10,1,3,pre_release,safe_return_switch,timing:task01:state03:pre_release,put both the cream cheese box and the butter in the basket,True,True,False,10,True,True,True,True,0.197869619,37,330,025af6f4f9b9d95cab61bf30bd066077bda77dfb207b9e9231812ab6b73cdcef,004794b89744cc9cb7424895721075f15a4bc5059f7adbaf2b4346a9b4dc17e9,004794b89744cc9cb7424895721075f15a4bc5059f7adbaf2b4346a9b4dc17e9,True,True,True,True,False,"[-0.005224678,0.262199083,0.754834909]","[0.000873723,0.263098274,0.748500404]",True,3,True,True,0.002043782,True,,True,False,False,True,True,False,607,False,False,True,research/oracle_interruption_timing/raw_v1/state3_pre_release_safe_return_switch.csv
libero_10,1,4,post_lift,stale_continue,timing:task01:state04:post_lift,put both the cream cheese box and the butter in the basket,True,True,False,10,True,True,True,True,0.197953415,0,293,0a9f3b533de090daeb6636c25e2db4a57a238dac6aee5040832e13b4b5fdfd59,ff805ebcf54dc656410bb56eda31d6a0526a07f606903ab139691281ead45119,ff805ebcf54dc656410bb56eda31d6a0526a07f606903ab139691281ead45119,True,True,True,True,False,"[-0.112186257,-0.137158589,0.679342718]","[-0.105977509,-0.136615919,0.673123539]",True,3,True,,,,True,True,False,True,False,False,True,390,True,False,True,research/oracle_interruption_timing/raw_v1/state4_post_lift_stale_continue.csv
libero_10,1,4,post_lift,safe_return_switch,timing:task01:state04:post_lift,put both the cream cheese box and the butter in the basket,True,True,False,10,True,True,True,True,0.197953415,0,293,0a9f3b533de090daeb6636c25e2db4a57a238dac6aee5040832e13b4b5fdfd59,ff805ebcf54dc656410bb56eda31d6a0526a07f606903ab139691281ead45119,ff805ebcf54dc656410bb56eda31d6a0526a07f606903ab139691281ead45119,True,True,True,True,False,"[-0.112186257,-0.137158589,0.679342718]","[-0.105977509,-0.136615919,0.673123539]",True,3,True,True,0.001155058,True,,True,False,False,True,True,False,535,True,False,True,research/oracle_interruption_timing/raw_v1/state4_post_lift_safe_return_switch.csv
libero_10,1,4,mid_transfer,stale_continue,timing:task01:state04:mid_transfer,put both the cream cheese box and the butter in the basket,True,True,False,10,True,True,True,True,0.197953415,19,312,a8a06399df98f414fafff18c454ef48669c1dd6d028c808fbe932634d02fb645,4f3d7eece7ef8693311faf0122caf8ac5dd59a120e366a92ede869c9df83b6c0,4f3d7eece7ef8693311faf0122caf8ac5dd59a120e366a92ede869c9df83b6c0,True,True,True,True,False,"[-0.054306376,0.065093746,0.717574476]","[-0.048007962,0.065470317,0.711244942]",True,3,True,,,,True,True,False,True,False,False,True,393,True,False,True,research/oracle_interruption_timing/raw_v1/state4_mid_transfer_stale_continue.csv
libero_10,1,4,mid_transfer,safe_return_switch,timing:task01:state04:mid_transfer,put both the cream cheese box and the butter in the basket,True,True,False,10,True,True,True,True,0.197953415,19,312,a8a06399df98f414fafff18c454ef48669c1dd6d028c808fbe932634d02fb645,4f3d7eece7ef8693311faf0122caf8ac5dd59a120e366a92ede869c9df83b6c0,4f3d7eece7ef8693311faf0122caf8ac5dd59a120e366a92ede869c9df83b6c0,True,True,True,True,False,"[-0.054306376,0.065093746,0.717574476]","[-0.048007962,0.065470317,0.711244942]",True,3,True,True,0.001953965,True,,True,False,False,True,True,False,568,True,False,True,research/oracle_interruption_timing/raw_v1/state4_mid_transfer_safe_return_switch.csv
libero_10,1,4,pre_release,stale_continue,timing:task01:state04:pre_release,put both the cream cheese box and the butter in the basket,True,True,False,10,True,True,True,True,0.197953415,35,328,173850619367b5d0f24cfb6707552b582ad239707e658f461e35428cd5e29440,2302e39249415a07e51e373165b4404a4c4b846015f38e2f7d4eb98f55b99baa,2302e39249415a07e51e373165b4404a4c4b846015f38e2f7d4eb98f55b99baa,True,True,True,True,False,"[0.001599981,0.27014634,0.754228218]","[0.008165711,0.270324685,0.747970957]",True,3,True,,,,True,True,False,True,False,False,True,392,True,False,True,research/oracle_interruption_timing/raw_v1/state4_pre_release_stale_continue.csv
libero_10,1,4,pre_release,safe_return_switch,timing:task01:state04:pre_release,put both the cream cheese box and the butter in the basket,True,True,False,10,True,True,True,True,0.197953415,35,328,173850619367b5d0f24cfb6707552b582ad239707e658f461e35428cd5e29440,2302e39249415a07e51e373165b4404a4c4b846015f38e2f7d4eb98f55b99baa,2302e39249415a07e51e373165b4404a4c4b846015f38e2f7d4eb98f55b99baa,True,True,True,True,False,"[0.001599981,0.27014634,0.754228218]","[0.008165711,0.270324685,0.747970957]",True,3,True,True,0.000936060,True,,True,False,False,True,True,False,601,False,False,True,research/oracle_interruption_timing/raw_v1/state4_pre_release_safe_return_switch.csv
