case_id,sample_index,mutation_count,mutations,candidate_sha256,candidate_changed,exact_accepted,decomposed_accepted,decision_parity,exact_error,decomposed_error,violated_groups,caller_state_unchanged
no_op,31,4,dict_add:/current_goal/all/0/__fuzz_extra__;list_delete:/commitments/0/grounding/0;list_reverse:/current_goal/all;list_delete:/plan/0,a06bf46f59bb1c92067dd65cc360901e8acfaea7d9a6d7e815df32060120210a,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,32,2,dict_add:/commitments/0/__fuzz_extra__;list_duplicate:/entities/0,600cd3fa6b0c6b5eea778c241b24c1ca9045b86f6d5e5d45ba099e6dd57a49b1,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,33,4,dict_delete:/commitments/0/predicate;scalar_replace:/commitments/1/valid_until;scalar_replace:/entities/1/id;list_delete:/commitments/0/grounding/1,9eb3a898c7b96b18771a1e4ca2ef8c85fbf932ab289942c94897f83dc40447bd,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,34,3,list_delete:/plan/0;list_duplicate:/progress_ledger/0;list_reverse:/commitments/0/grounding,fef519d10ea4085e2b5cff2d15efcfe551341734ca8c96599775bef4c1dd8063,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,35,3,list_delete:/progress_ledger/0;scalar_replace:/commitments/1/owner;list_delete:/plan/0/arguments/0,40dd41036a180cdd931718a3724abf2954c226685fdf8433ecedbed161794a8c,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,36,2,dict_add:/__fuzz_extra__;dict_add:/plan/0/__fuzz_extra__,7a1742afe1478cf29d6eff5fa5c64dcb34bfbb9deb6efc81d6df93ad5a36b64d,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,37,1,list_delete:/current_goal/all/1/arguments/0,0527f2f1a2e98a8ce645591de0e16afd5841c6c90c3b68f707f980637728bad2,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,38,1,dict_add:/entities/1/__fuzz_extra__,91422c5dcd6060d3b00f6495f088489aca07158609ce8628475f3bdededabc16,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,39,1,dict_delete:/current_goal/all,1426f776649922347eb404a93986412e80da8d98a8d0857a938e7bc350fa2fba,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,40,3,list_delete:/commitments/1/grounding/0;list_delete:/current_goal/all/0/arguments/0;list_reverse:/plan/0/arguments,accf1f5f49aafa4b0d0fee392d0da1817d6ef33bff003535e48223b32f74753d,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,41,2,list_reverse:/commitments;scalar_replace:/current_goal/all/0/predicate,977140c4902c16744f0821f0676695327784a7d24cc28449d1af7cd936ae4cad,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,42,2,list_delete:/entities/1;dict_add:/plan/0/__fuzz_extra__,647b4b2b21cd71f50e83638dd3726514634f39c75732225bc264cde538c0bbad,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,43,3,list_delete:/commitments/0/grounding/1;dict_add:/current_goal/all/0/__fuzz_extra__;list_reverse:/entities,5525e88fc9c586636e4fabaf5a1f9b7711189561f2aec217b7824f24d5ada90a,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,44,2,dict_delete:/current_goal/all/0/arguments;scalar_replace:/entities/2/id,91bdce8a4e74befff00d1202c571edfd05c0e7cd479439e9b0b95fc251cec19f,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,45,2,dict_add:/current_goal/all/1/__fuzz_extra__;list_reverse:/entities,0163786ab9080c30685247a32962bc592f1ec9dad066f907dc84463cfc15c273,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,46,1,list_delete:/current_goal/all/0/arguments/0,470c928905abee590aff7917d43f84bd0b20c469993afec0e1af5720a4cc84e5,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,47,1,list_reverse:/current_goal/all/1/arguments,51ca34aec1a99f068445f411b2fae7fbae545f24c4a6fd1b4f25f5d445784300,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,48,4,scalar_replace:/commitments/1/valid_from;dict_delete:/commitments/1/predicate;list_delete:/current_goal/all/1/arguments/1;list_duplicate:/current_goal/all/0/arguments/0,18d15ae65b103e16e82de62681c934cb90d4f8e4d1d012a60e62956339942a25,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,49,4,dict_add:/entities/0/__fuzz_extra__;dict_delete:/current_goal/all/1/arguments;dict_add:/current_goal/__fuzz_extra__;list_reverse:/plan/0/arguments,e5e63cbc9fac0d916b9635aeda883f8a78ed59a34ce5a7903d46efa28f7ade50,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,50,2,list_delete:/commitments/1/grounding/0;scalar_replace:/commitments/0/grounding/0,33a39da3502846b10849cdb5dbc03b76ccf5a9bbe103af68cb85106ab12400b6,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,51,4,dict_delete:/entities/0/id;list_reverse:/commitments;list_reverse:/commitments;list_delete:/commitments/0/grounding/0,b92d4451e6ea2ef8288ebf37d6472fd1b9f2b4d2618d95c1a0744fcfd38fc372,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,52,4,dict_delete:/entities/0/kind;dict_delete:/evidence_versions/input_state_version;list_reverse:/commitments/1/grounding;dict_delete:/commitments/0/valid_until,e69eb035be349e27d36cd70c03e0e4b8728a128bd38805a88e01410ac5da28f6,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,53,4,list_duplicate:/commitments/0;list_duplicate:/progress_ledger/0;list_duplicate:/commitments/0/grounding/1;dict_delete:/entities/0/kind,3d3f842ce2cec5a809c580205e172cf602ff294386050929267f069ef4c81347,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,54,1,dict_add:/current_goal/all/0/__fuzz_extra__,d4df3a1ec357cae54a8aac620170d70592506826949fc3fd5843580c9507c866,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,55,2,dict_add:/__fuzz_extra__;scalar_replace:/commitments/1/lifecycle_status,63e864186098c5577e86ece28bb3ed6691a70f550aded91ce29ee26e21b4165d,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,56,1,list_delete:/commitments/1,1a00132d570b3c222332618e941b80babbdc6ea68dad8fe08503d4c922229314,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,57,1,scalar_replace:/commitments/1/predicate,eba79c92b82ce7d16064e3bc12bf701faa04264cebb4888660baf0063092cabb,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,58,3,list_reverse:/current_goal/all;dict_delete:/current_goal/all;list_delete:/plan/0/arguments/1,7e61eb2a0c2d6bf6eae1eec9c33a1abe7b510109a8eb0f939576d84a9b2b0e30,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,59,1,list_reverse:/commitments/0/grounding,2ad9de6d2c2cbca51cea1242b43d8c7439148703f96a89f9624e14788eb94ce1,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,60,2,list_reverse:/commitments/0/grounding;list_delete:/current_goal/all/0/arguments/1,71e711ae7af018189fc99a597aa8894c22286701ac4550281fa2ff97a4a71083,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,61,4,dict_add:/plan/0/__fuzz_extra__;dict_add:/entities/0/__fuzz_extra__;list_delete:/progress_ledger/0;dict_add:/plan/0/__fuzz_extra_1__,6b1ee83236053a9330a08c99f552ab55d672506d736f752890a03e30d08d95fc,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,62,3,dict_delete:/entities/0/kind;list_reverse:/current_goal/all/1/arguments;list_duplicate:/current_goal/all/0,8a8475154d0161a80ab224dca594e00985f3c781392bcabe1ef049d4a848d6bf,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,63,2,list_duplicate:/entities/0;dict_add:/current_goal/__fuzz_extra__,0fb6c1fc0dce66332c6ddb880850a9deb0047802992f5bb100e961d3a7688a22,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,64,3,dict_add:/current_goal/all/0/__fuzz_extra__;list_duplicate:/current_goal/all/0/arguments/0;list_delete:/current_goal/all/1,624315b66b08e00c43cf1ecbbac911b4bc975a9f26e97097a6692ac44655b083,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,65,1,list_reverse:/current_goal/all/0/arguments,1139f1178b18f47131c2fdf85066c2a96ac11b9287467ed30ffd4ce075b2c2ca,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,66,3,dict_add:/current_goal/all/0/__fuzz_extra__;list_duplicate:/progress_ledger/0;scalar_replace:/current_goal/all/0/arguments/0,2ebad92c7140c6f6930cf1812957e13f512898e9c427583d7b183b799456a35f,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,67,1,scalar_replace:/entities/0/kind,ad46410d7c37d7cb2c24406e13b7eb32d5ee25d131a9b0fca89f889b5399b7cf,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,68,1,list_reverse:/commitments/0/grounding,2ad9de6d2c2cbca51cea1242b43d8c7439148703f96a89f9624e14788eb94ce1,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,69,4,scalar_replace:/current_goal/all/1/arguments/0;list_reverse:/entities;list_reverse:/current_goal/all;dict_delete:/current_goal/all,bfeea20cb76aee0aae30ea9f668cde064e67d59a9d6f4b507d37253719e6c744,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,70,1,dict_add:/progress_ledger/0/__fuzz_extra__,31d22beb4e12edc1e10893012bdf31f9a03d023dc69743846ae0956f16d89310,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,71,3,list_duplicate:/current_goal/all/1/arguments/1;dict_add:/current_goal/__fuzz_extra__;list_duplicate:/current_goal/all/0/arguments/1,ff10114f0abd39d96cedb52d8d762257cc9af4d6c81dd4505414e24cfc4b3901,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,72,2,scalar_replace:/commitments/1/id;list_delete:/commitments/1,1a00132d570b3c222332618e941b80babbdc6ea68dad8fe08503d4c922229314,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,73,1,dict_add:/plan/0/__fuzz_extra__,3b9a025e3349b97d9a276e3d12e222a53b25895c4e3d496305352e9e09ca4d37,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,74,4,scalar_replace:/current_goal/all/0/arguments/0;dict_delete:/commitments/1/supersession_links;scalar_replace:/plan/0/arguments/0;dict_delete:/evidence_versions/world_version,46c3a0d91338f51b79f2a9c68e47e800701da1be9233cdbeec5c25472d8e6f57,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,75,3,list_reverse:/current_goal/all/1/arguments;scalar_replace:/commitments/1/authority;dict_delete:/progress_ledger/0/achieved,c1fd604992e274fc0917519c816eb2936cc2c715f4076708db16fd0bb6320862,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,76,1,dict_delete:/current_goal/all,1426f776649922347eb404a93986412e80da8d98a8d0857a938e7bc350fa2fba,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,77,2,scalar_replace:/entities/2/id;list_duplicate:/plan/0/arguments/1,3c03b774aa5881a14a8c271a6b59db78e5cd270f66e78bca82edaed68a6ef2b2,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,78,1,list_reverse:/current_goal/all/1/arguments,51ca34aec1a99f068445f411b2fae7fbae545f24c4a6fd1b4f25f5d445784300,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,79,1,scalar_replace:/plan/0/arguments/1,f4d15156344ddfc3fb2730c1bdf372690774a150be74f1af48004a414d53bf62,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,80,2,dict_delete:/current_goal/all/0/predicate;list_delete:/current_goal/all/1/arguments/0,430400d80d719263fa2279141d12edb0b4a1e3113a25732ed24a2c3f0f6313d3,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,81,1,scalar_replace:/evidence_versions/event_id,fca759c61828c7d1a9893702fae14b04965002d1c57abfadf2b4c5a4c392bbed,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,82,1,scalar_replace:/entities/2/id,6a86ad8ddeab60c852b436cc5d23edafc8442e29f1a3ecfe98aa073d20d5ba00,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,83,2,scalar_replace:/progress_ledger/0/still_goal_relevant;dict_add:/entities/0/__fuzz_extra__,1a8ee301a08f36a5452cd5a00e4a4d0cdf05eb6c00d886bab9ad86eb5f04b0df,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,84,3,list_delete:/plan/0;dict_delete:/evidence_versions/world_version;scalar_replace:/progress_ledger/0/achieved,614f9e9d0d318523fab4d65c5213a10ea0657b280c2bff4bacd114d0ebc76139,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,85,2,dict_delete:/evidence_versions/event_id;list_delete:/plan/0,cf84904a0517b5b8c52d6a7c0151e03df6fc1d0c2d9f9d0e8447bbd681d00af9,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,86,1,list_delete:/plan/0,3f3c541a3c0f5123fc3e51e29b44315e648e0e6935e062bbadfa48d360bde49a,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,87,1,dict_add:/progress_ledger/0/__fuzz_extra__,7accb89dce1ebee6966704e1e544cf2fcc324303ccc5b93dff6605269dbac5eb,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,88,3,list_reverse:/current_goal/all/1/arguments;list_duplicate:/commitments/1;list_delete:/current_goal/all/1,e406ad4a61013ad22629724c378197ea237e06b570892a86074c449b6595e0ab,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,89,3,list_duplicate:/plan/0;dict_delete:/entities/1/id;list_duplicate:/progress_ledger/0,2de9c3e012b05f7e4fc994369ddb25f256f71ca5a84a8fa59683ee04da4dae80,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,90,3,dict_add:/entities/0/__fuzz_extra__;list_delete:/progress_ledger/0;list_delete:/plan/0/arguments/0,2744f4b8a06cea665b7415262ca8ee8b6b44058aa1d5883b77fe0c709ddf3c54,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,91,4,list_duplicate:/commitments/1;dict_add:/commitments/1/__fuzz_extra__;scalar_replace:/commitments/1/authority;dict_delete:/plan/0/action_id,8e3c1b7fa09ff1a663c9d30711fe24494981e2316897723968bf2f8703737d15,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,92,4,list_duplicate:/commitments/0/grounding/1;list_reverse:/commitments;dict_add:/current_goal/all/1/__fuzz_extra__;dict_add:/commitments/1/__fuzz_extra__,44a3219583a22d2f75e811ddbdcde26d1d140fb218ffa678bd0db020d784f585,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,93,4,list_reverse:/current_goal/all/1/arguments;dict_delete:/evidence_versions/world_version;list_duplicate:/plan/0/arguments/1;list_reverse:/commitments/1/grounding,9430ced3b6ba488665bb69670282bd78d32e1cfd02eecf4c8aa1b7ca8334bd4b,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,94,3,dict_delete:/entities/2/id;list_delete:/current_goal/all/1;scalar_replace:/evidence_versions/input_state_version,3be1854c2d3ee516d090584c689a7a0419f6de857d8ae736d5f1cc43e6653928,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,95,2,list_reverse:/plan/0/arguments;list_reverse:/commitments/1/grounding,a6e3e7d45e48a214a58556fdc9a2883d9402c8b809d25c9f5f1b5c640f484f82,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,96,1,dict_add:/current_goal/all/1/__fuzz_extra__,a44d84439772f2ae67ffd3f5cce2fc9f13ddbfbdd30237ff1c34a1e038938ebc,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,97,1,list_reverse:/commitments,3f8419729ad2272299f0ba54eaee4f4347af7424a1c1ef89bb2e88abd159a015,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,98,1,list_reverse:/current_goal/all/0/arguments,1139f1178b18f47131c2fdf85066c2a96ac11b9287467ed30ffd4ce075b2c2ca,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,99,4,list_reverse:/commitments/0/grounding;list_delete:/current_goal/all/1/arguments/1;list_reverse:/entities;scalar_replace:/commitments/0/id,4d1ae5bd716b87e49e051e74a2fba0cc3063b3a621c6c10714ffe78ca0941706,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
no_op,100,2,dict_delete:/progress_ledger/0/achieved;list_duplicate:/current_goal/all/0/arguments/1,e20e6003d23c4a556d126cfcc0218e242b98c0c51a66013c38c702350fa270ab,True,False,False,True,NativeOutputError:candidate post-state is not event-bound canonical state,,authorization_noop,True
