task_id,initial_state_id,policy_seed,trace_line,phase,policy_step,environment_control,predicate_name,predicate_kind,predicate_arguments,commitment,current,ever,regression,evidence_admissibility,trace_id,trace_sha256,line_sha256,previous_sample_line,previous_sample_line_sha256,is_placement_goal,catalog_certified
4,1,101,389,policy,92,102,white_mug_on_left_plate,libero_predicate,"[""on"",""porcelain_mug_1"",""plate_1""]",True,False,True,True,recorded_milestone_sub_evidence,task_4_state_1_seed_101,dacf715e7104478904bca036b4ba209b37d1b7eb5820479462d4fe2ce936341c,7ac07ea64c0f6bc538a14f73e9e1891a7ceb66ffa2b636d06910ebd359720383,385,cc876b5dfd734cbe3b4f0a32853ea8be6596a48308439be2dcd921ee93323d99,True,False
4,1,101,429,policy,102,112,white_mug_on_left_plate,libero_predicate,"[""on"",""porcelain_mug_1"",""plate_1""]",True,False,True,True,recorded_milestone_sub_evidence,task_4_state_1_seed_101,dacf715e7104478904bca036b4ba209b37d1b7eb5820479462d4fe2ce936341c,df4d0fbdac0b7a7a4297728f9b19b73e8706d297c5906856523355cd147bc85c,425,55ecb5d0cf4dca45559431b8246dfef50ab1d43fd2de56f5ec8a60c47c8962fb,True,False
4,1,101,885,policy,216,226,yellow_white_mug_lifted,object_z_at_least,"[""white_yellow_mug_1"",0.54]",False,False,True,True,recorded_milestone_sub_evidence,task_4_state_1_seed_101,dacf715e7104478904bca036b4ba209b37d1b7eb5820479462d4fe2ce936341c,bd2fd203a2226e9c2e64a7702a8d883f262463574eba6a9f941c52bd2de454e1,881,2ae728e11746b7f513be3deca0afa18976e83b31c6ac928d17815de7f0ab59aa,False,False
4,1,131,389,policy,92,102,white_mug_on_left_plate,libero_predicate,"[""on"",""porcelain_mug_1"",""plate_1""]",True,False,True,True,recorded_milestone_sub_evidence,task_4_state_1_seed_131,c805aae9b6ce492de09f2de9c5603f501bca5dfbf582e413b3957d4724d2228d,919b4770e86d70c3e3e14f03f049569caa71702249da6b1aa8f1c79f7b7debdf,385,67b5c461ee849e45d714e1f233bd1dd2ea5673bbc625a998ad74f4deab5675f9,True,False
4,1,131,429,policy,102,112,white_mug_on_left_plate,libero_predicate,"[""on"",""porcelain_mug_1"",""plate_1""]",True,False,True,True,recorded_milestone_sub_evidence,task_4_state_1_seed_131,c805aae9b6ce492de09f2de9c5603f501bca5dfbf582e413b3957d4724d2228d,1951c94cece051e251d9df23eb92edf1f6bf27a2267c27887bcb5eb29b1582fa,425,25fb19bc9081b8114a35996ef06a6075ccaeafc69b3bf6ba44562ce4603800c8,True,False
4,1,131,885,policy,216,226,yellow_white_mug_lifted,object_z_at_least,"[""white_yellow_mug_1"",0.54]",False,False,True,True,recorded_milestone_sub_evidence,task_4_state_1_seed_131,c805aae9b6ce492de09f2de9c5603f501bca5dfbf582e413b3957d4724d2228d,cceb8306c421c52105d1c136c76b14338ba8a0c8418cdc9bcaeb492cb429435a,881,a280c14ecbbb352a219b599c7a148f1e45b6812ae8cdfb26bee2d0ab1a8dcaa7,False,False
4,2,101,321,policy,75,85,white_mug_lifted,object_z_at_least,"[""porcelain_mug_1"",0.54]",False,False,True,True,recorded_milestone_sub_evidence,task_4_state_2_seed_101,b56666dea903321c5bf18b733defce0cbd1e22f9bd4dfe7650f87fe6bd93fc0e,aaa7b550e23260936019fdfcd70a8d6c669e6a522f3a18f9e5e11315e20192c3,317,c1ddafb3553ccee85b6a0b5bb08f5bb2472773f1bf8ddde1561ab2f7fcd4f6a4,False,False
4,2,131,321,policy,75,85,white_mug_lifted,object_z_at_least,"[""porcelain_mug_1"",0.54]",False,False,True,True,recorded_milestone_sub_evidence,task_4_state_2_seed_131,53b6c82523f621e4ce0d551e72e90d04b6db00402ec244c8a859b2e4aae7c6b1,ba0b9934fe939d2d1e537a3b757ae90f80525a97c36f7d70f0caaae765e9c2fd,317,fea7dd41435abc6e45d6487adf1c4ba4c50c5b2e3dc48735813b8d064150fcb8,False,False
4,3,101,529,policy,127,137,white_mug_on_left_plate,libero_predicate,"[""on"",""porcelain_mug_1"",""plate_1""]",True,False,True,True,recorded_milestone_sub_evidence,task_4_state_3_seed_101,d14395c7123c6dcc886d4ffd46b4936fd6ef9fc2912e2051fff3faa3a3acc489,879d38ff26a4afb34e65cec42f44bfec5297771c8ca3ccd2eef517e3993ef2de,525,e3761104f5ba3f65aad3ebaa8b085e03848209a45ceaa1fdfb32cc084bbfdc53,True,False
4,3,101,561,policy,135,145,white_mug_on_left_plate,libero_predicate,"[""on"",""porcelain_mug_1"",""plate_1""]",True,False,True,True,recorded_milestone_sub_evidence,task_4_state_3_seed_101,d14395c7123c6dcc886d4ffd46b4936fd6ef9fc2912e2051fff3faa3a3acc489,9bb76fcdf11066e3a1b79dfc2849da22ffcae5cd3c3c4c9d0bed44e3353a5167,557,f8c5eb335c74a2e31fc9014b5aa62db679fe00905f1ba9e0afdf70d2a87e4205,True,False
4,3,131,529,policy,127,137,white_mug_on_left_plate,libero_predicate,"[""on"",""porcelain_mug_1"",""plate_1""]",True,False,True,True,recorded_milestone_sub_evidence,task_4_state_3_seed_131,2c3d968a90adf7218d9cc4972f19126fd83f08d386fa547d575748db56d24d63,7cd83bea2cd0fcdd01a9a28ef834c9bc627e78e08101d804e526b83713a087f8,525,39c25ce2305b80c1f8be7fe6f5f5b8b0e5c7137ce48fefd7a5714f51d0ca2c2b,True,False
4,3,131,561,policy,135,145,white_mug_on_left_plate,libero_predicate,"[""on"",""porcelain_mug_1"",""plate_1""]",True,False,True,True,recorded_milestone_sub_evidence,task_4_state_3_seed_131,2c3d968a90adf7218d9cc4972f19126fd83f08d386fa547d575748db56d24d63,4a562082bd7b2447c7398c55091702dfd2ccf3369f3377f6aab992a2f2912908,557,fc071365b2e117c02144e257daf118d0381ffce1b68829d464ba1e945f51a605,True,False
4,4,101,481,policy,115,125,white_mug_on_left_plate,libero_predicate,"[""on"",""porcelain_mug_1"",""plate_1""]",True,False,True,True,recorded_milestone_sub_evidence,task_4_state_4_seed_101,100b4186310b87d46e9142b6b788f66ccada9b1a7c825f0722ad8d09fbdfacda,885e97989d71a448494acce443817ea2ab919e049e6ad988b77071ec7d2e4063,477,42f73dfe4f895ccee09c7b99f82b324ce0fb5c50985634c453e044963c584b97,True,False
4,4,131,481,policy,115,125,white_mug_on_left_plate,libero_predicate,"[""on"",""porcelain_mug_1"",""plate_1""]",True,False,True,True,recorded_milestone_sub_evidence,task_4_state_4_seed_131,d0ec781a2c5b243f7a24c134bbb7379a914c363e45470c4f9bbf3e6dd52d8a5c,6c1cfcd6e4cd060d6f8dd367a9677006ab0cf5abbab9e0c176b1f8e24d874d55,477,b0fe01fc85bcd1989d6886ac74b2237040a061ca086e84bf5c9e61df7763451d,True,False
8,0,101,817,policy,199,209,left_moka_pot_lifted,object_z_at_least,"[""moka_pot_2"",1.03]",False,False,True,True,recorded_milestone_sub_evidence,task_8_state_0_seed_101,d3f9f4982de411f0eb4b9ce790ea192755d50e878fa375135e6cd29483f2b4a2,b9c4bd44f4b9c40668a92328cf8c9a7b9e6bc0b5d721b46eb3bb69189a8eb54b,813,5a756b952b004af3ea5c0ca5d3f762b3b6e57c6886d8e4d3679ba78d6a0724fe,False,False
8,0,101,833,policy,203,213,left_moka_pot_on_stove,libero_predicate,"[""on"",""moka_pot_2"",""flat_stove_1_cook_region""]",True,False,True,True,recorded_milestone_sub_evidence,task_8_state_0_seed_101,d3f9f4982de411f0eb4b9ce790ea192755d50e878fa375135e6cd29483f2b4a2,1eb7f1be9d43ec8909f54890725537c6abdd79324977244f1723b910fd66005e,829,ce1ba5ef0a61ffb20adeb079281bd0fd1328e21963ef2065f3e65517d566ee90,True,False
8,0,131,817,policy,199,209,left_moka_pot_lifted,object_z_at_least,"[""moka_pot_2"",1.03]",False,False,True,True,recorded_milestone_sub_evidence,task_8_state_0_seed_131,db3949b56487ee7c769c655f03d371e5a37f49f2ab1e722ed2c3aa15ff466b06,2d54e2c2ecccacb55f4d536147b5df32ba8c05ab89e64d35e8293c351ff7959e,813,6e57c4ecfc49f4d5f2b68aefdf3433fa115b9236a6f397c630e0a7fb8fae7d2f,False,False
8,0,131,833,policy,203,213,left_moka_pot_on_stove,libero_predicate,"[""on"",""moka_pot_2"",""flat_stove_1_cook_region""]",True,False,True,True,recorded_milestone_sub_evidence,task_8_state_0_seed_131,db3949b56487ee7c769c655f03d371e5a37f49f2ab1e722ed2c3aa15ff466b06,5e17c1d179757c2ef4abb9b714e9ac4075f81df3b37a10c78da3782be3720b44,829,4564b8aac9256d480fa356ba28dfade8c08e258656d6dbb99357b7554a63825e,True,False
8,1,101,881,policy,215,225,left_moka_pot_lifted,object_z_at_least,"[""moka_pot_2"",1.03]",False,False,True,True,recorded_milestone_sub_evidence,task_8_state_1_seed_101,1884c0fb26392c58f6bcce1646b00d9aa17ea65b6db53e9cdba847b363ef11f4,772745ed8f306075c69af87a5fabe41680725bc2bc65615b8e3bd70f4a65bf2c,877,73bbd772107fff2be1921e5450d9e054565d852cd61beb1839a51b473d3378b7,False,False
8,1,131,881,policy,215,225,left_moka_pot_lifted,object_z_at_least,"[""moka_pot_2"",1.03]",False,False,True,True,recorded_milestone_sub_evidence,task_8_state_1_seed_131,9dd0239ee6cdb94707b7c7d9d7684d30a0fb9826115c3bd0ab7216dc0da36626,ae01ab423b33c06597f1d70f9364782c684a8ac65180bf933ff1cca32315e1e6,877,0ef01143debb66e9c69a2921906d3dae02a24397537ea081f6b27c2a0a172b6a,False,False
8,2,101,709,policy,172,182,left_moka_pot_lifted,object_z_at_least,"[""moka_pot_2"",1.03]",False,False,True,True,recorded_milestone_sub_evidence,task_8_state_2_seed_101,a3886137d2ae2c57e95fd1c49899de0fadafc33a9f0dd1ff1bf236b0a97b66b8,ae4a58839e46d561c74dd1c26260fddf4a626f01454b2257b2134579f1804f84,705,f8249290cab5e46d63efb9cf3cc1d967b7bf376b94bfad674875bb3572b2a552,False,False
8,2,131,709,policy,172,182,left_moka_pot_lifted,object_z_at_least,"[""moka_pot_2"",1.03]",False,False,True,True,recorded_milestone_sub_evidence,task_8_state_2_seed_131,d1e62ddfa400db2f24df1eb1ffa81bd5d69cd41400fa4905ec64300d28ec13d3,46363010dffaab235ee7a6b48b78d689d68c9a68ecf2536ad088eb6a2719556d,705,c1cbfa414484a3cbe14e7c2a2bd0ed679ec52360f09293219dacc9c0a8f30b43,False,False
8,3,101,985,policy,241,251,left_moka_pot_lifted,object_z_at_least,"[""moka_pot_2"",1.03]",False,False,True,True,recorded_milestone_sub_evidence,task_8_state_3_seed_101,b993058dae6dbe3a8ef36ec326461b74e9b9d75805c3ccdda7ee49c6638b4188,d29dcb4a3d5a136725300b4b967538101c8c3d5b718cba0738fbe0da1e6731e8,981,af1f1237cdf613668d41c72ac86c577185e2e0adcc22370fa4e05e371f3fdae0,False,False
8,3,131,985,policy,241,251,left_moka_pot_lifted,object_z_at_least,"[""moka_pot_2"",1.03]",False,False,True,True,recorded_milestone_sub_evidence,task_8_state_3_seed_131,ced45d3d617faf86901543849b5cedfea2d14cb4121a1e0d198830884ff42834,2916cf5cbae02d946c37e1b4c76ac36161445b330972d1a5e9df1dda3055f326,981,6922d68f580ce2f01795f692ef685c027741d8b41987f0853734eb6ee0d4414a,False,False
