fault_id,case_id,family,arm,mutation_class,semantic_intent,proposal_sha256,canonical_proposal_sha256,proposal_changed,parser_accepted,native_materializer_accepted,native_representation_callback_calls,candidate_differs_oracle,representation_fail_open,common_validator_calls,common_validator_accepted,full_pipeline_rejected,end_to_end_fail_open,matched_canonical_guard_rejected,parser_or_matched_guard_rejects,first_rejection_layer,exception_class,exception_message,caller_state_unchanged,uncaught_crash,pass
CLEAN,continuity_invalid,continuity,compact_tx,control,canonical output,e0c66d889ce8aa3557ecdf05fe93a8120e1cde9c4731ac0b955864422e5b4cbd,e0c66d889ce8aa3557ecdf05fe93a8120e1cde9c4731ac0b955864422e5b4cbd,False,True,True,1,False,False,1,True,False,False,False,False,accepted,,,True,False,True
CLEAN,continuity_invalid,continuity,fsr_pc,control,canonical output,4fd057cd11539191dee93443c12f208bdc69166e334ce37148a24afc1e14eff1,4fd057cd11539191dee93443c12f208bdc69166e334ce37148a24afc1e14eff1,False,True,True,0,False,False,1,True,False,False,False,False,accepted,,,True,False,True
CLEAN,cancel_sibling,cancellation,cope,control,canonical output,f7f873348a28dccfdf5282a76753fd52d9a43f53018e5035909cb3508167afde,f7f873348a28dccfdf5282a76753fd52d9a43f53018e5035909cb3508167afde,False,True,True,0,False,False,1,True,False,False,False,False,accepted,,,True,False,True
CLEAN,cancel_sibling,cancellation,compact_tx,control,canonical output,d1deb95d97b26b1ece5039ddb368ddfb6771686bb6b11586be10dd787668b73e,d1deb95d97b26b1ece5039ddb368ddfb6771686bb6b11586be10dd787668b73e,False,True,True,1,False,False,1,True,False,False,False,False,accepted,,,True,False,True
CLEAN,cancel_sibling,cancellation,fsr_pc,control,canonical output,0cddfcb0f709bc9915b78bb7816f95935d1217a0a72b253b05a8a64813129474,0cddfcb0f709bc9915b78bb7816f95935d1217a0a72b253b05a8a64813129474,False,True,True,0,False,False,1,True,False,False,False,False,accepted,,,True,False,True
CLEAN,activate_override,override,cope,control,canonical output,4403d7a989c5c0a91586b2ffcae293759394a265ab05e1471564ba7f7714e5b1,4403d7a989c5c0a91586b2ffcae293759394a265ab05e1471564ba7f7714e5b1,False,True,True,0,False,False,1,True,False,False,False,False,accepted,,,True,False,True
CLEAN,activate_override,override,compact_tx,control,canonical output,743d7541b209fef338aaa155c3405b6af98b60b6bb298c61366a3110cef5af0e,743d7541b209fef338aaa155c3405b6af98b60b6bb298c61366a3110cef5af0e,False,True,True,1,False,False,1,True,False,False,False,False,accepted,,,True,False,True
CLEAN,activate_override,override,fsr_pc,control,canonical output,941fabeb7ea52631942e5f6f4e1233fadf200fbbb8ce48a56fba57eda30510a1,941fabeb7ea52631942e5f6f4e1233fadf200fbbb8ce48a56fba57eda30510a1,False,True,True,0,False,False,1,True,False,False,False,False,accepted,,,True,False,True
CLEAN,release_override,release,cope,control,canonical output,da2ac34515478dbc0a36d6c38e78a9dae3f912382547eb73c0e6c0b68eb872c6,da2ac34515478dbc0a36d6c38e78a9dae3f912382547eb73c0e6c0b68eb872c6,False,True,True,0,False,False,1,True,False,False,False,False,accepted,,,True,False,True
CLEAN,release_override,release,compact_tx,control,canonical output,085a7cd4f1debb8364381c8e14973f455ba6e4dde03735306fa9137181dc8b92,085a7cd4f1debb8364381c8e14973f455ba6e4dde03735306fa9137181dc8b92,False,True,True,1,False,False,1,True,False,False,False,False,accepted,,,True,False,True
CLEAN,release_override,release,fsr_pc,control,canonical output,c01c682f2a1e3efa67449f6a8a673aa9ee820107b7f7cfd8520fb1fcd1057c3a,c01c682f2a1e3efa67449f6a8a673aa9ee820107b7f7cfd8520fb1fcd1057c3a,False,True,True,0,False,False,1,True,False,False,False,False,accepted,,,True,False,True
CLEAN,world_change_release,release_world_change,cope,control,canonical output,1126f80578ff0e99733038c4aa5abc919b3cd29eec145e0e0cdba5b4480225b5,1126f80578ff0e99733038c4aa5abc919b3cd29eec145e0e0cdba5b4480225b5,False,True,True,0,False,False,1,True,False,False,False,False,accepted,,,True,False,True
CLEAN,world_change_release,release_world_change,compact_tx,control,canonical output,9058bea88a5dc11a0eba012d6f6e53cfbc34dc732cfc1f2920f7560b66bbab32,9058bea88a5dc11a0eba012d6f6e53cfbc34dc732cfc1f2920f7560b66bbab32,False,True,True,1,False,False,1,True,False,False,False,False,accepted,,,True,False,True
CLEAN,world_change_release,release_world_change,fsr_pc,control,canonical output,616cf7ba9dcef7d0feb7e026c787bfc3aada81feaacddea9b1f9a9ac0441edf1,616cf7ba9dcef7d0feb7e026c787bfc3aada81feaacddea9b1f9a9ac0441edf1,False,True,True,0,False,False,1,True,False,False,False,False,accepted,,,True,False,True
CLEAN,stale_version,version,cope,control,canonical output,24a9763ca6a8086d43402c72bc8c9cb676a5d6f29b6b19f90e942b9f75d405ad,24a9763ca6a8086d43402c72bc8c9cb676a5d6f29b6b19f90e942b9f75d405ad,False,True,True,0,False,False,1,True,False,False,False,False,accepted,,,True,False,True
CLEAN,stale_version,version,compact_tx,control,canonical output,e810a52329321f8db28ce28a726c9051b150f21d789cb84efd4003e449e53a9e,e810a52329321f8db28ce28a726c9051b150f21d789cb84efd4003e449e53a9e,False,True,True,1,False,False,1,True,False,False,False,False,accepted,,,True,False,True
CLEAN,stale_version,version,fsr_pc,control,canonical output,420b6333e82753831b0a7be1f9a77f50ee2ba768b0254dbfcbf03ccdf5bdc859,420b6333e82753831b0a7be1f9a77f50ee2ba768b0254dbfcbf03ccdf5bdc859,False,True,True,0,False,False,1,True,False,False,False,False,accepted,,,True,False,True
CLEAN,idempotence,idempotence,cope,control,canonical output,d2929c6f67d39af674038444a9e5bb2c4fd5bd5fcc0ff36b69028291b37c0186,d2929c6f67d39af674038444a9e5bb2c4fd5bd5fcc0ff36b69028291b37c0186,False,True,True,0,False,False,1,True,False,False,False,False,accepted,,,True,False,True
CLEAN,idempotence,idempotence,compact_tx,control,canonical output,3c5ced3fe23f7c1cf0ef903d47e7c31aa539cc314067bde3fd45452314b9efa8,3c5ced3fe23f7c1cf0ef903d47e7c31aa539cc314067bde3fd45452314b9efa8,False,True,True,1,False,False,1,True,False,False,False,False,accepted,,,True,False,True
CLEAN,idempotence,idempotence,fsr_pc,control,canonical output,420b6333e82753831b0a7be1f9a77f50ee2ba768b0254dbfcbf03ccdf5bdc859,420b6333e82753831b0a7be1f9a77f50ee2ba768b0254dbfcbf03ccdf5bdc859,False,True,True,0,False,False,1,True,False,False,False,False,accepted,,,True,False,True
CLEAN,irrelevant_sibling_change,irrelevant_change,cope,control,canonical output,ee4718424793a17daff7e38f4196d5a3b1e0f935e8da2b2fbca9af68836029af,ee4718424793a17daff7e38f4196d5a3b1e0f935e8da2b2fbca9af68836029af,False,True,True,0,False,False,1,True,False,False,False,False,accepted,,,True,False,True
CLEAN,irrelevant_sibling_change,irrelevant_change,compact_tx,control,canonical output,1cc59e88583b29feaa4e1c6ecb84218c9e4eebe0b69d698b8c33db8741b97773,1cc59e88583b29feaa4e1c6ecb84218c9e4eebe0b69d698b8c33db8741b97773,False,True,True,1,False,False,1,True,False,False,False,False,accepted,,,True,False,True
CLEAN,irrelevant_sibling_change,irrelevant_change,fsr_pc,control,canonical output,20bf8a638a077d75bfea3e7c84c7a6c481574d40c92b6f73eaaadafcdb2fa694,20bf8a638a077d75bfea3e7c84c7a6c481574d40c92b6f73eaaadafcdb2fa694,False,True,True,0,False,False,1,True,False,False,False,False,accepted,,,True,False,True
CLEAN,continuity_valid,continuity,cope,control,canonical output,eb534a78ad451d2d7871c13f60d9d74a3e7aad112d26459ed3bca8c234210fff,eb534a78ad451d2d7871c13f60d9d74a3e7aad112d26459ed3bca8c234210fff,False,True,True,0,False,False,1,True,False,False,False,False,accepted,,,True,False,True
CLEAN,continuity_valid,continuity,compact_tx,control,canonical output,28e779ffa1c0fadd81bfeb69bcaf61c8ecabbb15fdfbd3efde03e8f10d58771d,28e779ffa1c0fadd81bfeb69bcaf61c8ecabbb15fdfbd3efde03e8f10d58771d,False,True,True,1,False,False,1,True,False,False,False,False,accepted,,,True,False,True
CLEAN,continuity_valid,continuity,fsr_pc,control,canonical output,bdb46b21046957666d098d6929236b51def9c6d5ba9968a5336f5e87bc25a944,bdb46b21046957666d098d6929236b51def9c6d5ba9968a5336f5e87bc25a944,False,True,True,0,False,False,1,True,False,False,False,False,accepted,,,True,False,True
