sequence_id,arm,event_index,case_id,triple_index,recurrence_depth,provider_called,retry_count,parser_valid,semantic_valid,canonical_valid,history_valid,directive_valid,proposal_bytes,prompt_tokens,completion_tokens,latency_seconds,failure_class,input_sha256,proposal_sha256,response_sha256,candidate_sha256
occurrence-t01-d1,cope,1,occurrence-t01-d1,1,1,True,0,True,True,True,True,True,274,1311,114,1.2474201302975416,,4a36664426548e765af7b1b029c349e50cf38b99d7f159decf138be460f3490c,851f3942e942833407caccc8dea106db092ca0943ab15801e022a71fcdf0823d,f0810c0606155b6c9b7031bc91cb48b333915ca5bdc61a19fb594af56ff6f9ec,d3d106ff625a9b101dc7ed3ff9e22a2d7176f8b2cfad9fb8aefe6d4104b4a776
occurrence-t01-d1,neutral_patch,1,occurrence-t01-d1,1,1,True,0,True,False,False,False,False,1818,1332,824,4.56056678853929,CompactTransactionError:compact write path is not allowlisted,4a36664426548e765af7b1b029c349e50cf38b99d7f159decf138be460f3490c,71ca14e3987308076f426f53fa7a8aade41a5e8a3bbab906b3df5e48ad6b236b,e61682bd2b8b1faf6e0ea0cb8036383f80166b5a081ee39bfd291af6b68787f5,
occurrence-t01-d1,governed_delta,1,occurrence-t01-d1,1,1,True,0,True,False,False,False,False,1452,1326,670,3.861129860393703,OccurrenceSemanticError:governed scope and records disagree,4a36664426548e765af7b1b029c349e50cf38b99d7f159decf138be460f3490c,63da1a6545528adf2af1f0ab65b23a5ddb0d547a1d8e10e9ad8b7e1d58bca3f4,0bdcd02b4c123e258980a0e275b375ad3700b6d2ee53a7b131cca56ebafdc8f2,
occurrence-t01-d1,fsr_pc,1,occurrence-t01-d1,1,1,True,0,True,False,False,False,False,2772,1276,1244,6.587884907610714,OccurrenceSemanticError:post-state is not the canonical occurrence transition,4a36664426548e765af7b1b029c349e50cf38b99d7f159decf138be460f3490c,807af21df64566bd820dc1738047cfb8a0b6e56da1d9156ecc53f7222c420e7d,cb74eba7f17344a7f1edbe44eb3dc67e06f0240c83e55f4adbcb7916b2cb08d0,
occurrence-t01-d2,cope,1,occurrence-t01-d2,1,2,True,0,True,True,True,True,True,267,1628,112,1.2550580687820911,,0a8310e2b8a2a74c24019b2309e9ae68b748089db6aa2ec6e04229ca5d9b3860,a28ec45497ab1b7594c2ae14de7cc9e749c4e1cd84930f63fa687bdae58bcd65,a930a63dc43597cc3efb58c764925627d603328028a708468e9404fb8b494b37,4d3eeb16825fd961f460adaed3431169793fc04384a3178ba98e8fed278ab6dd
occurrence-t01-d2,neutral_patch,1,occurrence-t01-d2,1,2,True,0,True,False,False,False,False,1748,1649,784,4.067833624780178,OccurrenceSemanticError:neutral transaction is not the minimum canonical write set,0a8310e2b8a2a74c24019b2309e9ae68b748089db6aa2ec6e04229ca5d9b3860,fe7880aeea738464d330cfe4cc3135cae2ae3b45b4ab7e76bb6626a14507c1dd,f14c4e1197be8db339ec386893fe040720ce48b9f35b2f4f31ab6f85f217887f,
occurrence-t01-d2,governed_delta,1,occurrence-t01-d2,1,2,True,0,True,False,False,False,False,1989,1643,942,5.170269529335201,OccurrenceSemanticError:governed affected scope is not sorted and unique,0a8310e2b8a2a74c24019b2309e9ae68b748089db6aa2ec6e04229ca5d9b3860,6892fe3707d467f6e34acaf7710601556b2c74342f287b5293fd3857d0d5cad5,cae4ed258838dfa116d30725dba2da91e8bd303e8ddda1c53cfaa6bee5e49a9d,
occurrence-t01-d2,fsr_pc,1,occurrence-t01-d2,1,2,True,0,True,True,True,True,True,3883,1593,1679,10.950260610319674,,0a8310e2b8a2a74c24019b2309e9ae68b748089db6aa2ec6e04229ca5d9b3860,b2d1188d7c2c050c98a2dd7eddb5a62b9186204480e9618554d6a258557c2abf,98b383a8aff61794055c2722e2beaa496dd9776e37f9806ed1fa16081c95fcb6,4d3eeb16825fd961f460adaed3431169793fc04384a3178ba98e8fed278ab6dd
occurrence-t01-d2,full_replan,1,occurrence-t01-d2,1,2,True,0,True,False,False,False,False,946,1613,427,3.4960065511986613,OccurrenceSemanticError:full replan is not occurrence-canonical,0a8310e2b8a2a74c24019b2309e9ae68b748089db6aa2ec6e04229ca5d9b3860,931874f804f440567ab199b1af2108a13017ef920f9f49de0d98d5c9d37e450d,2f778bfe2cb367c360d28cd6f12ef8b1e9bf982ac3db185243f76ca708d5e898,
occurrence-t01-d3,neutral_patch,1,occurrence-t01-d3,1,3,True,0,True,False,False,False,False,1748,1966,784,4.618680387735367,OccurrenceSemanticError:neutral transaction is not the minimum canonical write set,c388b35a98bfa6262b31da02d417cc58026d40dc80b557084ce95cf26e7fed12,65d4a1a9a35b32b9853154d9d9a3f2384d5af2cf00a560e59706243d90f4873c,d7802dbf347246818b16bd01387c7e8ea583747162f2bbd9c9ff47506afc3bdd,
occurrence-t01-d3,governed_delta,1,occurrence-t01-d3,1,3,True,0,True,False,False,False,False,1939,1960,917,5.480516046285629,OccurrenceSemanticError:governed affected scope is not sorted and unique,c388b35a98bfa6262b31da02d417cc58026d40dc80b557084ce95cf26e7fed12,cb3af2364db351fdd6850f766ba078f0d41cc4c7640be7b1b48737f6594f0689,0be8e7fa3665d1d1459e677377c122549c3a4a065b786c28c47e43a7545306f9,
occurrence-t01-d3,fsr_pc,1,occurrence-t01-d3,1,3,True,0,True,False,False,False,False,4888,1910,2106,11.444884217344224,OccurrenceSemanticError:post-state is not the canonical occurrence transition,c388b35a98bfa6262b31da02d417cc58026d40dc80b557084ce95cf26e7fed12,ba05c04efc939ed06715b11f71d4423dd95840a3e4eb07c5bff1bfa02f0260e4,4007afb5cfa8fc02ee83fdc298294d8292deaf6f1a46f06e08a0ce12861d1f87,
occurrence-t01-d3,full_replan,1,occurrence-t01-d3,1,3,True,0,True,False,False,False,False,1345,1930,647,3.341624571941793,OccurrenceSemanticError:full replan is not occurrence-canonical,c388b35a98bfa6262b31da02d417cc58026d40dc80b557084ce95cf26e7fed12,64b7a525fd348c45b716e40211c685ff3db2b5a2808e657605df8628eaa92f0a,71242477c4a9879e2a6278967f4d7f3e5922e85f67cc26b4262eb4d44f759bfc,
occurrence-t01-d3,cope,1,occurrence-t01-d3,1,3,True,0,True,True,True,True,True,279,1945,115,1.2458574995398521,,c388b35a98bfa6262b31da02d417cc58026d40dc80b557084ce95cf26e7fed12,d45b40c3599eb8bdc46a328a2670367605494ee802a0fe0a110ae34b6ee77fe9,8994cad5cfebb0ad99fc816e65328e67a06d0c9385b92bcb02e59a3ebff3ed93,d63d54711208c0444fcce782411d32a0c8656cf6e7a65cd815c456a18a73b515
occurrence-t01-d4,governed_delta,1,occurrence-t01-d4,1,4,True,0,True,False,False,False,False,1989,2277,942,5.237482071854174,OccurrenceSemanticError:governed affected scope is not sorted and unique,a4223b6635302543ec45bba411d943ab2399d27a98a80c5f6be8d30a906506f7,70431f246be8f92e0c52c4a1c35c9ab8482226fdb967cc80c86445d9bea7f0cb,8d7cc62eb89a06045a248f6e2a96f07f30234469d5cc4f215cdab14c2a7774d7,
occurrence-t01-d4,fsr_pc,1,occurrence-t01-d4,1,4,True,0,True,False,False,False,False,5946,2227,2553,12.663900476880372,OccurrenceSemanticError:post-state is not the canonical occurrence transition,a4223b6635302543ec45bba411d943ab2399d27a98a80c5f6be8d30a906506f7,96f69c8806c06046f8421eaa1c3a3b33b2a9c6a83c7aa76ebd205a65cc86c388,b6e2120e4553259e488ed719c4fb8ad3092c95345758231515ef83afcfe9a5eb,
occurrence-t01-d4,full_replan,1,occurrence-t01-d4,1,4,True,0,True,False,False,False,False,1222,2247,549,3.0647547682747245,OccurrenceSemanticError:full replan is not occurrence-canonical,a4223b6635302543ec45bba411d943ab2399d27a98a80c5f6be8d30a906506f7,d3d501265d32fcfac82af1445c86b312e2381f43b3636338251d1df192ad6969,9bc261773b21f4ccba998761af917d576e7493d4f89af0b09aaaffc8395162ea,
occurrence-t01-d4,cope,1,occurrence-t01-d4,1,4,True,0,True,True,True,True,True,279,2262,115,1.1332186087965965,,a4223b6635302543ec45bba411d943ab2399d27a98a80c5f6be8d30a906506f7,cdcdf607b8b6586d4d5236c40b371e410c70aafaa13c5ca4a97bec97bf3e1c21,bf0c63b4f150bcf5acc8a87da41a8e586a41647869577f7bec0beed760d87e30,e822111ebe51c78da7b44d981dde7697da05cbef4771b1b1e94098c2af9ab19e
occurrence-t01-d4,neutral_patch,1,occurrence-t01-d4,1,4,True,0,True,False,False,False,False,1748,2283,784,4.711681684479117,OccurrenceSemanticError:neutral transaction is not the minimum canonical write set,a4223b6635302543ec45bba411d943ab2399d27a98a80c5f6be8d30a906506f7,54b653ea39c7c8fb1c2cf8faf430469784030250674e20bd1f81bcfd937698e7,d5d54e5444043045ae12b52d1fbb4cf946473658b36b671e80bfa300fc28af09,
occurrence-t02-d1,fsr_pc,1,occurrence-t02-d1,2,1,True,0,True,False,False,False,False,2711,1279,1225,7.3239836767315865,OccurrenceSemanticError:post-state is not the canonical occurrence transition,b45086199e85aed0189d9da8462c80f48113e408513d7cf92227f0e938af73a2,af234360bc8aa0f64be5e47da552c28cafa83a021fd993aff13af55d10235b00,50c6c2581c4242ba160d64ca605ea0ee34983ac1616feb5e337201df8170dfe0,
occurrence-t02-d1,full_replan,1,occurrence-t02-d1,2,1,True,0,True,False,False,False,False,649,1299,299,1.8129042135551572,OccurrenceSemanticError:full replan is not occurrence-canonical,b45086199e85aed0189d9da8462c80f48113e408513d7cf92227f0e938af73a2,936801c1ccb66cfd5d618ed1860f2652730ee1b5f5e5ea53437d884558f537c1,9248ad9ae66bacc5db343d993735220dbacdbac0fc5a6d0df288d818b6b685db,
occurrence-t02-d1,cope,1,occurrence-t02-d1,2,1,True,0,True,True,True,True,True,259,1314,110,0.9742807960137725,,b45086199e85aed0189d9da8462c80f48113e408513d7cf92227f0e938af73a2,e2d2b6a9d0feb5f46905349136b36cb2866462523a21b038155269622092f252,0084ff7dddc4be9a37eb38731cc7b2664ac80957cfbabdb013e966fcf8406971,111224da1a01ca5b33ccc76a5aff96f2f2123046633a4fb8c53c55817d261bff
occurrence-t02-d1,neutral_patch,1,occurrence-t02-d1,2,1,True,0,True,False,False,False,False,2083,1335,948,4.8428081860765815,CompactTransactionError:compact write path is not allowlisted,b45086199e85aed0189d9da8462c80f48113e408513d7cf92227f0e938af73a2,06bf764dce595450cfa3e28911909aa767f90ec160ae39ba51db694a4c7afbfd,bc4f0646f3c6fc3e31945497c3ab15cc4b38d696c7c76b9bbab2ae1249fce0c4,
occurrence-t02-d1,governed_delta,1,occurrence-t02-d1,2,1,True,0,True,False,False,False,False,1308,1329,633,3.9232569970190525,OccurrenceSemanticError:governed scope and records disagree,b45086199e85aed0189d9da8462c80f48113e408513d7cf92227f0e938af73a2,c92ead4c2de3e622604586c9fe505755d23bd798ba3c0c6abb1e36858189afc4,5baf613899604780352645b8b09673a9dbb71d49d7a64419beaa9ea12268de0d,
occurrence-t02-d2,full_replan,1,occurrence-t02-d2,2,2,True,0,True,False,False,False,False,1043,1609,484,2.585181185975671,OccurrenceSemanticError:full replan is not occurrence-canonical,ec3a433a87bedc76e3107db3fb652920eaad0835d555035980c392c5068b576c,1f3a1b0a9cb44f12498224e8603fd63d60c7d6af3086d993c4ee10998489f74d,f1bf87c7b7487c6e9f453f6e8a9ec43ebd0feddedf92ff777e0cdb33b4455294,
occurrence-t02-d2,cope,1,occurrence-t02-d2,2,2,True,0,True,True,True,True,True,271,1624,113,1.2980643706396222,,ec3a433a87bedc76e3107db3fb652920eaad0835d555035980c392c5068b576c,bb93dcb85f4ba107b21694a37ec3569a4e85d5ecf7114d0fd3b29fedfa83656f,425a5e6c56e7139dfffb32ef4f8d80b8d5bf2763a0c3770832a2aef169ce4a13,e2fb392b8e3bfd86a22fdb94aa038346618d729e2205107bd6269d6106632e61
occurrence-t02-d2,neutral_patch,1,occurrence-t02-d2,2,2,True,0,True,False,False,False,False,1703,1645,773,4.424468483775854,OccurrenceSemanticError:neutral transaction is not the minimum canonical write set,ec3a433a87bedc76e3107db3fb652920eaad0835d555035980c392c5068b576c,7e8449bd5802e0cb5c16be1e4b48ca52b4d37df5efb8acff73e244abc5149a4f,b53e2752881fa1768d33c4a935c1cfb3894723740ba88ed443cfa275563ee668,
occurrence-t02-d2,governed_delta,1,occurrence-t02-d2,2,2,True,0,True,False,False,False,False,1350,1639,656,3.5673717986792326,OccurrenceSemanticError:governed scope and records disagree,ec3a433a87bedc76e3107db3fb652920eaad0835d555035980c392c5068b576c,71cdfab6a7f00df4643d866c1feccb15ca0bb79846304aa15587612f1dcfe492,2719760036aa04576455dfcbd6defc54326fd7a592cc36b345a217d3c88b35e4,
occurrence-t02-d2,fsr_pc,1,occurrence-t02-d2,2,2,True,0,True,True,True,True,True,3812,1589,1663,10.558350914157927,,ec3a433a87bedc76e3107db3fb652920eaad0835d555035980c392c5068b576c,f71183656917ed335fe9560a7bc3cfecd3aaa9b6f6e7e837ae363c6a11488d0f,a40087a6445fb4cd9e5c5f0c86caaf24c6c8d29c31135b4b6a546900adc6585f,e2fb392b8e3bfd86a22fdb94aa038346618d729e2205107bd6269d6106632e61
occurrence-t02-d3,cope,1,occurrence-t02-d3,2,3,True,0,True,True,True,True,True,256,1934,110,1.186378630809486,,5b235334a3d87571edabdf61216185faf98ece1daa2284043eb20b6c27476108,6211b57989ad21c268c6ea1ecc01e3646c72e44586850f783752d3e8493ef2dd,fe3f73fd825883834a50ce92db3f6e93bb058d61f69750031cf488f2686b8edd,a6bb10ab90da28863bb2bdbf4d65a70e190e58e739b64da8f45aaf4d422bdab5
occurrence-t02-d3,neutral_patch,1,occurrence-t02-d3,2,3,True,0,True,False,False,False,False,1667,1955,764,4.522116200067103,CompactTransactionError:compact write path is not allowlisted,5b235334a3d87571edabdf61216185faf98ece1daa2284043eb20b6c27476108,494c951d4c5481887ae6ceee43fbeec67fb77af7a33d371d979c6bed83a0175b,0e4db91e8b54675e30e860b20652899e04f8947f9cc3fae3844254b315d548e4,
occurrence-t02-d3,governed_delta,1,occurrence-t02-d3,2,3,True,0,True,False,False,False,False,1350,1949,656,3.495455799624324,OccurrenceSemanticError:governed scope and records disagree,5b235334a3d87571edabdf61216185faf98ece1daa2284043eb20b6c27476108,ad3e1e8d0babe48177bbb23b00e4331f6c3aa0615e74da52b9efdeaae09cf82a,e5a4e8be3c48484b0c3ac3363e1a967b07aacbf6460ef5ee6acc78b1016d5c6e,
occurrence-t02-d3,fsr_pc,1,occurrence-t02-d3,2,3,True,0,True,True,True,True,True,4838,1899,2103,9.942645842209458,,5b235334a3d87571edabdf61216185faf98ece1daa2284043eb20b6c27476108,c6b9ef64570a9721f3c86bb2e82a39a97e0e31658652411152441bf733f61451,85f9736c1e29ad3a16949f1aafe46c1dabacc805e72e4d2df1cceea34d0ec25c,a6bb10ab90da28863bb2bdbf4d65a70e190e58e739b64da8f45aaf4d422bdab5
occurrence-t02-d3,full_replan,1,occurrence-t02-d3,2,3,True,0,True,False,False,False,False,833,1919,374,2.2528033945709467,OccurrenceSemanticError:full replan is not occurrence-canonical,5b235334a3d87571edabdf61216185faf98ece1daa2284043eb20b6c27476108,550d4776e5598754b1b957d4e2fbe7e97a1fb55cc25fbdbf4cce7190b892272b,22dbe3b4c9ead7b4d63a08677c2d0e0d3a64a11b4666d9d2171bd5de60e53570,
occurrence-t02-d4,neutral_patch,1,occurrence-t02-d4,2,4,True,0,True,False,False,False,False,1898,2265,861,5.261047780513763,CompactTransactionError:compact write path is not allowlisted,925ba93fd80b713659d5572f6d95015acb2027996fb1dc6012fd437a991fb5e2,13feac895e1a464ad64102a31b0c1c0f46d8ba6b29685195033392ad8501bcbd,1efbf2350a0c461ef79480c776838457f123360df3ba11cbf431237eba83ab61,
occurrence-t02-d4,governed_delta,1,occurrence-t02-d4,2,4,True,0,True,False,False,False,False,1350,2259,656,3.7632753178477287,OccurrenceSemanticError:governed scope and records disagree,925ba93fd80b713659d5572f6d95015acb2027996fb1dc6012fd437a991fb5e2,1e31c6a3278baf799135d72a9c8ecc79bc5383b7e45e720a7b32898d86b18b1f,e4ab2c20a2e534f13dd03dee32dca943e19cbef747084f6c3e399ce95665f03a,
occurrence-t02-d4,fsr_pc,1,occurrence-t02-d4,2,4,True,0,True,True,True,True,True,5864,2209,2543,14.091390463523567,,925ba93fd80b713659d5572f6d95015acb2027996fb1dc6012fd437a991fb5e2,008ea7d8029c1d3f8c9915a0e86caf8e4a9763c5fe95e4adb9a69f7a2ccdfb0b,903327f4b342ca736a8039e8af162519361fdaf296f561a9cb0c4c4cdeeec2e7,704bef466928e71bb185edc1eb91eed8a9e6e90fb92997fba15a374b8e341906
occurrence-t02-d4,full_replan,1,occurrence-t02-d4,2,4,True,0,True,False,False,False,False,922,2229,414,3.3191332509741187,OccurrenceSemanticError:full replan is not occurrence-canonical,925ba93fd80b713659d5572f6d95015acb2027996fb1dc6012fd437a991fb5e2,62256913984d80ab3d51df4ee81e2fda3a5e259600e32f54c7531d0255c30130,e514a1bd90365fb61e4fb740e15d2dd2c79b9d2a1ac0c1fbb151a5efa655028a,
occurrence-t02-d4,cope,1,occurrence-t02-d4,2,4,True,0,True,True,True,True,True,271,2244,113,1.4946322487667203,,925ba93fd80b713659d5572f6d95015acb2027996fb1dc6012fd437a991fb5e2,3cbf94a16a6e8c4c364d7789377d9cc61632751cdb6fe4818ba8d9f2d4beb7ad,1a67f53f436a997a059929108bf6d03a55fa208c8a67a0c4b4a62357e44b92d1,704bef466928e71bb185edc1eb91eed8a9e6e90fb92997fba15a374b8e341906
occurrence-t03-d1,governed_delta,1,occurrence-t03-d1,3,1,True,0,True,False,False,False,False,1271,1344,630,3.544176428578794,OccurrenceSemanticError:governed scope and records disagree,88c76124fa26b6c1ca68a3c9198e3347794023236be85d977da7a387a7f1625b,26077af3c206e5d179299cb29f77363433b4d7150b5a96b809bd077f76df08d0,770978a0b7a41e07eedbf248b27b4bda48fcc4625644820bd52195872af84b8a,
