task_suite,task_id,task_name,language,state_id,state_sha256,dtype,shape,finite
libero_10,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,19,a6fb28270e5509da8619115495b070fe25bec4e644f15080bf7a3a61f8382a16,float64,123,true
libero_10,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,20,31cf655f31ddf3a02ee0f767cf1240387c2749ebcfdbbf29b22989bd606ffd96,float64,123,true
libero_10,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,21,745c4dc1054445e2618f028670b26b5435dd4394046b7a856285920a2f7b7610,float64,123,true
libero_10,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,22,84f995c0b55083edc3737d57fad688490204ae3844ec8795cd73f6cc413fe3aa,float64,123,true
libero_10,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,23,b7905a2a29009d4296fa262ec5a1cb1d01351e50eccee52bc232cf1583dd93a8,float64,123,true
libero_10,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,24,09933f7bd35ba33a8dde77d046768df4247a8897411da15add15a8d9c2dcfcc6,float64,123,true
libero_10,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,25,0b82cd37e5548f177701291f9479c5d963a1488cbc29283b7b6d6d4ece5fab23,float64,123,true
libero_10,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,26,f3eb487360e32e1b74ba86f2c7dd711890eed94ac141ec434d8bf6ac61208d54,float64,123,true
libero_10,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,27,052ceb133943bb3c17a6949a83c15b7afba97698bf8d8754cf64b63181d927e2,float64,123,true
libero_10,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,28,d079c26b3e1034e2fe2273301c6da1c5b0f7f6eb409780591f0ef1729c3d576e,float64,123,true
libero_10,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,29,ab5eb887a7dedf624c6b97ffd5a7f8782256acd4671804fe3782900f1cced214,float64,123,true
libero_10,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,30,ba205c0f9f1680957015fb37ee00500c3cd03a30540bb83ec8b856efcf5b925e,float64,123,true
libero_10,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,31,ddf7ab5d007fad164a51292976ff50ab6f95448d50446e1a3db30618fb1a48f0,float64,123,true
libero_10,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,32,c0c6740129c25b9e6a7e8490d910e976325956c92ff00307672b5cac0e556b53,float64,123,true
libero_10,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,33,728aae415b9e91f76a2e6ecdbe5f90bcde8a9774a46d56a96d4b7011ba95468e,float64,123,true
libero_10,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,34,2d07586d603b5fa998010e5aad51d9f610d2acca9f60ed5b76b8ea86d155e525,float64,123,true
libero_10,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,35,d10f0f897baa266979d4488fb8a7f478f5989b11aaab1d5bc0c2b8f11012e76e,float64,123,true
libero_10,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,36,2353bc589e580d14d44d8bc8ae5b6c3d654c208138a62c01287c3502ec5f2514,float64,123,true
libero_10,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,37,824abb69855d29c4b5b1f436cb6766de8603b59a4b3907f7c1c2486476a4308b,float64,123,true
libero_10,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,38,b2475023ebd89ddb00d57a9bde20975bee3a19e9114e7a17c26111a5762c26ab,float64,123,true
libero_10,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,39,34d1b00b37b461620ab0ed76466888a121ec9f5555193dd1df0d8951abf6ff96,float64,123,true
libero_10,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,40,71a5cb5ea5975160e8c84b7e13d73358fab88840e802084554c812f21532b04c,float64,123,true
libero_10,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,41,9cd69a5550ee4ba746ca2f395889ea221af7efb76a2aa388f8b8b2a776d4f117,float64,123,true
libero_10,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,42,f38a6d717a2d2139762f15595a29efa62c8ad2f0197ed6f8542d98d76cad4fc1,float64,123,true
libero_10,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,43,f55f4c7562bca27be0326b7037f13125fda28006c49e846c033c54dcb841cd98,float64,123,true
libero_10,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,44,e3686cf57ad431bac62431b43182245e05a0266e5bd421b5990739b70fa072b6,float64,123,true
libero_10,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,45,8abd1901c4f659508d5b1d8e3d5e3a25f87b5938643c34243bc774944f86a282,float64,123,true
libero_10,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,46,a93a61650625d48ed3d872ae3b7edac69b45f535ded8b086da7f9cf9f41be411,float64,123,true
libero_10,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,47,cc8f8cb4e9756115e3a08d979ca26a841bcb758d4e9eaf1cf85e3f7ca3d22a05,float64,123,true
libero_10,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,48,a853cf265af29a73afb0523773f14c8dda94e42d345497dd8be894776e9cfbb7,float64,123,true
libero_10,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,put both the alphabet soup and the tomato sauce in the basket,49,d851284d9a94e54612ae8103ccbfc0c49cc0eb26b411fe9c10f4f93d674a8d0a,float64,123,true
libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,put both the cream cheese box and the butter in the basket,0,5abdf8f466f490901dee9f931b32eb181b2928eaa17bb6379742f988581d564a,float64,123,true
libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,put both the cream cheese box and the butter in the basket,1,cd3e7f86ef217ee7b7d26cc505b3f56ea8f49664ef10f6749270dfcd39dd17a6,float64,123,true
libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,put both the cream cheese box and the butter in the basket,2,ab6bf2ca98e96f1692d8ec7a5b7ec25eee1ea61c57d45c2816ac3dcc938ea3ee,float64,123,true
libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,put both the cream cheese box and the butter in the basket,3,3e0d23df2cf22ae6e897e15a1739d5bf25474b4e33196644890b8485f0e880f5,float64,123,true
libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,put both the cream cheese box and the butter in the basket,4,d2cecde6c34039556fadf729cf7eb15d628b42094f6f0c092d9969c9cf659856,float64,123,true
libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,put both the cream cheese box and the butter in the basket,5,aa1da52eec914be753dd1d28808fa4e723a33337cfd44145c6be3d936f691819,float64,123,true
libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,put both the cream cheese box and the butter in the basket,6,c97695203f6f68548cd3a01f4999fb104c063f26046958e3999869e186e67776,float64,123,true
libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,put both the cream cheese box and the butter in the basket,7,dab0cffccccc9d31935645ecba55dab26d4c77b8c2271da415ffb527be3c2e95,float64,123,true
libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,put both the cream cheese box and the butter in the basket,8,a050294b0ce5aa4a4c97f2be1b3b9156d37c0d7ba90128e8f1f7b24de759e1ad,float64,123,true
libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,put both the cream cheese box and the butter in the basket,9,63ad7d8d6f448eeffd9a59a8d1c13f1640a7a5e0226502c8436a77ee5360a5f5,float64,123,true
libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,put both the cream cheese box and the butter in the basket,10,9277007e6616dc82740a46e99a7fe08550cd26c47d92ec095c657f7666dd0136,float64,123,true
libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,put both the cream cheese box and the butter in the basket,11,1b216c4f2afb1847271a3869e33c719b2893eb7ffc37e141a47835943ecf3f1c,float64,123,true
libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,put both the cream cheese box and the butter in the basket,12,48bf59dc13ae0ebd7c0074dd270d570f96c9820240e2592fafc5e888336a2af9,float64,123,true
libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,put both the cream cheese box and the butter in the basket,13,71dad013f8cacc07d59079034dca9c3d43390196a58a7dd4afd226cc6bd59334,float64,123,true
libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,put both the cream cheese box and the butter in the basket,14,ff9df67d8709a5a98116ddcc02bb5ffbb3175e428206c0872010d6359650edf8,float64,123,true
libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,put both the cream cheese box and the butter in the basket,15,2081f0108dd0342f6d988855910777de3564d9f294477cac22590765942f27ae,float64,123,true
libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,put both the cream cheese box and the butter in the basket,16,bb8073f96294281b7008501d0b6ebdec3668f90448421c5937b58f57c1b8c5e2,float64,123,true
libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,put both the cream cheese box and the butter in the basket,17,d20cd4b25c7f416d14d47847a8df274779924d47c5f6ee304486c967971690a3,float64,123,true
libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,put both the cream cheese box and the butter in the basket,18,501646e50339d7ac9536e7cd7029f44aefa2bd43c91a1db90c2d5bdd2d331796,float64,123,true
libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,put both the cream cheese box and the butter in the basket,19,59bd069bff4e6a8e871bbf7ddb52221691c51810219e35590def72105c183d5a,float64,123,true
libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,put both the cream cheese box and the butter in the basket,20,1ddc6259e18ba32580516a16db9991698898aa83e150f096c5403b06f74cbe29,float64,123,true
libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,put both the cream cheese box and the butter in the basket,21,73f30734a195d8fb9c51e30d6c2bc3af8073a3cfce4ab902b32f22ee1e533309,float64,123,true
libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,put both the cream cheese box and the butter in the basket,22,532200c92d74b65c8986ca5b3f668d9e79da78fa9313362e644d8dfc60a2fa2b,float64,123,true
libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,put both the cream cheese box and the butter in the basket,23,2bf1ff9b2d1c706dd3a1944c03c8b0dbbc29879ea27a7fcfd0ae260a5134073c,float64,123,true
libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,put both the cream cheese box and the butter in the basket,24,812469f28d0aaec9f863c1dbbe7f8e17f814e82636a7bc8745794c42203900bd,float64,123,true
libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,put both the cream cheese box and the butter in the basket,25,0ca2314972a41b72dba008c7cd449afc1187f9410a9da7a661b7a1aa4b486e77,float64,123,true
libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,put both the cream cheese box and the butter in the basket,26,3eebd94a23ba0a8cc59fa852fea4b940816911670d50b7bfd357c3ba655a2f78,float64,123,true
libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,put both the cream cheese box and the butter in the basket,27,69fd00355a6a837e41d4c04821e03a55d5d12b7e5aeeed92bf29324d96ee3eaf,float64,123,true
libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,put both the cream cheese box and the butter in the basket,28,5b8555c0c987c800389082eb4e3a53b06743bf90e9475dc47e34b49a22912e50,float64,123,true
libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,put both the cream cheese box and the butter in the basket,29,92671e197d63e9a4a167fac77bdd3dfae3c79672f766c3c533ceefa427b4266e,float64,123,true
libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,put both the cream cheese box and the butter in the basket,30,04ed7d5fdd73cd5bdb5c5a26eacc25865e67605e3b66e4794f178219575384aa,float64,123,true
libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,put both the cream cheese box and the butter in the basket,31,56d362be598aba5a53ee21dd8503973944e78122057eefe1fcedfa3e9b3c70d4,float64,123,true
libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,put both the cream cheese box and the butter in the basket,32,e6a0f2a50695864a11e880e8d3f00f972964cdd8b52880de2eff01637c2401f0,float64,123,true
libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,put both the cream cheese box and the butter in the basket,33,50053adb88a9d29f8b1e3707cd06687b809d0abef48e00e5fb8bbced3051c935,float64,123,true
libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,put both the cream cheese box and the butter in the basket,34,cb859c93d4dccb76f043fb18f98245a2de8a95f0d36019df45e2f5c545a1a9e0,float64,123,true
libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,put both the cream cheese box and the butter in the basket,35,542de85e4d3d73932fd4025fd47d03f0eb450df3e48b53d9a4b5d578d1e5a91a,float64,123,true
libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,put both the cream cheese box and the butter in the basket,36,6ff65b3f944f2fdfc2513a8741e0c1620259624097a306c18c6f58e56ca207c5,float64,123,true
libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,put both the cream cheese box and the butter in the basket,37,abcd8842691f2c616c1cb72ee13df5068f05b947b0ddf08feb5da8146b247bae,float64,123,true
libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,put both the cream cheese box and the butter in the basket,38,82b3fbeb9e4837e095fafa161138e8602ab00d48eaea8f8621b040b74cae6c2e,float64,123,true
libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,put both the cream cheese box and the butter in the basket,39,306c4ee7d9ffea9989e92f3cef066e8cbf702cf701c18dece326d86c875f7ff3,float64,123,true
libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,put both the cream cheese box and the butter in the basket,40,730fc66f946c87f9c9550e8d69bf61c9dea73d886a192d4722b73ebfe04f0fb3,float64,123,true
libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,put both the cream cheese box and the butter in the basket,41,2a99704c9a9d12a860a0ab6e6a723560adc507d64f88fc31890b1200ca406bf6,float64,123,true
libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,put both the cream cheese box and the butter in the basket,42,644b9d5b9e2bd118869f66ecf6d0062431efb8b513664a4d97dee913082b90ae,float64,123,true
libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,put both the cream cheese box and the butter in the basket,43,7a85d8bf560c94c2d57002a3b6f2bc348caac45155074c5cb04f7f8ec658203f,float64,123,true
libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,put both the cream cheese box and the butter in the basket,44,799ecc108b1966847adeddc3ab31f2d30c727d1ad95f78443722910a1c9a8cb8,float64,123,true
libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,put both the cream cheese box and the butter in the basket,45,076e125c4aa827ae3af5a5c6de5b0411da9988c0525d925ce91cbad20d4accd2,float64,123,true
libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,put both the cream cheese box and the butter in the basket,46,c17f5ac3121d7ff9044b9559640c83d3d187f447cf980751d25d0d82257cfd1c,float64,123,true
libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,put both the cream cheese box and the butter in the basket,47,a8408ecb7b9a82f82cdd109cb24b6d80b930149b850d552c5f381cbc809d2977,float64,123,true
libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,put both the cream cheese box and the butter in the basket,48,99bc9a0c6a8984edbf7a572d053d7c8b4e5b3e7c81056600da1cd8386ef3af4b,float64,123,true
libero_10,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,put both the cream cheese box and the butter in the basket,49,e8279a7a5fa0e6e1dadb6d5fbb502ad7e671fba966f4b9c01397a5fb3e312e07,float64,123,true
libero_10,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,turn on the stove and put the moka pot on it,0,9ae67aa7e7dd9987ecd1f2930e2b061fb66a414dd94e4b575417356a556cbd90,float64,47,true
libero_10,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,turn on the stove and put the moka pot on it,1,453d74e45f2f7141904a047d4237db1ee0b5576fe7a3f6c2cb4801e83bacb88a,float64,47,true
libero_10,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,turn on the stove and put the moka pot on it,2,8227fd36ba47ae92020986ff9b090acd500ddadcc057c66b04f8afe6fb4de2bb,float64,47,true
libero_10,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,turn on the stove and put the moka pot on it,3,53956839e3584f29993eb41169934902624a2f06d531b13bec4cd8f8cdd5de9d,float64,47,true
libero_10,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,turn on the stove and put the moka pot on it,4,0da0be61b3b3451f1ee4b9b911e9dcdc4fe9df1b95cdfb702eb3bfc9692ca446,float64,47,true
libero_10,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,turn on the stove and put the moka pot on it,5,1a0f8034ad20898be65de30050ea599dc67c2a41d85dfecf67e4986f4d5959b3,float64,47,true
libero_10,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,turn on the stove and put the moka pot on it,6,889f77b9e981349a8cf29c6e9a841bbac3634e4562ec0aab5d2b6e0292053178,float64,47,true
libero_10,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,turn on the stove and put the moka pot on it,7,081d6d4afe3c3b25a42f3e111c17902f1719489f2b3e1323e16f83c594db8684,float64,47,true
libero_10,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,turn on the stove and put the moka pot on it,8,3addeab455f4d1a2763345a27b34d5d71e22b3cae2fff48e7efe5c9ef20fb9f6,float64,47,true
libero_10,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,turn on the stove and put the moka pot on it,9,fe4e1ad710fc072172e81cacf79f27923daa0f7b56c80ed0a8aecff90635d759,float64,47,true
libero_10,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,turn on the stove and put the moka pot on it,10,f75f908010665975aa51b3dd00798d8da79ee47d1d2c0a2460941e507dbd5736,float64,47,true
